Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	SF	PF	Tot
Ball, Luke	4	5	1																							10
Beams, Dayne		5	6	1	7	4	8	3	5	3	9	1	3	1	8	3	6	4	1	4	9	6	4	4	3	108
Blair, Jarryd	2	6	1	4	1		2	-	2	-	4	3	5	1	5	1	6	4	2	1	2		1	3	3	59
Brown, Nathan					3	2	1			4	6	5	4		3	2	8	3	2	3	1	5	1	1	3	57
Buckley, Simon				4	2	3	4	2	4	7	-	4	6	6	1		-									43
Clarke, Martin	4	4	6	6	3	1	6	3	4	6	1	3		6	3		4		1	1						62
Cloke, Travis	7	8	5	9	7	8	8	6	1	9	6	6	2	9	1	2	11	3	5	2	6	16	8	5	7	157
Dawes, Chris	5	5	4	5	5	3		7	3	3	8	3	3	4	6	3	11	5	8	4	3		3	3	6	110
Didak, Alan							6	3	3	9	1								2	3	4	4	2	2		39
Elliott, Jamie									1	7	2	9	4	1	3	10	8	3	-	1		5		2	1	57
Fasolo, Alex	3	5	5	5	2	4		2	2	8	6	6	2	6	8	8	3	-	4	3	7	12	6	2	4	113
Goldsack, Tyson	4	7	3	5	3	3	2	5	4	4	7	1	5	1	-	6	5	2			3	2		5	4	81
Johnson, Ben				1	4	1															5	4	2	5	5	27
Jolly, Darren	3	1	3	5	2			1	2		3	4	4	2	3	3		10	-	1		4	1	4	2	58
Keeffe, Lachlan	1	3	10	5	3	7	4	7	2																	42
Krakouer, Andrew																						4	6	3	2	15
Lumumba, Heritier	4	6	7	6	2	3	6	4	3	5	2	2	2	6	7	2		4	1	2	4	4	-	3	9	94
Maxwell, Nick			5	5	1	3	7	6	1	7	3	6	4	10	4	7	4	2	7	3		5	3			93
Mooney, Caolan													-			2	1			-						3
Paine, Jackson	3	2		1									3	2								5				16
Pendlebury, Scott	5	5	3	7	5	5	3	3	1	1					3	7	5	2	3	2	6	4	2	6	4	82
Reid, Ben	5	6	-			2	6	6				5	2	6	7	2	13	4	6	6	5	5	7	10	7	110
Rounds, Luke	4																									4
Seedsman, Paul	2	5		3	1		4									4	3	4	4	5	3					38
Shaw, Heath	3	6	4			2	7	9	5			4	2	6	5	2	9	3	5	7	5	6	4	7	6	107
Sidebottom, Steele	5	5	9	6	5	5	5	9	6	2	7	2	3	5	6	5		6	5	10	8	4	4	5	6	133
Sinclair, Ben	1	3	1	2	2	3	4	2	1	2	5			4	5		3	4	1	2	1		2		2	50
Swan, Dane	3	6	8	4	6	4	13	2			8	11	8	5	3	6	8	7			9	12	2	6	7	138
Tarrant, Chris		1									5				5	3	10		4	4	7	4	1	1	9	54
Thomas, Dale	6	4	6					5	7	5	6	3	6	7	5	8		6	-	9	7	10	4	9	8	121
Toovey, Alan	2	2	3	3	2	2	6	5	3			-	2	4	4	4	1	2	-		1	3	3	5	3	60
Ugle, Kirk					1	3				-																4
Wellingham, Sharrod			-	2	2	1	5	7	2	9	10	5	3	6				4	4	4	3	2	5	7	7	88
Williams, Marley									3	4	2	2	2	3												16
Wood, Cameron			5			2	3			5							5				2					22
Yagmoor, Peter	-						4																			4
Young, Tom				2						4	4	-				1	7	1								19
Totals	76	100	95	91	69	71	114	97	65	104	105	85	75	101	95	91	131	83	65	77	101	126	71	98	108	2294
Opponent	HW	RI	CA	PA	ES	WB	BL	GE	AD	GC	ME	WC	FR	CA	GE	HW	GW	SK	SY	NM	WC	ES	HW	WC	SY	
