Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	SF	PF	GF	Tot
Anderson, Jed	-	-	-			-																					
Birchall, Grant		-	-	-	-	-	-	-				-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Breust, Luke	2	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-		-	-	-	-	3
Burgoyne, Shaun	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Ceglar, Jonathon	-	-	-	-	-	-	-	-	-	-	-	-	-					-									
Duryea, Taylor	-	-	-	-	-	-	-		-	-	-	-	-	-			-	-		-	-	-	-	-	-	-	
Frawley, James	-	-					-	-	-	-	-	-					-	-	-	-	-	-	-	-	-	-	
Gibson, Josh	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1
Gunston, Jack	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	3	-	-			-	7
Hale, David							-	-	-	-	-	-	-	-	-	-	-		-		-	-	-	-	-	-	
Hartung, Billy			-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-			-	-		
Hill, Bradley	-	-		-	-	-	-	-	2	-	-	-	-	-		-	-	-	-	-	-	2	-	-	-	-	4
Hodge, Luke	-	-	3	-	-				-	1	-	-	-	3	3	1	-	-	2	-			-	-	-	-	13
Howe, Daniel									-										-		-	-					
Lake, Brian	-	-	-	-				-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	
Langford, Will	-	-	-	-	-	-	-	-				-	-								-	-	-				
Lewis, Jordan	3	-	-	-	2			-		-	-	-	1	-	-	2	-	-	-	-	-	-	-	-	-	-	8
Litherland, Angus							-		-	-					-	-						-					
McEvoy, Ben	-	-	-	-	-	-								-	-	-	-	-	-	-	-	-	-	-	-	-	
Mitchell, Sam	1		1	-	3	-	1	3	3	3	-	2	-	2	-	-	-	3	1	-		3	-	-	-	-	26
ORourke, Jono		-														-											
Puopolo, Paul	-	-	-	-		-	-	-	-		-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	
Rioli, Cyril	-	-	-	-	-	-	-	-	-	-	-		2	-	2	-	-	-	3	-	-		-	-	-	-	7
Roughead, Jarryd	-	-	2	-	-	-	3	-	-	-	-	3			1	-	-	-	-	-	-	-	-	-	-	-	9
Schoenmakers, Ryan					-	-	-	-		-	-		-	-	-	-	-	-		-				-	-	-	
Shiels, Liam	-				-	-	-	-	-	-	2	1	-	-	-		-	-	-	-	2	-	-	-	-	-	5
Sicily, James		-																			-	-					
Simpkin, Jonathan							-																				
Smith, Isaac	-	-	-	1	-	1		-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3
Spangher, Matthew													-	-	-	-											
Stratton, Ben	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	
Suckling, Matt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	
Whitecross, Brendan			-	-	-	-																					
Totals	6	0	6	1	6	1	6	3	6	4	2	6	3	6	6	6	0	3	6	0	5	6	0	0	0	0	88
Opponent	GE	ES	WB	PA	NM	GW	ME	SY	GC	SK	AD	ES	CW	FR	SY	CA	RI	WC	GE	PA	BL	CA	WC	AD	FR	WC	
