Player	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R17	R18	R19	R20	R21	R22	R23	R24	QF	PF	Tot
Allison, Brett	1	-	-	1		-	1	1	-	1	2	1	4	1	5	2	1	2	1	-	4	3	1	3	35
Anderson, Stuart					1	-	1																		2
Archer, Glenn	-	-	-		1	-	-	-	-	-			-	1	-	-	-	-	-	-	-	-	1	-	3
Barnett, John											1	-						1	1						3
Blakey, John	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	2	1	-	-	-	1	2	-	1	8
Campbell, Warren						1	2	1	1	3	1	4	-				-	-	-						13
Capuano, Matthew												-								-	1				1
Carey, Wayne	4	7	6	2	5	1	2			-	4				3	2	4	5	1	1	5	1	4	6	63
Clarkson, Alastair	-	-	-	1	-	-	-						-	1	-	1	2	-		1					6
Crocker, Darren											4	-	-	-	-	-	-	-	1	1	-	1	-	-	7
Daniltchenko, Jason	-			-																					
Fairley, Ian				1			-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	2
German, Peter				-	-							-								-	-	-			
Ishchenko, Alex	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1
John, Gareth					-																				
King, David	-	-	-	1	-	-				1	-	-	-	-	-	1	-	-	-	-			1	-	4
Laidley, Dean	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Longmire, John		5	3	-	1	3	3	6	-	6	1	3	4	7	6	3	5	1	1	1	5	8	3	3	78
Mann, Peter	-	-	-			-		-	1	-	-	-	-	1	-	-			1			-	-	-	3
Martyn, Mick	-	-	-	-	-	-	-	-	-				-	-	-	-	-	-	-	-	-	-	-	-	
McAdam, Adrian	2	5	-	-	-		1	1	2	-	1	-			2	-				2	2	2	1	1	22
McCarthy, Adam								-	-	-	-	1	-	-											1
McKernan, Corey	3	-	-			3	2	1	-	-	2	-	2	-	1	1	2	-	1		2	-	2	-	22
Nichols, Trent	4	-	4	2	1	2	1	-	3	2	1						-	-	2	3	2	1	-	-	28
Pyman, Robert													1	-											1
Roberts, Mark	5	2	1	3	2	3	1	2		4														-	23
Rock, Anthony	2	1	1	-	1	-	1	1	1	-	-	-	1	-	-	-	-	1	-		1	-	-	-	11
Romero, Jose	-	2	-	4	-			-	-					-	-	1	-			3	1	1	-		12
Schwass, Wayne	-	1	2	-	-	-	2	3	1	1	2	1	-	-	-	1	-	-	-	-	-	-	1	-	15
Sholl, Brad									-																
Sholl, Craig	-	-	-	-	-	-	-	-	1	-	-	-	1	-	-	1	-	-	-	-	-	-	1	-	4
Smith, Ross	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Stevens, Anthony	-	2	-	-	1	-	-	-	2	1	1	-	-	-	-	-	-	1	-	-	-	-	-	-	8
Totals	21	25	17	15	13	13	17	17	12	19	21	10	13	11	17	15	15	11	9	12	25	19	15	14	376
Opponent	SK	HW	FO	GE	WC	ME	FI	CW	BB	SY	AD	RI	CA	ES	SK	HW	FO	GE	WC	ME	FI	CW	HW	GE	
