Player	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R17	R18	R19	R20	R21	R22	R23	R24	QF	PF	Tot
Allison, Brett	1	1	-	2		-	-	-	1	2	1	1	1	-	1	2	2	2	-	1	-	-	2	-	20
Anderson, Stuart					-	-	-																		
Archer, Glenn	2	-	1		-	-	1	2	-	2			-	1	1	1	2	-	2	3	1	2	-	-	21
Barnett, John											-	-						2	-						2
Blakey, John	1	1	1	1	-	-	-	1	-	1	1	1	-	-	2	3	-	-	-	1	2	-	4	-	20
Campbell, Warren						-	1	-	-	-	4	1	-				-	-	1						7
Capuano, Matthew												-								-	-				
Carey, Wayne	3	1	-	1	2	2	1			-	-				2	-	3	1	-	-	2	-	-	-	18
Clarkson, Alastair	1	5	-	1	1	1	-						5	2	1	2	-	-		2					21
Crocker, Darren											-	1	1	1	4	4	-	3	2	1	-	1	2	-	20
Daniltchenko, Jason	-			2																					2
Fairley, Ian				2			1	-	-	1	1	2	2	-	1	-	3	1	2	3	-	2	1	2	24
German, Peter				-	1							-								-	-	-			1
Ishchenko, Alex	-	2	-	1	-	-	-	1	2	2	-	1	4	1	1	1	1	2	2	1	-	2	2	-	26
John, Gareth					1																				1
King, David	-	1	2	1	-	1				1	-	-	-	1	1	-	1	-	2	1			2	-	14
Laidley, Dean	1	-	2	2	2	2	1	1	2	-	1	-	1	2	4	-	3	3	-	1	1	1	2	2	34
Longmire, John		-	2	-	1	-	-	1	-	-	-	-	1	-	2	2	-	2	-	1	-	2	-	3	17
Mann, Peter	-	-	-			1		-	-	-	1	-	1	2	-	1			1			3	-	1	11
Martyn, Mick	-	1	2	-	1	-	-	-	-				2	1	1	-	1	2	-	3	-	1	1	-	16
McAdam, Adrian	-	-	-	-	-		-	1	-	1	-	-			1	-				1	-	-	-	-	4
McCarthy, Adam								2	-	-	1	-	1	1											5
McKernan, Corey	1	1	-			2	-	1	1	-	2	1	-	2	-	-	2	2	1		1	2	2	1	22
Nichols, Trent	-	1	-	-	-	-	-	2	1	1	1						-	-	2	-	1	-	1	-	10
Pyman, Robert													-	1											1
Roberts, Mark	1	-	3	-	1	-	1	1		-														-	7
Rock, Anthony	1	-	-	1	-	2	-	4	1	-	3	2	1	-	-	1	-	1	1		-	-	-	1	19
Romero, Jose	3	1	1	-	1			-	1					1	1	2	-			1	-	2	-		14
Schwass, Wayne	4	2	4	-	1	2	-	-	2	2	5	-	3	1	1	-	-	2	1	-	-	1	2	1	34
Sholl, Brad									-																
Sholl, Craig	-	2	1	2	-	3	2	2	-	-	1	1	3	-	1	-	-	2	-	-	-	2	-	2	24
Smith, Ross	-	-	1	2	2	2	2	1	-	-	1	1	-	1	1	4	-	3	1	1	1	1	-	-	25
Stevens, Anthony	2	1	1	1	-	-	1	-	3	3	2	1	-	-	-	1	1	3	1	1	1	-	2	-	25
Totals	21	20	21	19	14	18	11	20	14	16	25	13	26	18	26	24	19	31	19	22	10	22	23	13	465
Opponent	SK	HW	FO	GE	WC	ME	FI	CW	BB	SY	AD	RI	CA	ES	SK	HW	FO	GE	WC	ME	FI	CW	HW	GE	
