Player	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R17	R18	R19	R20	R21	R22	R23	R24	QF	PF	Tot
Allison, Brett	5	4	1	-		-	6	5	2	9	5	5	1	8	5	4	4	10	1	5	2	4	9	8	103
Anderson, Stuart					3	4	1																		8
Archer, Glenn	2	7	5		11	2	10	4	9	11			4	4	4	10	6	7	6	2	9	6	-	5	124
Barnett, John											2	1						2	1						6
Blakey, John	11	3	3	4	5	3	7	7	5	8	6	4	4	2	2	11	3	2	2	7	11	9	9	1	129
Campbell, Warren						2	2	4	-	3	1	3	2				1	1	-						19
Capuano, Matthew												-								3	1				4
Carey, Wayne	11	4	7	5	4	4	7			6	6				7	9	9	4	4	8	4	1	10	6	116
Clarkson, Alastair	4	10	4	7	10	2	6						6	8	3	2	1	-		4					67
Crocker, Darren											8	2	4	9	9	8	4	4	11	6	5	12	10	6	98
Daniltchenko, Jason	4			1																					5
Fairley, Ian				1			1	-	3	2	4	3	-	1	6	2	7	3	2	6	5	-	4	1	51
German, Peter				8	4							3								-	5	3			23
Ishchenko, Alex	4	6	1	2	2	5	1	1	7	4	9	11	2	2	5	2	6	14	2	7	6	6	4	2	111
John, Gareth					2																				2
King, David	1	1	2	5	3	-				4	4	6	2	7	6	6	6	1	1	6			3	2	66
Laidley, Dean	5	3	4	7	6	6	10	4	6	9	6	7	1	5	4	5	6	3	3	6	9	8	6	8	137
Longmire, John		5	1	2	2	3	3	5	3	6	4	1	3	3	7	4	4	5	4	3	6	4	5	3	86
Mann, Peter	5	4	7			4		7	3	2	1	6	5	5	3	3			2			8	3	5	73
Martyn, Mick	6	-	6	3	4	2	5	1	2				3	3	2	4	1	2	6	4	6	5	2	5	72
McAdam, Adrian	2	4	6	6	4		6	5	3	2	2	3			-	-				1	3	1	2	1	51
McCarthy, Adam								4	8	6	2	3	8	5											36
McKernan, Corey	4	5	1			7	3	8	5	6	8	6	6	3	3	6	6	3	6		5	8	11	3	113
Nichols, Trent	3	6	7	5	2	6	5	3	6	8	5						2	2	4	8	7	3	5	4	91
Pyman, Robert													-	-											
Roberts, Mark	8	5	4	4	8	2	9	7		4														3	54
Rock, Anthony	8	6	8	5	3	3	7	2	8	6	6	5	5	4	5	6	8	6	1		1	4	1	6	114
Romero, Jose	8	8	2	2	7			2	3					3	3	4	2			9	11	9	4		77
Schwass, Wayne	9	10	12	9	6	9	12	7	5	8	8	5	4	3	8	11	2	6	3	7	15	4	5	9	177
Sholl, Brad									2																2
Sholl, Craig	6	4	5	3	5	7	3	3	10	2	7	5	4	1	6	4	10	3	2	3	5	4	-	7	109
Smith, Ross	2	3	1	4	2	5	3	1	2	1	2	-	1	7	3	6	2	-	1	3	3	2	2	6	62
Stevens, Anthony	8	9	9	9	4	6	12	12	12	6	4	5	6	5	6	4	7	5	11	13	16	11	6	5	191
Totals	116	107	96	92	97	82	119	92	104	113	100	84	71	88	97	111	97	83	73	111	135	112	101	96	2377
Opponent	SK	HW	FO	GE	WC	ME	FI	CW	BB	SY	AD	RI	CA	ES	SK	HW	FO	GE	WC	ME	FI	CW	HW	GE	
