Player	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R17	R18	R19	R20	R21	R22	R23	R24	QF	PF	Tot
Allison, Brett	-	-	-	-		-	-	-	-	-	-	-	2	-	3	-	-	-	-	-	1	-	-	-	6
Anderson, Stuart					-	-	-																		
Archer, Glenn	-	-	-		-	-	-	-	-	2			-	1	-	-	-	-	-	-	-	-	-	-	3
Barnett, John											-	-						-	-						
Blakey, John	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	3
Campbell, Warren						-	-	-	-	-	-	-	-				-	-	-						
Capuano, Matthew												-								-	-				
Carey, Wayne	3	3	3	-	2	-	-			-	-				2	-	-	-	-	-	2	-	-	-	15
Clarkson, Alastair	-	-	-	-	-	-	-						-	-	-	-	-	-		-					
Crocker, Darren											2	-	-	-	-	-	-	-	-	-	-	2	-	-	4
Daniltchenko, Jason	-			-																					
Fairley, Ian				-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
German, Peter				-	-							-								-	-	-			
Ishchenko, Alex	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	5
John, Gareth					-																				
King, David	-	-	-	-	-	-				-	-	-	-	-	-	-	-	-	-	-			-	-	
Laidley, Dean	-	-	-	-	-	-	3	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	4
Longmire, John		-	-	-	-	-	-	2	-	3	-	-	-	2	-	-	-	-	-	-	-	1	-	-	8
Mann, Peter	-	-	-			-		-	-	-	1	-	-	-	-	-			-			-	-	-	1
Martyn, Mick	-	-	-	-	-	-	-	-	-				-	-	-	-	-	-	-	-	-	-	-	-	
McAdam, Adrian	-	-	-	-	-		-	-	-	-	-	-			-	-				-	-	-	-	-	
McCarthy, Adam								-	-	-	-	-	-	-											
McKernan, Corey	-	-	-			1	-	3	-	-	-	-	-	-	-	1	2	-	-		-	-	-	-	7
Nichols, Trent	-	-	-	-	-	-	-	-	-	1	-						-	-	-	-	-	-	-	-	1
Pyman, Robert													-	-											
Roberts, Mark	-	-	-	-	-	-	-	-		-														-	
Rock, Anthony	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	1
Romero, Jose	-	-	-	-	-			-	-					-	-	-	-			-	-	-	-		
Schwass, Wayne	-	1	-	-	-	-	2	1	-	-	3	-	-	3	-	2	-	1	1	2	3	-	-	-	19
Sholl, Brad									-																
Sholl, Craig	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	3	-	-	9
Smith, Ross	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Stevens, Anthony	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Totals	4	6	3	0	2	6	5	6	0	6	6	0	2	6	6	6	5	4	1	2	6	6	0	0	88
Opponent	SK	HW	FO	GE	WC	ME	FI	CW	BB	SY	AD	RI	CA	ES	SK	HW	FO	GE	WC	ME	FI	CW	HW	GE	
