Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Alessio, Steven			-	-	1	2	-	2	1	2	3	1		1	3	3							-	2	21
Bannister, Jordan					-									-	-	-	-								
Barnard, Paul	1	1	2	-	-	-	-	-	1	-	2	3	-	1	-	1	-	2	-	2	2	1	1	1	21
Blumfield, Justin	-	-	2	2	1	-	2	-	1	2	-	1	1	1	1	-	-	-	-	-			1	1	16
Bolton, Mark	-	1	1				1			1	-	-	-	-	1	-	1	2	1	1	2	-	1	2	15
Bullen, Marcus																					1	-			1
Caracella, Blake	-	-	2	1	1	-	-	1	2	2	3	2	-	2	1	-	1	-	1	2	-	1	-	-	22
Davies, James											-														
Fletcher, Dustin	1	-	1	-	1	2	-	2	-	-		-	-					2	1	1	-	1	1		13
Forster-Knight, Robert	1	-	-	-	-	-	1	-	-	-	-	-	-	-			1		2	-				-	5
Hall, Ken												-													
Harvey, Shane						1	-	-	-	-								-				-			1
Heffernan, Chris	-	4	1	-	2	-	-	1	-	2	1	-	-	1	1	1	1	2	1	2	1		-	1	22
Henneman, Aaron	-	1	-	-	2	1						-										-			4
Hille, David	-	3	-	2	1	1	2	-	2		-	-	1		1	-	1	-	1		-	1			16
Hird, James	-	3	-	-	-	1								1	-	-	-	-	2	1	1	1		1	11
Hunt, Sam																				-		-	-		
Jacobs, Danny	-	-	1	1	3	1	1	-	1	-	1	-	-	-	-	-	-	-	-	1	1	-	1	1	13
Johnson, Jason	2	-	-	-	-	1	1	1	-	1	2	-	1	2	3	1	-	-	2	-	-	1	1	-	19
Johnson, Mark	-	-	2	-	1	-	4	2	1	-	-	1	-	2	2	3	1	4	1	1	-	2	-	-	27
Lloyd, Matthew	1	1	3	1	2	1								1	1	-	-	-	1	-	2	1	-		15
Lucas, Scott	1						-	-	1	2	1	2	-	-	-	-	1	-	2	1	2	-	-	-	13
McAlister, Daniel						-						-	1												1
McGrath, Cory				-	1	1	1	-																1	4
McVeigh, Mark	-	1	-	-	-	-	-	-	1	-	3	1	-	-	1	-	-	1	2	-	-	1	-	-	11
Mercuri, Mark	-	-	-	1	2			2	2	2	1	3	-												13
Misiti, Joe	1	-	3	-	-	1	2										1	2	2	-	3	-	1	-	16
Moorcroft, Gary	-	-								-	1		1		-	-	-	-	2	1	2	1	-	-	8
Peverill, Damien	-	1	-	-	-				1	-	1	2	-	-	-	1	-	-	-	2	1	-	1	1	11
Ramanauskas, Adam	-	1	1	1	-	2	1	1	2	-	1	1	1	1	3	-	-	1	-		-	1	2	1	21
Reynolds, Joel			-	-				-	-	-	1			1	-	-									2
Richards, Ted		-		-																					
Rioli, Dean					-	-	-	1	1				-	-	-	2	1	1		3	-		-	1	10
Salmon, Paul							1	1	-	-	3		4	-			-	1	2	1	3	1	-	2	19
Wellman, Sean	2	-	-			-	1	1	-	1	-	-	1	-	1	2	-	2	1	2	1	-	-	2	17
Welsh, Andrew							-	-	-	-	1	-	-	1	-	-			-	-	1		-	-	3
Totals	10	17	19	9	18	15	18	15	17	15	25	17	11	15	19	14	9	20	24	21	23	13	10	17	391
Opponent	GE	RI	BL	AD	CW	FR	CA	SK	SY	KA	PA	HW	ME	WB	WC	GE	RI	BL	AD	CW	FR	CA	WC	PA	
