Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Alessio, Steven			1	-	-	2	-	1	1	1	-	-		2	-	-							1	-	9
Bannister, Jordan					-									-	-	-	-								
Barnard, Paul	-	2	1	-	-	-	4	2	2	1	-	3	4	1	-	1	2	1	2	1	1	-	-	1	29
Blumfield, Justin	-	2	1	-	-	-	-	1	1	-	-	1	-	-	-	-	-	-	-	-			-	-	6
Bolton, Mark	-	-	-				-			-	-	-	1	-	-	-	-	1	-	-	1	-	1	1	5
Bullen, Marcus																					-	-			
Caracella, Blake	2	1	3	1	-	-	1	3	-	-	-	-	-	3	-	-	-	1	-	-	-	-	-	1	16
Davies, James											1														1
Fletcher, Dustin	-	-	-	-	1	-	-	-	-	-		-	-					-	-	-	-	1	-		2
Forster-Knight, Robert	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-		-	-				-	
Hall, Ken												-													
Harvey, Shane						1	-	1	2	-								-				1			5
Heffernan, Chris	1	-	-	-	-	-	-	-	1	1	-	1	1	-	-	-	-	-	-	1	2		-	-	8
Henneman, Aaron	1	-	-	-	1	-						-										-			2
Hille, David	2	-	-	-	-	2	1	4	-		2	-	1		-	1	-	-	-		-	1			14
Hird, James	3	2	1	1	-	1								-	3	-	2	2	1	-	-	-		-	16
Hunt, Sam																				1		-	1		2
Jacobs, Danny	-	-	-	-	1	-	2	1	-	-	1	-	-	1	-	-	-	-	-	1	2	-	2	-	11
Johnson, Jason	1	-	-	-	-	1	-	1	-	-	-	2	-	-	-	-	-	1	-	-	1	-	-	-	7
Johnson, Mark	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1	1	2	5
Lloyd, Matthew	6	4	5	6	2	3								4	2	3	3	1	-	5	5	8	-		57
Lucas, Scott	1						-	6	2	3	2	-	1	-	-	-	1	2	-	1	-	-	1	-	20
McAlister, Daniel						-						-	-												
McGrath, Cory				1	-	1	-	-																-	2
McVeigh, Mark	1	-	-	1	-	1	1	-	3	-	-	-	1	-	-	-	2	1	1	-	-	-	-	-	12
Mercuri, Mark	2	1	1	2	1			3	4	2	-	-	1												17
Misiti, Joe	2	-	-	2	-	-	-										-	-	1	-	-	1	-	1	7
Moorcroft, Gary	-	-								-	-		-		-	1	-	-	-	2	2	3	5	1	14
Peverill, Damien	-	-	-	3	-				-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	-	5
Ramanauskas, Adam	-	-	-	-	-	1	-	-	-	1	-	1	1	-	-	1	-	-	-		-	-	-	2	7
Reynolds, Joel			-	-				1	-	2	-			1	-	-									4
Richards, Ted		1		-																					1
Rioli, Dean					-	-	1	2	-				1	2	1	-	1	1		1	1		-	1	12
Salmon, Paul							1	2	2	-	2		1	1			1	-	1	-	-	2	-	-	13
Wellman, Sean	-	-	-			-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	1	-	-	-	3
Welsh, Andrew							-	-	-	-	1	-	-	-	-	-			-	-	-		1	-	2
Totals	22	13	13	17	6	13	11	28	19	12	9	8	13	17	6	7	12	11	6	13	16	19	13	10	314
Opponent	GE	RI	BL	AD	CW	FR	CA	SK	SY	KA	PA	HW	ME	WB	WC	GE	RI	BL	AD	CW	FR	CA	WC	PA	
