Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Alessio, Steven			3	10	12	8	4	4	10	8	11	17		17	9	16							5	11	145
Bannister, Jordan					1									-	1	-	-								2
Barnard, Paul	-	1	-	-	1	-	1	-	-	-	-	1	-	-	-	1	-	-	2	1	1	-	-	-	9
Blumfield, Justin	-	-	-	-	1	-	1	-	-	2	-	2	-	-	-	1	1	-	-	-			-	1	9
Bolton, Mark	-	2	-				-			1	-	-	-	-	-	-	3	2	-	3	3	-	2	-	16
Bullen, Marcus																					-	1			1
Caracella, Blake	1	1	-	1	2	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	6
Davies, James											1														1
Fletcher, Dustin	2	-	1	1	1	-	-	-	-	-		-	1					3	-	-	-	-	-		9
Forster-Knight, Robert	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-		-	-				-	
Hall, Ken												-													
Harvey, Shane						-	-	-	-	-								-				-			
Heffernan, Chris	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	1		-	-	3
Henneman, Aaron	2	5	2	-	-	-						-										1			10
Hille, David	12	17	11	16	10	4	6	12	2		4	9	4		2	7	3	2	1		1	9			132
Hird, James	-	1	-	-	-	-								-	-	-	-	-	-	-	-	-		-	1
Hunt, Sam																				-		-	-		
Jacobs, Danny	1	-	-	-	2	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	1	1	1	-	7
Johnson, Jason	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Johnson, Mark	1	1	-	-	-	-	-	-	-	-	-	1	-	-	2	2	1	2	1	-	-	1	-	2	14
Lloyd, Matthew	-	-	-	-	-	-								-	-	-	-	-	-	3	-	1	-		4
Lucas, Scott	-						-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	1
McAlister, Daniel						-						-	-												
McGrath, Cory				-	-	-	-	-																-	
McVeigh, Mark	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1
Mercuri, Mark	-	-	-	-	-			-	-	-	-	-	-												
Misiti, Joe	-	-	-	-	-	-	-										-	-	-	-	-	-	-	-	
Moorcroft, Gary	-	-								-	-		-		-	-	-	-	-	-	-	-	-	-	
Peverill, Damien	-	-	-	-	-				-	-	2	-	1	-	-	2	-	-	-	-	-	-	2	-	7
Ramanauskas, Adam	1	2	-	-	4	-	1	-	-	-	-	-	-	-	1	-	1	-	-		-	-	1	-	11
Reynolds, Joel			-	-				-	-	-	-			-	1	1									2
Richards, Ted		-		-																					
Rioli, Dean					-	-	-	-	-				-	1	-	-	-	-		-	-		-	1	2
Salmon, Paul							21	13	19	10	8		13	7			6	22	16	29	3	18	33	13	231
Wellman, Sean	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	2
Welsh, Andrew							-	-	-	-	-	-	-	-	-	-			-	-	-		-	-	
Totals	20	30	17	28	34	12	34	29	31	21	26	31	21	25	16	30	16	31	21	37	11	33	44	28	626
Opponent	GE	RI	BL	AD	CW	FR	CA	SK	SY	KA	PA	HW	ME	WB	WC	GE	RI	BL	AD	CW	FR	CA	WC	PA	
