Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Alessio, Steven			1	-	-	1	1	1	-	-	-	-		1	-	-							1	-	6
Bannister, Jordan					-									-	-	-	-								
Barnard, Paul	1	-	1	-	1	-	2	-	1	1	-	1	2	3	1	-	1	-	3	1	-	1	1	1	22
Blumfield, Justin	-	1	1	-	-	-	3	-	-	-	-	1	-	1	-	-	-	-	2	-			-	-	9
Bolton, Mark	1	-	-				-			-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	2
Bullen, Marcus																					-	-			
Caracella, Blake	-	2	1	-	-	-	1	-	-	-	1	1	1	2	1	1	-	-	-	-	-	-	1	2	14
Davies, James											-														
Fletcher, Dustin	-	1	-	-	-	-	-	-	-	-		-	-					-	-	-	-	1	-		2
Forster-Knight, Robert	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-		-	-				-	
Hall, Ken												-													
Harvey, Shane						1	1	1	2	1								-				3			9
Heffernan, Chris	-	-	-	-	-	-	-	1	-	2	-	-	-	-	-	-	-	-	-	-	1		-	-	4
Henneman, Aaron	1	-	-	-	1	-						-										-			2
Hille, David	1	1	-	-	1	-	-	3	-		2	-	1		-	1	-	-	-		-	-			10
Hird, James	-	-	-	1	-	1								1	2	-	1	-	1	1	-	1		-	9
Hunt, Sam																				-		-	1		1
Jacobs, Danny	-	-	1	-	1	-	1	1	-	1	-	-	-	-	1	-	-	-	-	-	2	-	1	-	9
Johnson, Jason	3	1	1	-	-	-	2	2	-	-	-	1	-	1	-	1	2	1	-	-	-	-	-	-	15
Johnson, Mark	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2
Lloyd, Matthew	1	3	2	1	2	-								2	3	3	2	-	-	1	5	4	-		29
Lucas, Scott	3						-	2	-	1	1	1	1	-	1	-	-	1	-	-	1	1	2	-	15
McAlister, Daniel						-						-	-												
McGrath, Cory				-	2	-	1	1																-	4
McVeigh, Mark	2	-	-	1	-	1	-	-	2	-	-	-	3	-	-	-	3	-	1	-	-	-	-	-	13
Mercuri, Mark	1	-	1	2	-			1	1	2	-	1	-												9
Misiti, Joe	-	1	-	1	-	1	-										-	-	2	-	-	-	-	-	5
Moorcroft, Gary	1	-								-	1		-		-	-	-	-	-	3	1	3	-	1	10
Peverill, Damien	-	1	1	1	-				-	-	-	1	-	1	-	1	-	-	1	1	-	-	-	-	8
Ramanauskas, Adam	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	-	-	-		-	-	1	2	5
Reynolds, Joel			-	-				1	-	3	-			-	-	-									4
Richards, Ted		1		-																					1
Rioli, Dean					-	-	1	-	-				-	-	1	-	1	1		1	-		-	3	8
Salmon, Paul							-	-	2	-	-		-	-			-	-	-	-	-	1	-	-	3
Wellman, Sean	-	-	-			-	-	-	-	-	-	-	2	1	-	-	-	-	-	-	1	-	-	-	4
Welsh, Andrew							-	-	-	-	1	1	-	-	-	-			-	-	1		-	-	3
Totals	15	12	10	7	8	6	13	14	9	11	6	9	10	13	10	7	10	3	10	8	12	16	8	10	237
Opponent	GE	RI	BL	AD	CW	FR	CA	SK	SY	KA	PA	HW	ME	WB	WC	GE	RI	BL	AD	CW	FR	CA	WC	PA	
