Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	PF	GF	Tot
Ballantyne, Hayden	-		3	1	-	1	1	2	3	1	3	-	-	1	1			3	2	2	1		1	2	2	30
Barlow, Michael	1	-	-	-	1	-	-	1	-	1	2	-		1	-	1	1	-	-	-	-	1	1	1	1	13
Bradley, Kepler	-	-	1	-	1																					2
Clarke, Zac								-	1	-	-	-	-	-	-	-	-	2	-	-	-		-	-	-	3
Crichton, Jesse																						-				
Crowley, Ryan	-	-	-	2	-	1	-	-	1	-	-	1	-	-	2	-	-	-	-	-	1	-	-	-	2	10
Crozier, Hayden		-				-	-		3	-	-	-	-									1				4
Dawson, Zac	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	
Duffield, Paul	1	-	1	-		1	1	-	-	-	-	-	-			-	-	-	-	1	-	-	-	-	-	5
Faulks, Peter																						-				
Forster, Alex																						-				
Fyfe, Nat	-	-	-	-	-			2	-	-	-	1	-	1	-	2	2	-	-	2	1		1	-	1	13
Griffin, Jonathon	-	1	-	1	1	-	-																			3
Hannath, Jack					-	-	-	-	-	-	1	-	-			-					-	-				1
Hill, Stephen	1	-	-	-	-					1	1	-	-	1	-	1	1	-		-	-		-	-	1	7
Ibbotson, Garrick					-	-	-	1	-	-	-	-	-	-	-	-	-									1
Johnson, Michael	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-			-	-	2
Mayne, Chris	-	1	2	-	-	-	-	2	-	-	1	-	-	-	-	-	-	1	1	1	-		1	2	-	12
McPharlin, Luke	-	-	-		-	-	-	-	-	-	-	-	-	-									-	-	-	
Mellington, Josh																						-				
Michie, Viv													-													
Moller, Craig																						-				
Mundy, David	1	1	-	-	-	-	-	-	2	-	1			-	1	-	-	1	-	-	-		-	1	1	9
Mzungu, Tendai	1	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-	5
Neale, Lachie				1	-											1	-	-	-	-	1	1	-	-	-	4
Pavlich, Matthew	3	3	-											1	-				3	1	1	-	3	2	2	19
Pearce, Clancee	-	-	1	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-				-				3
Pearce, Danyle	1	1	2	-	-	1	2	-	2	-	2	1	1	1	-	1	1	1	2	-	1	-	1	-	-	21
Sandilands, Aaron														-	-		-	1	-	-		-	-	-	-	1
Sheridan, Tom													-	-	-	-		-	-	1	-	-	-			1
Silvagni, Alex						-	3	-	-		-				-	-			-	-		-				3
Simpson, Josh																						-				
Smith, Tanner				-																						
Spurr, Lee	-	-	1	-	-	-	-	-	-	-	-	-		-	-	-	-	-	1	-	-		-	-	-	2
Suban, Nick	-	1	-	-	1	1	-	1	-	1	1	-	-	1			1	1	-	-	-		-	1	1	11
Sutcliffe, Cameron	-	-	-	-		-	-	1	-	-					-	-	-	-	-		-	-	-	-	-	1
Taberner, Matthew												-	-				-					-				
Walters, Michael	2	1	3	1	3	1	2	1				-	-	-	1	-	1	1	1	1	1		1	2	-	23
de Boer, Matthew	-	-	-	-	1	-	-	1	-	-	-	1	-	-	-	1	-	1	1	-	-	-	1	-	-	7
Totals	11	9	14	6	8	8	9	12	12	4	12	5	1	8	6	8	7	12	12	9	7	4	10	11	11	216
Opponent	WC	WB	ES	HW	RI	GC	CW	SY	ME	AD	BL	NM	GE	SK	WC	RI	AD	CA	GW	ME	PA	SK	GE	SY	HW	
