Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	PF	GF	Tot
Ballantyne, Hayden	-		2	-	2	3	2	-	-	2	-	1	1	1	-			3	-	2	1		-	3	-	23
Barlow, Michael	-	2	2	-	-	-	-	-	-	2	1	-		1	1	-	-	-	1	1	1	2	3	2	2	21
Bradley, Kepler	3	1	-	-	-																					4
Clarke, Zac								1	-	-	1	1	1	1	3	2	1	-	1	-	-		-	1	1	14
Crichton, Jesse																						-				
Crowley, Ryan	1	-	5	1	1	-	3	1	1	3	1	3	-	-	1	-	1	1	3	1	-	-	1	2	1	31
Crozier, Hayden		1				-	-		-	-	-	-	-									1				2
Dawson, Zac	3	3	-	-	1	-	1	4	-	2	3	-	2	-	2	2	2	-	-	-	-		3	2	4	34
Duffield, Paul	2	2	1	1		-	-	2	-	3	2	-	-			2	-	1	-	-	3	-	1	1	-	21
Faulks, Peter																						2				2
Forster, Alex																						-				
Fyfe, Nat	1	1	2	1	2			1	2	2	-	3	2	2	-	2	2	1	-	1	2		3	1	2	33
Griffin, Jonathon	1	1	-	1	-	3	-																			6
Hannath, Jack					2	3	1	1	-	-	1	1	-			1					1	-				11
Hill, Stephen	-	1	1	-	1					-	1	1	1	1	1	1	1	-		1	1		3	-	1	16
Ibbotson, Garrick					1	-	-	-	-	-	-	1	1	1	-	1	1									6
Johnson, Michael	1	3	-	1	-	-	1	-	1	-	-	-	-	1	2	-	-	-	-	-	-			-	1	11
Mayne, Chris	-	3	1	2	-	-	-	-	-	-	-	3	-	-	-	3	-	-	-	-	1		2	1	-	16
McPharlin, Luke	1	2	-		2	-	4	-	-	1	1	1	2	1									1	2	-	18
Mellington, Josh																						-				
Michie, Viv													-													
Moller, Craig																						-				
Mundy, David	2	1	-	2	-	2	1	1	2	1	-			-	-	2	-	-	2	2	1		1	2	-	22
Mzungu, Tendai	2	-	1	1	-	-	1	2	1	3	1	2	-	2	-	-	1	2	3	-	1	-	1	1	-	25
Neale, Lachie				-	1											-	-	1	1	2	-	1	-	-	-	6
Pavlich, Matthew	-	-	-											1	6				1	-	-	-	1	-	1	10
Pearce, Clancee	-	1	-	1	-	-	-	-	-	-	-	-	2	-	-	1	2	-				-				7
Pearce, Danyle	-	-	-	1	3	-	1	1	2	1	1	-	-	1	-	-	-	-	1	-	1	2	1	-	-	16
Sandilands, Aaron														-	1		1	1	-	-		1	1	1	-	6
Sheridan, Tom													-	-	-	1		-	2	-	-	1	1			5
Silvagni, Alex						1	2	-	2		1				1	1			1	2		-				11
Simpson, Josh																						1				1
Smith, Tanner				1																						1
Spurr, Lee	2	1	1	1	1	-	-	2	1	-	1	1		1	-	1	3	2	-	2	2		-	1	1	24
Suban, Nick	3	2	1	1	1	2	-	1	-	2	-	1	1	-			1	3	-	3	-		2	2	-	26
Sutcliffe, Cameron	1	-	-	1		-	1	1	1	1					1	-	-	1	-		4	1	-	2	-	15
Taberner, Matthew												1	1				-					1				3
Walters, Michael	1	1	1	1	2	3	-	1				1	1	-	1	1	-	3	-	1	1		-	1	-	20
de Boer, Matthew	1	1	-	-	1	1	-	-	-	3	1	-	3	-	3	-	2	-	1	1	2	-	-	-	1	21
Totals	25	27	18	17	21	18	18	19	13	26	16	21	18	14	23	21	18	19	17	19	22	13	25	25	15	488
Opponent	WC	WB	ES	HW	RI	GC	CW	SY	ME	AD	BL	NM	GE	SK	WC	RI	AD	CA	GW	ME	PA	SK	GE	SY	HW	
