Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	PF	GF	Tot
Ballantyne, Hayden	3		4	4	1	4	5	2	7	4	6	2	4	8	5			4	4	4	5		2	1	3	82
Barlow, Michael	4	4	4	2	5	5	3	7	7	1	7	3		6	2	7	3	5	3	5	1	1	6	6	3	100
Bradley, Kepler	3	4	2	3	1																					13
Clarke, Zac								7	5	1	3	6	6	1	3	5	3	3	5	8	5		2	4	1	68
Crichton, Jesse																						5				5
Crowley, Ryan	2	1	-	7	3	2	-	2	5	-	7	3	4	7	3	3	2	1	4	4	4	8	2	4	2	80
Crozier, Hayden		3				2	4		7	3	3	4	4									3				33
Dawson, Zac	1	1	-	1	5	5	3	2	6	3	7	2	2	4	-	4	6	2	1	1	4		5	4	3	72
Duffield, Paul	6	9	7	4		6	7	9	11	5	4	4	3			3	9	-	9	11	9	3	-	9	2	130
Faulks, Peter																						5				5
Forster, Alex																						1				1
Fyfe, Nat	6	4	4	3	5			5	5	4	2	7	1	4	8	2	9	4	4	4	6		3	5	3	98
Griffin, Jonathon	4	6	-	-	5	3	1																			19
Hannath, Jack					1	3	2	1	5	-	6	2	-			5					1	5				31
Hill, Stephen	3	3	-	2	1					4	3	-	4	3	4	2	6	3		8	2		2	2	-	52
Ibbotson, Garrick					11	9	12	4	14	6	11	10	7	6	8	4	4									106
Johnson, Michael	5	7	7	1	10	6	5	7	10	9	10	11	3	12	4	5	6	3	7	10	5			8	8	159
Mayne, Chris	8	3	4	8	4	7	6	5	10	5	8	4	3	8	6	7	10	7	3	7	4		3	6	5	141
McPharlin, Luke	3	15	-		10	10	10	10	10	7	10	13	11	5									7	9	7	137
Mellington, Josh																						5				5
Michie, Viv													1													1
Moller, Craig																						-				
Mundy, David	4	4	3	4	4	3	4	5	7	-	6			5	4	4	6	5	2	8	2		4	3	3	90
Mzungu, Tendai	5	9	5	4	4	6	4	-	10	2	9	3	9	5	4	4	6	5	9	6	4	4	4	2	4	127
Neale, Lachie				2	2											4	4	3	4	10	3	2	3	1	2	40
Pavlich, Matthew	3	8	2											9	6				6	8	8	3	5	5	6	69
Pearce, Clancee	5	1	6	4	10	6	7	9	10	6	8	4	7	10	1	6	8	1				1				110
Pearce, Danyle	2	4	3	4	3	-	3	5	4	3	7	-	5	3	3	6	4	4	6	7	4	2	2	3	3	90
Sandilands, Aaron														2	1		3	4	-	1		1	3	6	1	22
Sheridan, Tom													1	2	3	3		1	3	6	4	1	2			26
Silvagni, Alex						2	8	-	5		3				5	2			8	6		4				43
Simpson, Josh																						4				4
Smith, Tanner				4																						4
Spurr, Lee	6	5	3	6	7	8	4	3	11	5	7	5		9	4	8	4	5	7	2	6		10	5	4	134
Suban, Nick	4	6	1	1	8	2	2	2	4	1	3	1	2	3			5	4	8	2	-		2	3	3	67
Sutcliffe, Cameron	1	5	3	2		1	6	5	7	1					1	4	2	4	1		5	4	7	5	-	64
Taberner, Matthew												1	4				1					5				11
Walters, Michael	5	6	5	7	6	3	6	4				3	2	6	7	8	5	4	4	11	4		5	3	4	108
de Boer, Matthew	4	4	3	4	5	1	2	6	7	4	5	3	3	8	2	4	4	2	4	6	2	-	-	1	3	87
Totals	87	112	66	77	111	94	104	100	167	74	135	91	86	126	84	100	110	74	102	135	88	67	79	95	70	2434
Opponent	WC	WB	ES	HW	RI	GC	CW	SY	ME	AD	BL	NM	GE	SK	WC	RI	AD	CA	GW	ME	PA	SK	GE	SY	HW	
