Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Baker, Steven	-	-	-					-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	2
Ball, Luke	-	-	-	-	1	-	-	1	-	2	-	-	-	-	-	1	-	-	1	-	-	-	1	1	2	10
Black, Heath	-	-	1	-	1	-	1				-	-	-	-	-	-	1	-	-	-	-		-		-	4
Blake, Jason	2	-	-					-	-	-			1	-	-	1	-	-	-	1	-	-	-	2	-	7
Clarke, Raphael																	1									1
Clarke, Xavier	-	3			-	-	-	-	-	-		-	-	2	-		-	-		1	-	-	-	-		6
Dal Santo, Nick	1	-	-	-	-	1	1	-	-	1	-	-	-	-	-	-	-	-	1	-	-	1	-	1	-	7
Ferguson, Matthew																-	-	-	-	-						
Fisher, Leigh					-	-	-	-	-																	
Fisher, Sam							1								1	-	-	-	-	-						2
Gehrig, Fraser	6	4	4	7	6	4	6	7	3	6	-	1	4	1			8	4	5	12	2	4	2	7	6	109
Goddard, Brendon	-	-	-	-	1	-	-	-	-	-	-	1	1	1		-	-	-	1	-	-	-	-	-	-	5
Gram, Jason															-	-										
Guerra, Brent				2	-	2	1	2	3	-	-	-	1	-		1	1	-	-				1	-	-	14
Hamill, Aaron	3	3	1		1		-	-	4	3	-	-		3	-	1		-	-	1	-	1				21
Harvey, Robert	-	-	1	-	2	1	-	-		1	-	-	-	-	3	-	1	-	1	1	-		-	-	-	11
Hayes, Lenny	2	-	-	-	-	-			-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	3
Hudghton, Max						-	-	-	-	-	-	-	1	-	-					-	-	1	-	-	-	2
Jones, Austinn	-	-	-	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	3
Knobel, Trent	-	-	-	1	-	-	-	-	-	-	-	-	1	1	-	-	-	-		-	-	-	1	-	-	4
Koschitzke, Justin	-	-	1	-	-	3		5	1	1	2	2	3								-	3	1	-	1	23
Maguire, Matt	-	-	-	-	1	-	-	-	-	-	1	-			-							-	-	-	-	2
Milne, Stephen	1	1	4	1	1	-	3	2	2	6	-	1	3	-	1	2	-	-				-		1	1	30
Montagna, Leigh				-							-					-	2	1	1	-	-	-				4
Moyle, Brett				-																						
Murray, Allan																			1				-			1
Peckett, Justin	-	1	-	-	-											-	-	-	-					-	-	1
Penny, Luke	-	-	-	-		-	-	-	-	-	-	-	-	-	-					-	1	-	-	-	-	1
Powell, Stephen	-	-	1	-	-	-	-	-	-	1	-	-	-	-	-	-					-	-		2	-	4
Riewoldt, Nick	6	4	5	-	3	2	-	-	2	3	-	1	-	4	10	6	7	2	6	7	4	5	3	5	4	89
Schwarze, Troy			-	-	-	-	-	-	-	-	1		-	-	-				-	-	-	2	-			3
Stone, Nick																			1	-						1
Thompson, Andrew	1	-	-	-	1	-	1	-	-	-	-	-	1	-	-	-	-	-	-		-	1	-	-	-	5
Voss, Brett	-	1	-	-	-	-	-					1	-	-	-	-	-	-	-	-	-	-	-	1	-	3
Totals	22	17	18	12	18	13	14	17	15	24	4	7	16	12	16	13	21	7	18	25	8	18	9	20	14	378
Opponent	GE	ES	RI	AD	KA	BL	FR	CW	WC	CA	SY	WB	HW	PA	ME	RI	ES	GE	AD	KA	BL	FR	BL	SY	PA	
