Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Abraham, Winston	-	3	-	-	-	-	-	-	2	3	2	-	-	1	-	1	-	-	1	-			-	-	-	13
Allison, Brett				-	-	1												1	-	-	1	-	-	1	-	4
Anderson, Brady	-	1						1	-							-	-	-	-	-	-					2
Archer, Glenn			5	3	3	2	3	-	-	1	2	-	1	1	1	1	1	1	-	4	1	-	5	2	1	38
Bell, Peter	2	1	-	1	-	-	-	-	1	-	-	-	-	1	-	1	-	1	-	1	-	-	-	-	1	10
Blakey, John	-	1	1	-	1	1	1	2	-	1	-	1	-	3	1	2	3	1	-	3	-	1	-	2	-	25
Capuano, Matthew	1				-	1	1	1	-	-	-		-			1	1	1	2	2	2	2	-	1	4	20
Carey, Wayne	4			3				2	5	3	-	5	4	4	-	1	5	-	3	3	5	3	7	5	4	66
Clayton, Shane	-	-	-	-	1	-	-	-	-	1	1	-	-	-	2	-	-	1	-	1	-	-	-	3	-	10
Cochrane, Stuart			-	-																						
Dhurrkay, Gary	-	-	1	-	-	-	1				-	-	-	-	1	-	-									3
Grant, Shannon	1	-	2	-	1	-	1	1	-	-	1	1	1	2	-	1	-	-		-	-	1	-	2	-	15
Harvey, Brent	2	1	-	1	1	-	1	1	2	-	-	-	-	-	-	1	1			-	-	-	-	-	-	11
Hewitt, Evan		-		-	1	-																				1
King, David	-					1	-	-	4	-	1	-	-	1	-	-	1	1	-	-	-	-	1	-	-	10
Kingsley, Kent										2	-	-	-	-	1	1			-							4
Lange, Adam		-	-			1											-	-								1
Longmire, John	-	-	-											-	-	-	-	-						-	-	
Martyn, Mick	-	-	1	-	1	1	1	-	-	1	-	-			-			1	1	-	2	-	1	-	1	11
McCartney, Jason	3	1	1	1	-	1	1	3	-	-	-	3	1	4	-	1	2	3	2	-	2	1	-	-		30
McKernan, Corey	3	4	4	4	4	2	1	3	1	4	2	5	2	7	4	3	5	4	7	3		-	2	7	5	86
Mellington, Anthony					-																					
Mooney, Cameron							-					-	1	-	-				3	1	-	1	-		-	6
Motlop, Shannon										-										1	1	-	-	-	-	2
Pickett, Byron	1	-	-	-	-	-	-	-	-	1	-	1	1	1	-	-	4	2	-	1	-	1	-	2	3	18
Pike, Martin	-	-	-	1	-	1	-	1	-	-	-	-								-	-	2	-	-	1	6
Rawlings, Brady		-	-		-	-	-	-	-	-			-	-			-	-	-							
Roberts, Mark											-															
Scott, Robert	-	-	-	-	1	-	-					-	-	-	-	-	-	-	-		-					1
Sholl, Craig	-	4	1	-			1	1	-	2	1	-	2	-	-	-	-	-	-		2	1	-	-	1	16
Simpson, Adam	1	1	2	-	3	-	1	-	2	-	-	2	-	1	-	-	-	-	-	2	2	2	-	2	2	23
Stevens, Anthony	1	1	-	-	-	1	1	-	-	-	-	-	1	-	-	-	1	1	-	-	-	-	1	1	1	10
Stevens, Danny								-	-													-				
Welsh, Scott	2	1	3	-	1		1	-	-	1	1	-	-	1	-	-			1	-	3	-	-	-	3	18
Totals	21	19	21	14	18	13	15	16	17	20	11	18	14	27	10	14	24	18	20	22	21	15	17	28	27	460
Opponent	GE	ES	RI	SY	SK	CW	AD	HW	FR	PA	WC	ME	CA	BL	WB	GE	ES	RI	SY	SK	CW	AD	PA	BL	CA	
