Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Abraham, Winston	-	1	-	3	-	-	-	1	1	-	2	2	2	1	-	2	2	1	1	2			-	1	1	23
Allison, Brett				1	1	1												1	1	-	1	-	-	-	-	6
Anderson, Brady	-	-						-	-							-	-	-	-	-	-					
Archer, Glenn			-	-	1	2	-	-	-	-	-	-	-	-	-	-	-	-	-	4	1	-	-	-	-	8
Bell, Peter	-	1	1	-	1	-	3	1	4	-	-	-	-	-	1	-	1	-	-	-	2	2	-	2	1	20
Blakey, John	-	-	1	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3
Capuano, Matthew	-				-	1	-	-	1	1	-		-			-	-	-	-	1	-	-	-	-	-	4
Carey, Wayne	3			1				1	2	2	-	4	3	1	2	3	5	-	3	1	5	1	2	-	-	39
Clayton, Shane	-	-	2	-	-	-	2	-	1	1	-	2	-	-	-	1	-	1	-	1	1	-	-	-	-	12
Cochrane, Stuart			-	-																						
Dhurrkay, Gary	-	1	3	-	-	1	-				1	1	1	-	-	-	-									8
Grant, Shannon	1	1	1	-	1	1	-	-	-	-	1	1	1	1	-	1	-	1		-	-	-	-	-	-	11
Harvey, Brent	2	2	-	2	-	-	1	-	-	1	-	1	-	-	1	-	1			1	-	1	-	-	1	14
Hewitt, Evan		1		-	1	-																				2
King, David	-					-	-	-	-	-	-	1	-	-	1	1	-	1	1	-	1	-	1	1	-	8
Kingsley, Kent										2	-	-	1	2	-	-			-							5
Lange, Adam		1	-			-											-	-								1
Longmire, John	-	1	-											-	-	-	-	-						-	-	1
Martyn, Mick	-	-	-	-	-	-	-	-	-	-	-	-			-			-	-	-	-	-	-	-	-	
McCartney, Jason	-	-	-	-	-	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-		2
McKernan, Corey	-	1	2	-	-	1	1	1	1	2	2	-	-	-	2	-	1	3	-	-		-	1	4	-	22
Mellington, Anthony					-																					
Mooney, Cameron							-					-	-	-	-				1	1	-	1	-		-	3
Motlop, Shannon										-										1	-	-	-	-	-	1
Pickett, Byron	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1	2
Pike, Martin	-	-	-	-	-	-	-	1	-	-	-	-								-	1	-	-	-	-	2
Rawlings, Brady		-	-		-	1	-	-	-	-			-	1			-	-	-							2
Roberts, Mark											-															
Scott, Robert	-	-	-	-	-	1	-					1	-	-	1	1	-	-	-		-					4
Sholl, Craig	-	2	-	-			1	1	1	1	1	1	1	4	-	-	-	-	-		1	-	1	-	-	15
Simpson, Adam	1	-	-	-	1	-	-	-	-	-	2	1	-	1	-	-	-	1	-	-	-	1	-	1	-	9
Stevens, Anthony	1	-	-	-	-	-	-	-	1	1	-	-	-	-	1	-	-	-	-	1	1	-	1	-	-	7
Stevens, Danny								-	-													-				
Welsh, Scott	-	-	-	2	-		-	1	1	-	-	-	-	-	-	-			-	-	1	-	-	-	1	6
Totals	8	12	10	9	6	10	8	7	14	11	10	15	9	11	10	9	10	9	7	14	15	6	6	9	5	240
Opponent	GE	ES	RI	SY	SK	CW	AD	HW	FR	PA	WC	ME	CA	BL	WB	GE	ES	RI	SY	SK	CW	AD	PA	BL	CA	
