Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Abraham, Winston	3	1	1	4	1	-	3	1	-	2	2	2	1	1	1	2	4	-	-	-			-	5	4	38
Allison, Brett				-	-	-												-	1	-	3	1	1	-	-	6
Anderson, Brady	-	-						1	1							1	1	3	-	1	-					8
Archer, Glenn			-	2	3	4	-	3	2	-	6	2	1	-	1	1	1	1	1	3	1	1	1	2	1	37
Bell, Peter	2	7	4	9	2	6	7	6	3	3	3	2	8	3	5	3	7	5	6	6	2	4	8	5	4	120
Blakey, John	1	2	1	-	2	2	3	4	2	3	-	2	4	-	-	1	3	3	-	-	-	3	2	1	2	41
Capuano, Matthew	3				2	1	3	3	2	-	-		1			2	3	7	5	3	5	9	1	9	2	61
Carey, Wayne	1			3				-	-	-	3	-	1	-	1	-	3	-	-	-	3	1	-	-	2	18
Clayton, Shane	-	2	3	1	2	1	2	1	4	1	3	-	1	1	-	1	-	3	2	-	3	-	2	1	-	34
Cochrane, Stuart			-	-																						
Dhurrkay, Gary	1	-	1	-	-	3	-				1	-	-	1	-	-	-									7
Grant, Shannon	4	1	2	-	1	3	5	-	3	-	1	1	4	2	-	5	2	1		1	1	2	5	2	2	48
Harvey, Brent	-	1	3	-	4	1	5	7	6	-	1	-	2	4	3	2	3			2	1	2	1	2	4	54
Hewitt, Evan		1		-	-	-																				1
King, David	-					-	-	3	-	4	1	4	-	1	2	3	1	2	-	2	2	5	3	5	3	41
Kingsley, Kent										-	-	1	-	-	-	-			-							1
Lange, Adam		-	-			-											-	-								
Longmire, John	2	4	1											-	7	-	1	-						2	-	17
Martyn, Mick	-	-	1	-	-	-	-	-	-	1	-	-			-			3	1	-	2	-	3	-	-	11
McCartney, Jason	1	2	-	2	1	-	4	1	-	-	3	-	4	-	1	1	-	1	2	2	1	1	-	1		28
McKernan, Corey	-	1	5	6	9	4	2	5	5	9	10	7	4	6	1	5	1	-	3	1		3	1	1	1	90
Mellington, Anthony					-																					
Mooney, Cameron							-					1	1	-	1				-	-	1	1	-		-	5
Motlop, Shannon										1										-	-	-	-	-	-	1
Pickett, Byron	3	1	2	4	-	2	1	2	1	-	-	1	1	-	3	-	4	1	1	-	3	1	-	1	1	33
Pike, Martin	1	-	2	1	2	-	-	2	1	-	1	-								-	1	1	-	1	-	13
Rawlings, Brady		1	1		2	-	1	1	-	-			-	-			-	-	1							7
Roberts, Mark											-															
Scott, Robert	1	-	-	1	3	1	-					-	2	1	3	-	1	-	-		-					13
Sholl, Craig	-	2	1	1			-	-	-	1	1	-	-	1	-	1	1	-	1		-	2	-	1	1	14
Simpson, Adam	-	5	9	3	7	7	2	9	6	5	8	2	3	4	5	6	4	9	8	-	5	7	7	6	5	132
Stevens, Anthony	13	4	5	3	3	9	4	1	3	7	5	3	10	8	5	6	5	7	5	7	7	2	13	1	3	139
Stevens, Danny								1	-													1				2
Welsh, Scott	-	2	-	-	1		-	1	3	-	-	-	1	-	-	-			-	-	-	1	-	-	-	9
Totals	36	37	42	40	45	44	42	52	42	37	49	28	49	33	39	40	45	46	37	28	41	48	48	46	35	1029
Opponent	GE	ES	RI	SY	SK	CW	AD	HW	FR	PA	WC	ME	CA	BL	WB	GE	ES	RI	SY	SK	CW	AD	PA	BL	CA	
