Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Abraham, Winston	2	-	1	3	1	3	1	1	1	-	1	-	1	1	2	-	1	2	1	3			-	-	2	27
Allison, Brett				-	-	-												-	1	1	-	-	2	1	2	7
Anderson, Brady	-	1						1	-							1	-	3	-	1	-					7
Archer, Glenn			1	1	2	-	1	1	1	-	2	-	1	-	1	1	-	-	1	-	-	-	1	1	1	16
Bell, Peter	1	-	1	-	3	1	-	5	1	-	4	1	2	1	1	4	1	1	1	1	1	-	-	1	1	32
Blakey, John	3	2	-	-	-	-	1	-	2	-	-	1	1	-	1	1	2	1	1	2	-	2	-	1	1	22
Capuano, Matthew	2				-	-	1	-	1	1	-		-			-	-	6	1	3	2	1	1	-	-	19
Carey, Wayne	-			3				1	1	1	2	2	1	2	-	1	1	-	2	1	1	2	1	4	2	28
Clayton, Shane	-	2	-	-	1	2	-	1	-	-	2	1	2	1	2	2	-	3	1	1	-	1	3	3	1	29
Cochrane, Stuart			1	-																						1
Dhurrkay, Gary	-	4	1	-	-	3	-				-	-	-	1	-	1	-									10
Grant, Shannon	-	-	2	-	-	2	4	1	3	-	3	-	-	1	-	2	3	1		4	-	2	3	-	2	33
Harvey, Brent	-	-	-	-	2	2	-	3	2	2	-	2	-	1	2	-	-			1	-	1	-	1	-	19
Hewitt, Evan		1		-	-	-																				1
King, David	-					1	-	2	2	1	-	2	-	1	1	3	1	1	1	-	3	3	2	-	2	26
Kingsley, Kent										2	1	-	2	2	1	-			-							8
Lange, Adam		-	-			-											-	-								
Longmire, John	-	-	1											-	2	-	1	-						1	-	5
Martyn, Mick	1	2	2	3	1	-	1	1	-	2	2	-			-			2	-	-	2	3	-	-	-	22
McCartney, Jason	1	1	2	3	1	-	2	-	-	-	1	1	2	-	2	-	-	1	3	-	1	-	2	3		26
McKernan, Corey	2	2	1	1	2	-	-	1	1	1	-	2	1	-	-	-	2	-	1	1		-	3	3	1	25
Mellington, Anthony					-																					
Mooney, Cameron							1					-	-	-	-				-	2	-	-	-		-	3
Motlop, Shannon										-										-	1	2	-	-	2	5
Pickett, Byron	2	3	-	-	1	2	1	1	3	1	1	-	1	-	2	1	2	4	3	1	1	2	1	2	3	38
Pike, Martin	-	1	1	-	-	1	-	2	2	1	1	1								1	-	1	1	-	1	14
Rawlings, Brady		-	-		-	-	-	-	-	-			-	-			1	2	2							5
Roberts, Mark											-															
Scott, Robert	5	1	-	1	3	1	-					-	2	-	-	1	2	-	-		-					16
Sholl, Craig	1	2	1	-			-	-	1	2	1	2	1	-	1	2	-	1	1		-	2	-	2	1	21
Simpson, Adam	1	2	2	-	2	2	2	1	1	4	1	1	1	-	-	2	2	-	3	-	2	1	3	2	2	37
Stevens, Anthony	-	-	2	1	2	2	1	2	-	-	1	2	4	2	1	1	1	2	-	2	-	1	2	1	2	32
Stevens, Danny								-	-													1				1
Welsh, Scott	1	1	3	-	-		-	-	2	-	1	1	1	1	1	-			-	-	1	3	-	-	1	17
Totals	22	25	22	16	21	22	16	24	24	18	24	19	23	14	20	23	20	30	23	25	15	28	25	26	27	552
Opponent	GE	ES	RI	SY	SK	CW	AD	HW	FR	PA	WC	ME	CA	BL	WB	GE	ES	RI	SY	SK	CW	AD	PA	BL	CA	
