Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Bishop, Matthew	-				-	-	-	-	-	-	-	-	-	1	-	-	-	-	-		-	-	-	-	1
Brogan, Dean	6	8	8	10							7		10	4				13	5	8	5	10	25	17	136
Burgoyne, Peter	-			-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-		-	-	
Burgoyne, Shaun	-										-	-	-	-	-	-	-	-	-	-	-	1	-	-	1
Cassisi, Domenic	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Chaplin, Troy		-		-			-													-	-	-	-	-	
Cochrane, Stuart	-	-	-	-	-	-		-	-	-	-	-	-							-					
Cornes, Chad	-	1	-					-	-	-	-	2	-	2	2	4	1	1	1		2	1	1	5	23
Cornes, Kane	1	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	3
Dew, Stuart	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	2
Ebert, Brett	-	-	-	-	-	2	-	-	-	-	-	-	-	-		-	-			-					2
Eckermann, Ben							-	-	-	-															
Francou, Josh	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	
Gilham, Stephen																		-							
James, Roger		-	-	-					-				-	-	-	-	-	-							
Kingsley, Adam	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	
Lade, Brendon	8	10	6	6	11	4	12	15	18	8	10	19	15	11	13	15	6	23	34	22	11	11	12	6	306
Mahoney, Josh	-				-	1	-	-			-	-	-		-	-	-	-	-	-	-	-	-	-	1
Montgomery, Brett	-	1	-	-	1	-	-	-	-	-	-	-	-	-	-	-		1	-	1	-	-	1	-	5
Pearce, Danyle																		-	-	-	-	-	-	-	
Pettigrew, Michael		-	-		-	-	-	-									-	1	-	-	-		-	-	1
Pickett, Byron						-	-	-	-	-		-	-	-	-	-	-		-			-	-	-	
Poulton, Jared			1																						1
Primus, Matthew	10	21	12	14	23	11	27	22	20	14	8	19	6	15	15	25	26					1			289
Salopek, Steven							-	-												-	-	-	-		
Shattock, Aaron	2	-	1	-					-	-	2			-	-	-									5
Surjan, Jacob		-			-							-													
Thomson, Adam											-	-													
Thurstans, Toby	-			2	3	3	2	2	-	-					-	1									13
Tredrea, Warren	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	2	4
Wakelin, Darryl	1	-	-	-	1	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4
Walsh, Peter	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	
Wanganeen, Gavin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	
White, Damon		-	-	-	-	-			-	-							-	-	-	-	-				
Wilson, Michael			-	-	-	-	-	-						-	-	1	-	-	-	-	-	-		-	1
Totals	28	41	28	33	39	21	43	40	38	22	27	40	31	34	30	46	33	39	40	33	18	24	40	30	798
Opponent	FR	BL	AD	CA	GE	RI	KA	SY	ES	WC	SK	WB	HW	CW	ME	GE	RI	KA	CA	AD	BL	FR	KA	AD	
