Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Alessio, Steven	7	6	11	5	5	4	6	6	11	4								6	3		2	-	1	8	85
Bewick, Darren	-	-	-		-	-	-	-	-	-	-														
Calthorpe, David					-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	
Cockatoo-Collins, Che				-	-	-	-				-	-	-	-	-	-	-	-	-	-					
Cransberg, Peter		-		-	-						-	-										3			3
Cummings, Scott	-	-	-					2	1	-	1	2	-	-	-		-	-		-		-			6
Daniher, Chris	-	-	-	-		-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		
Darcy, Tim	-	-	-	-		-						-		-	-	-	-	-	-	-	-				
Denham, Sean	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Doolan, Ben													-	-	-	-			-	1		-	-	-	1
Fletcher, Dustin	-	1		-	-	1	-	-	-	2	-	-	-	-		-	-	-	1	-	-	-	-	-	5
Flood, David					1	-									-	2									3
Fraser, Mark			-	-	-					-	-														
Grenvold, David	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	
Hardwick, Damien		-				-	-	-	-	-	-				-	-	-	-	-	-	-	-	-		
Harvey, Mark	-	-	-	-														-	-	-	-	-	-	-	
Hills, Paul							-	-			-														
Hird, James	1	-	1	1	-	-	1	1	-	-	-	1	3	-	-	-	1	-	-	-	1	-	-	1	12
Lewfatt, Shawn	-								-								-								
Lloyd, Matthew														-	-							-	-	-	
Long, Michael	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-		
Mercuri, Mark	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-		-	-	
Misiti, Joe	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-			1	3
Moorcroft, Gary					-																				
Morgan, Danny													-	-	-	-	-	-	-		-				
OConnor, Ryan			-	-	3	-	2		3	7	16	7	3	2	2	2	4		-	-			1	1	53
ODonnell, Gary	-	-	-	-	-	-	-	2	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	1	5
Olarenshaw, Ricky	-	-	-	-		-	-	-	-													-	-	-	
Prior, Michael																				-		-	-	-	
Salmon, Paul	5						1					2	2	-	2	8	3	1			2	2	1	-	29
Somerville, Peter	3	17	6	5	12	8	6	28	7	25	7	9	22	25	14	11	22	16	15	23	10	8	14	6	319
Symons, Michael	-	-	-	-	-	-	-	-	-	1	1	-	-	-	1	-			-		-			-	3
Thompson, Mark			-			-	-	-	-	-		-									-	-	-	-	
Wallis, Dean								-					-												
Wanganeen, Gavin	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Young, Barry	-	-	-	-	-	-	-			-		-	-				-	-	-	-	-	-	-	-	
Totals	16	25	18	11	21	13	16	39	22	39	25	21	30	27	20	23	32	24	19	24	15	13	17	18	528
Opponent	FI	FR	ME	CW	SK	BB	CA	WC	FO	NM	GE	HW	SY	AD	RI	FI	FR	ME	CW	SK	BB	CA	WC	RI	
