Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Adkins, Damien																	-	-	-							
Betheras, Rupert	-	1	-	-	-	1	2	-	2	-	-	-	-	-	1	-	-	-	-	-		-	-	1	1	9
Buckley, Nathan	-	3	1	1	-	-	2	1	-	1	-	-	-	-	-		1	2	2	-				-	-	14
Burns, Scott	-	-	-	-	-	1	-	-	2	2	-	1	-	-	-	-	-	1	1	-	-	1	1	1	1	12
Clement, James	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	2
Cloke, Jason		-	-	1	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-		3
Cole, Richard	-										-	-	-	-	-	-		-	-							
Cummings, Scott	5	-			-			1					-													6
Davis, Leon	-	-	-	-	-	-			4	-	2	1	2	-	1	-	-	-	1	3	-	1	1	1	-	17
Davis, Nick	1	1	1	4	1	3	-	3	-	-				1	1	3	1			2	1	2	1	2	-	28
Didak, Alan				-	-	-	-			1	-	-	3	1	1	-	-	-	1	1	-		-	-	-	8
Dimattina, Andrew	-																-									
Fraser, Josh	-	-	-	1	1	1	2	1	-	-	4	4	2	2	1	2	1	3	1	-	2	2	-	1	2	33
Freeborn, Glenn	-	-	-	1	-	1	-	-	1	-	-	-	1	-	-	-			1	-	1	-	-	-	-	6
Holland, Brodie	2	1	-	-	-	2	-	1	1	1	-									-	1	1				10
Johnson, Ben	-	-	-			-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Kinnear, Ben			-																							
Licuria, Paul	-	-	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	1	1	4
Lockyer, Tarkyn	-	1	-	1	-	1	-	-	1	-	-	-	2	1	3	1	-	3	-	1	-	2	-	-	1	18
Lonie, Ryan		-	-	-	-	-	-	-	-							-	-	-	-	1	-	-	-	-	-	1
McGough, Mark				1	-	-	-	-	-	-	-	-	-	-	-			1	-	-	-	-				2
McKee, Steven				-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	1	-	1	1	1	-	5
Molloy, Jarrod							1	1	-	-												-	1		-	3
OBree, Shane						-	-	-	-	-	1	-	-	-	-	-	-	-			2	-	2	-	-	5
Prestigiacomo, Simon	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		1	-	-	-	-	-	-	-	1
Richardson, Mark	2	-	-								-	-		-	-						2	1				5
Rintoul, Chad	2	1	-																							3
Rocca, Anthony	1	4	-	2	-	6	7	2	1	3	3	1	1	1	2	1	1	1	1	1	1		3	2	4	49
Scotland, Heath	-	-	-	-	-							-	-	1	-	-	-	1	-	-	-	-	-	-	-	2
Steinfort, Carl			-	-	2	1										-	-						1	-	-	4
Tarrant, Chris	1	3		5			1	4	-	4	5	1	3			2	-	6	-	1	4	4	-	1	2	47
Wakelin, Shane	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Totals	14	15	2	18	4	17	15	15	14	12	15	9	14	7	11	10	4	20	8	11	14	15	11	11	12	298
Opponent	RI	WC	CA	HW	ES	SK	WB	BL	PA	SY	ME	FR	KA	AD	GE	RI	WC	CA	HW	ES	SK	WB	PA	AD	BL	
