Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Adkins, Damien																	8	5	1							14
Betheras, Rupert	4	5	2	4	2	4	2	3	2	1	-	-	6	2	3	1	2	3	2	1		2	4	5	2	62
Buckley, Nathan	7	4	7	7	3	6	5	5	5	4	5	5	6	9	4		3	10	3	2				3	9	112
Burns, Scott	4	7	4	3	2	6	5	1	2	3	7	5	2	2	2	4	2	3	3	-	6	4	3	4	5	89
Clement, James	1	-	1	1	4	4	-	1	-	1	4	-	1	-	3	2	2	1	3	1	1	3	1	1	-	36
Cloke, Jason		1	3	4	2	2	1	1	-	1	2	1	1	-	2	1	-	1	1	1	1	1	1	-		28
Cole, Richard	1										1	1	1	-	-	1		1	3							9
Cummings, Scott	-	-			-			-					-													
Davis, Leon	3	4	7	2	4	3			-	2	1	2	3	1	1	8	1	1	4	1	1	2	3	1	-	55
Davis, Nick	3	2	2	2	5	2	3	2	4	3				3	2	1	-			1	3	3	2	3	3	49
Didak, Alan				2	-	3	3			5	3	2	4	2	5	4	2	3	4	1	5		2	3	5	58
Dimattina, Andrew	-																1									1
Fraser, Josh	1	4	2	-	4	3	3	4	1	1	3	3	5	3	4	1	3	3	3	2	2	2	1	4	1	63
Freeborn, Glenn	-	3	1	1	-	2	2	1	4	1	-	1	1	-	1	1			1	-	1	3	-	3	5	32
Holland, Brodie	3	4	-	3	1	4	1	2	1	3	2									4	2	1				31
Johnson, Ben	3	3	-			2	2	3	-	-	1	1	2	5	1	2	2	5	3	-	1	1	-	2	1	40
Kinnear, Ben			4																							4
Licuria, Paul	2	4	-	3	3	4	1	2	5	2	3	2	3	7	3	3	2	3	1	3	4	5	6	3	2	76
Lockyer, Tarkyn	2	4	4	1	4	3	4	1	2	3	5	1	4	2	-	1	2	4	3	3	7	1	2	1	1	65
Lonie, Ryan		-	1	2	-	3	2	-	1							-	-	1	4	4	1	2	4	1	4	30
McGough, Mark				5	3	3	3	3	-	3	5	1	3	3	1			2	1	4	-	1				41
McKee, Steven				1	1	-	-	-	3	2	3	-	4	-	2	-	-	-	-	2	-	2	3	4	-	27
Molloy, Jarrod							1	3	2	2												4	-		-	12
OBree, Shane						2	1	2	4	3	3	3	1	2	2	4	2	3			4	3	2	1	2	44
Prestigiacomo, Simon	-	-	-	-	2	1	1	-	-	-	1	1	-	-	-	2		-	-	-	-	-	-	-	-	8
Richardson, Mark	2	2	2								-	3		2	-						1	1				13
Rintoul, Chad	2	2	2																							6
Rocca, Anthony	4	4	3	2	5	1	5	7	1	11	-	1	4	2	6	2	4	1	1	7	4		3	3	2	83
Scotland, Heath	2	-	-	1	-							4	4	-	3	2	5	3	6	4	3	2	1	4	2	46
Steinfort, Carl			2	1	1	-										3	1						-	1	-	9
Tarrant, Chris	2	4		1			3	4	6	2	1	1	-			1	3	2	-	4	2	3	5	4	2	50
Wakelin, Shane	-	2	-	2	1	1	-	-	-	1	1	1	-	-	1	2	-	2	-	-	-	-	1	1	-	16
Totals	46	59	47	48	47	59	48	45	43	54	51	39	55	45	46	46	45	57	47	45	49	46	44	52	46	1209
Opponent	RI	WC	CA	HW	ES	SK	WB	BL	PA	SY	ME	FR	KA	AD	GE	RI	WC	CA	HW	ES	SK	WB	PA	AD	BL	
