Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Adkins, Damien																	1	-	2							3
Betheras, Rupert	2	1	-	1	2	-	-	-	1	-	-	2	-	-	1	-	2	-	1	-		1	1	1	1	17
Buckley, Nathan	3	2	1	1	3	1	4	2	-	-	-	1	2	3	1		4	1	2	-				2	2	35
Burns, Scott	1	3	1	4	4	-	1	1	-	-	-	1	-	5	1	2	1	-	3	4	1	-	4	3	2	42
Clement, James	3	7	-	5	3	4	6	7	5	3	9	3	3	3	6	6	5	-	6	2	4	5	12	4	7	118
Cloke, Jason		2	-	-	3	-	9	6	-	2	2	2	4	1	2	2	3	4	3	2	6	5	2	3		63
Cole, Richard	-										2	-	4	4	4	-		1	1							16
Cummings, Scott	-	-			-			-					-													
Davis, Leon	-	1	-	1	-	1			1	-	-	-	-	2	-	-	-	-	3	-	1	2	-	-	-	12
Davis, Nick	-	-	-	2	2	1	-	-	-	-				-	2	-	-			-	-	1	-	-	-	8
Didak, Alan				2	-	1	-			3	-	2	-	-	2	-	-	1	-	-	1		-	1	-	13
Dimattina, Andrew	1																1									2
Fraser, Josh	-	1	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	1	1	-	-	2	-	1	-	8
Freeborn, Glenn	2	-	1	1	4	-	2	6	-	4	1	4	1	2	1	1			2	-	1	-	-	-	2	35
Holland, Brodie	1	-	-	-	-	-	2	-	-	-	-									2	-	-				5
Johnson, Ben	2	-	1			5	4	1	-	1	5	2	1	2	5	4	6	4	3	4	6	7	3	4	5	75
Kinnear, Ben			-																							
Licuria, Paul	2	2	2	5	2	-	3	4	2	6	3	1	3	1	3	-	1	1	1	2	3	6	6	2	1	62
Lockyer, Tarkyn	1	2	6	1	1	1	7	3	5	2	4	3	2	3	1	1	4	-	-	1	-	1	-	1	2	52
Lonie, Ryan		1	-	1	5	1	-	-	-							5	3	-	-	2	3	-	2	3	5	31
McGough, Mark				1	-	1	1	-	1	3	1	1	-	-	1			3	-	2	-	-				15
McKee, Steven				3	2	3	-	2	2	1	1	-	3	-	-	1	1	2	-	-	3	3	2	-	1	30
Molloy, Jarrod							-	-	1	-												-	-		-	1
OBree, Shane						-	-	2	1	2	1	1	1	-	1	1	1	-			1	-	2	-	4	18
Prestigiacomo, Simon	1	5	1	1	-	-	1	-	-	2	3	2	1	1	1	1		-	2	3	5	2	5	3	2	42
Richardson, Mark	1	-	-								-	2		-	-						-	1				4
Rintoul, Chad	-	3	-																							3
Rocca, Anthony	-	-	1	-	1	1	-	-	-	-	1	-	-	1	-	-	1	-	-	-	-		-	-	-	6
Scotland, Heath	2	-	-	-	1							1	5	1	3	-	1	1	2	1	-	3	-	-	1	22
Steinfort, Carl			1	1	1	1										-	-						1	-	-	5
Tarrant, Chris	-	-		-			-	1	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	1
Wakelin, Shane	-	1	3	1	2	-	3	2	2	2	1	3	6	1	4	3	1	4	2	3	5	3	2	4	8	66
Totals	22	31	18	31	36	21	44	38	21	31	34	31	36	30	39	27	36	23	34	28	40	42	42	32	43	810
Opponent	RI	WC	CA	HW	ES	SK	WB	BL	PA	SY	ME	FR	KA	AD	GE	RI	WC	CA	HW	ES	SK	WB	PA	AD	BL	
