Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Adkins, Damien																	-	-	-							
Betheras, Rupert	-	1	-	-	-	1	1	3	1	-	-	-	-	-	1	1	-	1	-	-		-	2	2	-	14
Buckley, Nathan	-	1	2	1	-	1	1	2	-	-	-	1	-	1	-		1	2	1	-				-	1	15
Burns, Scott	-	-	1	-	1	1	-	-	1	2	-	-	-	2	-	-	-	1	2	-	1	-	1	-	-	13
Clement, James	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Cloke, Jason		-	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-		2
Cole, Richard	-										1	-	-	-	-	-		-	-							1
Cummings, Scott	5	-			-			1					-													6
Davis, Leon	1	-	-	1	1	1			4	4	1	3	1	3	2	1	-	1	1	2	-	-	3	1	-	31
Davis, Nick	1	-	1	2	2	4	1	1	1	1				2	2	3	2			-	2	2	2	2	-	31
Didak, Alan				1	-	1	1			1	1	-	3	3	1	2	-	-	5	1	2		1	1	-	24
Dimattina, Andrew	-																1									1
Fraser, Josh	1	1	-	-	1	-	2	1	-	-	4	3	2	4	1	3	2	5	-	-	-	1	-	3	3	37
Freeborn, Glenn	-	-	-	-	-	1	-	-	-	-	-	1	2	-	-	1			1	-	1	-	-	1	-	8
Holland, Brodie	3	8	-	-	-	1	-	-	2	1	1									-	1	-				17
Johnson, Ben	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1
Kinnear, Ben			-																							
Licuria, Paul	-	-	-	-	-	-	-	-	1	-	1	-	-	1	-	-	2	2	-	-	-	-	-	-	-	7
Lockyer, Tarkyn	-	1	1	-	1	1	-	-	-	-	-	-	1	2	3	1	-	2	-	1	1	1	-	-	1	17
Lonie, Ryan		-	1	-	1	1	1	-	-							-	-	-	1	1	1	-	2	-	-	9
McGough, Mark				2	-	-	-	-	-	-	-	-	-	-	-			1	1	1	-	-				5
McKee, Steven				-	1	-	-	-	1	-	1	-	-	-	-	-	-	-	-	2	-	-	1	-	-	6
Molloy, Jarrod							-	-	-	1												-	-		-	1
OBree, Shane						-	-	1	-	-	-	-	-	1	1	-	-	1			-	-	1	-	-	5
Prestigiacomo, Simon	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		1	-	-	-	-	-	-	-	1
Richardson, Mark	3	-	-								-	-		-	-						-	2				5
Rintoul, Chad	1	-	-																							1
Rocca, Anthony	2	3	-	2	-	3	3	3	1	-	2	1	2	2	3	-	-	1	1	2	-		2	1	4	38
Scotland, Heath	-	-	-	-	-							2	-	-	-	-	-	-	-	-	-	-	-	1	-	3
Steinfort, Carl			-	-	1	-										-	-						1	1	-	3
Tarrant, Chris	1	2		5			1	5	-	4	7	1	2			1	-	3	-	-	2	4	-	-	-	38
Wakelin, Shane	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Totals	18	17	7	15	9	16	11	17	12	14	19	12	13	21	15	13	8	21	14	10	11	10	16	13	9	341
Opponent	RI	WC	CA	HW	ES	SK	WB	BL	PA	SY	ME	FR	KA	AD	GE	RI	WC	CA	HW	ES	SK	WB	PA	AD	BL	
