Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	PF	GF	Tot
Barrass, Tom																-	-				-					
Bennell, Jamie		-			-	-	-	-	-										-	-	-					
Brown, Mitch	-																									
Butler, Sam	-		-	-	-	-	-	-	-	-	1		-					-	-			-	-	-	-	1
Colledge, Brant									-																	
Cripps, Jamie	2	-	1	1	2	2	1	1	-	-	1	-	-	-	-	-	-	1	-	1	2	-	1	-	1	17
Darling, Jack											2	3	4	1	1	3	2	2	1	2	2	1	2	1	2	29
Duggan, Liam		1	-	-	-	-	1	1	-	-	1	-	-													4
Ellis, Xavier											-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Gaff, Andrew	1	1	-	-	-	-	1	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	5
Hill, Josh			3	1	1	1	-	2	3	-	-	1	1	2	-	1	-		2	4	1	2	1	1	-	27
Hurn, Shannon	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2
Hutchings, Mark							-							-	-	-	1	2	1	1	1	-	-	1	-	7
Kennedy, Josh	2	7	1	6	6	5	3	3	8	3	4	3	4	4	4	3	2	5	2	9	-	5	5	4	3	101
Lamb, Tom	-																									
LeCras, Mark	3	1	3	-	1	1	1	2	2	-	3	2	2	2	3	2	-	-		4	3	3	5	4	2	49
Lycett, Scott	1	1	-	1														-	1							4
Masten, Chris	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-			-		-	-	2
McGinnity, Patrick	-	-	-		-													1	1	-	-		-			2
McGovern, Jeremy	-	-	-	-	-	-		-	-	-	-	-	1	-	-			-			-	-	-	-	1	2
McInnes, Fraser				2	1	-	-	1	1	1																6
Naitanui, Nic	-	-	1	-	1	-	-	-	2	1	-	-	-	-	1	1	-			-	1	1	-	1	-	10
Nelson, Jackson	-	-	-	-		-	-	-	-	-										-		-				
Newman, Murray																				-	-					
Priddis, Matt	-	-	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-		-	-	2
Rosa, Matt	-	-	-	-								-		-	-	-	-	-	1	-	-	-	-	-	-	1
Schofield, Will		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-				-	-	-	
Selwood, Scott	-							-	1	1	-	2	-	1	-	-	-	-					-			5
Sheed, Dom	-	-	-	-	-	-	-			-	-	1	-	2	2	-	2	-	1	1	-	1	1	-	-	11
Sheppard, Brad	-	-	-	1	-	-	-	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	1	-	4
Shuey, Luke	-	-	-	-	1	1	-	-	-	-	-	-	2	-	-	-	-	-	-	-	1	-	-	-	-	5
Sinclair, Callum					2	-	1	2	3	-	-	-	-	1	4	1	3		1	1	2	1	-	-	-	22
Tunbridge, Simon		-																								
Wellingham, Sharrod	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	
Yeo, Elliot	-	-	-	2	-	3	4	2		1	-	1	-	1	1	-	-	-	-	-	-	2	2	-	1	20
Totals	10	11	9	14	16	13	14	16	20	7	12	13	15	16	16	11	10	11	11	23	13	16	17	13	11	338
Opponent	WB	CA	FR	BL	GW	PA	GC	SK	GE	NM	ES	RI	ME	AD	CW	SY	GC	HW	FR	WB	AD	SK	HW	NM	HW	
