Player	R1	R2	R3	R5	R6	R7	R8	R9	R10	R11	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	Tot
Banik, Anthony					-																
Bond, Chris				1	-	1	-	-	-		-	-	-	-							2
Bower, Nathan	-				-	-	-			-	-	-	-	-	-				-		
Breman, Todd		-	-										-			-	-	-			
Bulluss, Paul	1	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-		1	-	-	4
Campbell, Wayne	-	-	1	-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	3
Daffy, Nick										-		-	-	1	-						1
Dennis, Simon																	-	-			
Eishold, Simon	-	-														1	-			-	1
Esler, Ty												8	6	25	12	7	9	2		6	75
Fox, Brad																-	-	-	-		
Free, Tony	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-	1	-	3
Gale, Brendon			3	4	11	1	-	17	6	2	2	6			-	2	-	-	6	4	64
Herman, Ian	-							-	-	1	-										1
Hernaman, Wayne	-	-	-	-	-	-	-	-	-	-	-				-	-	-	-	-	-	
Hogg, Jeff		-	1	-	-	-	-	2	-	-	-	-	-	-	-	1	-	-	1	-	5
Howat, John	-	1	3	-	-	-	-	-	-	-	-		-	-	-	-	-	-	1	-	5
Jackson, Stevan		1		-																	1
Kellaway, Duncan						-	-	-	-	-	-	-	-	-	-						
Knights, Matthew	-	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	2
Lambert, Craig	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Lennon, Bruce								-	-	-	-	-				-	-	-	-	-	
Leys, Brian		2	1	-	1	-	-	-	-	-	1	-	-	-	-						5
Livingstone, Tim														-	-	-	-	-	-		
Maxfield, Stuart	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-			-		
McQueen, Mark	-	1	4	-	-							-	-	-							5
Menegola, Todd	-	-	-	-		-	-	-						-	-						
Naish, Chris	-	-	-	-	-	-	-	-	-	-	-	-	-				-	-		-	
Pitura, Mark	-				-																
Prescott, Ashley																			2	-	2
Richardson, Matthew						-	-	-	-	-	-	-	-	-	-		-	-	-	-	
Ryan, Stephen												-	-								
Schaefer, Robert	9	14	11	3		14	11	3	7	11	3		2								88
Scott, Allister	-	-	1																	-	1
Slater, Adam	-																				
Smith, Craig				-	-	-	-														
Steele, Stuart								-	-												
Thiessen, James														-	-	-	-	-	-	-	
Turner, Scott	2	2	10	9	1	2	1							1	4	8	1	7	4	-	52
Weightman, Dale			-	-	-					-	-	-				-			-	-	
Young, Barry	-	-	-						-	-						-	-	-	-	-	
Totals	12	23	35	17	14	18	12	24	14	14	6	16	9	27	16	19	10	10	15	10	321
Opponent	AD	BB	WC	NM	ME	SK	GE	HW	SY	FI	ES	CW	FO	AD	BB	WC	CA	NM	ME	SK	
