Player	R1	R2	R3	R4	R5	R7	R8	R9	R10	R11	R12	R13	R14	R16	R17	R18	R19	R20	R21	R22	R23	R24	QF	SF	Tot
Allen, Scott	-	-	-	-																				-	
Atkins, Simon	-	-								-	-	-	-	-	-	-	-				-	-	-	1	1
Beveridge, Luke	-	-											-	-	-	-		-	-	-	-	-	-		
Cameron, Leon	-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	2
Corcoran, Shannon																		-		-					
Croft, Matthew	-	-								-	-		-	-	-	-	8	-	-	2	1	2	2	1	16
Darcy, Anthony			-																					-	
Darcy, Luke																			-						
Del-Re, Danny			-	-									-												
Ellis, Craig				-	-	-		-	-	-	1	-													1
Grant, Chris	-	2	1	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	1	-	1	-	1	-	10
Grgic, Ilija	5	2	11	15	23	7	2	1	13	10	8	8	7	9	2	18	10	14	11	14	14	11	2		217
Hargraves, Daniel									-		-	-													
Hawkins, Doug	-	1	-	1		-	-	-	1	-	-	1	-	-	-	2	-	-	-	-	-	-			6
Hunter, Mark	-	-	-	-	-	-	1	1	1	-	-			-	-	-	-	-	-	-	-	-	-	-	3
Johnson, Brad																-	-	1	-	-	-	-	-	-	1
Kellett, Nigel										-													-	-	
Kolyniuk, Steven			-	-	-	-	-	-	-		-	-	-	-	-	-	-								
Koster, Kym		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Kretiuk, Steven	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Liberatore, Tony	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
MacPherson, Stephen															-	-	-	-	-	-	-	-	-		
Nicholson, Brad				-	-	-	-	-		-											-			-	
Osborne, Richard					-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	
Quill, Peter	-			-	-	-	1	-	-	-	-	-	-	-		-	-	-	-						1
Reynolds, Keenan	-	1	1				-	-	-			-	-	-		1	-	2	-	1	-	1	1	-	8
Sexton, Ben	-	1	-	1	-	-	-	-	-	-															2
Smith, Rohan				-	-					-	-	-	-	-	-					-			-	-	
Southern, Daniel	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	1	1	2	1	-	4	2	-	1	14
Standfield, Barry	1	-	1	-	-	8	10	9	2	-	4	2			4	9	-	-	5	7	3	6	10	16	97
Thorpe, Alan	-	-	-		-	-	-	-	-																
Wallis, Stephen	-	-	-	-	-	-	-	1	-		-	-	-	-	-	1	-	-	-	-	-	-	-	-	2
Watts, Jason	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-		-	-		
West, Robert			-		-	-	-														-	-		-	
West, Scott	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Wynd, Scott	4	6	-							6	5	10	12	9	13										65
Totals	10	13	14	17	23	16	14	15	17	16	18	21	19	19	19	32	23	19	18	24	23	22	16	19	447
Opponent	RI	GE	CW	NM	AD	BB	ME	WC	CA	HW	ES	SY	FI	RI	GE	CW	NM	AD	SK	BB	ME	WC	GE	ME	
