Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Bassett, Scott										2	2						2	3	1							10
Bishop, Matthew	5	2	5	8	3	6	8	4	6	1	6	9	4	4	4	3	5	3	3	2	7	2	6	7	5	118
Brogan, Dean																						-				
Burgoyne, Peter	8	4	5	6	5	2	5	4	3	4	4	5	5	3	5	2	3	2	4	2		6	3	3	3	96
Burgoyne, Shaun			1	-						3	-	2	6	1	1		3	3	2	2	2	1	1	3	1	32
Carr, Josh	4	3	4	5	-	5	2	3	4	2	7	5	6	6	2	4	2	4	3	3	1	5	3	1	4	88
Cassisi, Domenic														1	-			-	-	1	-					2
Cockatoo-Collins, Che	6	3	5	2	3	4	2	2	5	6	4	5	8	4	4	1	2	2	2	6	-			7	3	86
Cornes, Chad	5	11	6	6	5	5	3	5	2	6	10	12	5	7	8	7	6	6	3	9	10	7	8	13	6	171
Cornes, Kane					-		3	4	1	1	1						4	3	2	1	5	3	1	8	3	40
Crabb, Jaxon																		1	1	-	-					2
Dew, Stuart	1	6	-			2	1	2	1	1	4	2	3	2	3	-	1	3	2	1	1	1	2	3	7	49
Francou, Josh	1	1	5	4	1	2	-	3	-	1	-	2	4	1	4	2	1	1	-	3	-	1	1	3	1	42
French, Barnaby	1				1	1		2	1	1	4	5	1	1			-	2	1	-	1	1	2	4	-	29
Guerra, Brent	3	1	3	2	2	1		7	5	4	3	1	3			1	3	5	-	2	1	2	2			51
Hardwick, Damien		3	2	4	1	1	4	1	5	3	4	3	5	1	4	3					1	5	4	3	1	58
James, Roger	4	3	1	3	4	7	2	5	2	6	4	5	3	7	3	3	2		9	6	1	2	2	1	1	86
Kingsley, Adam	4	7	3	9	5	1	2	1	7	2	5	4	7	2	3	1	-						2	1	1	67
Lade, Brendon	3	-	5	6	3	4	-					1	2	2	5	1	-							1		33
Mead, Darren		6	8	6	5	5	5	1	4											1	2	2	-			45
Montgomery, Brett	12	4	6	4	6	11	6	6	7	7	3	6	4	3	6	6	4	8	10	8		7	-	5	6	145
Morgan, Adam															-	1										1
Murray, Allan																			-							
Murray, Derek	4	1																								5
Paxman, Stephen																		2	3	-	3	6	5	4	1	24
Poulton, Jared	2		1	3	3	3	4	3	8	-	3	12	4	1	4	5	5	2	7	7	8	4	6	6	-	101
Primus, Matthew	2	4	10	-		6	5	4	2	9	1	4	4	2	1	4	7	6	3	2	3	4	1	4	3	91
Schofield, Jarrad	5	5	6	4	4	4	4	9	3	2	3	5	12	6	6	5						4	2	7	4	100
Stevens, Michael	1	2		2	1		1									-	1	4			2					14
Stevens, Nick	1	3	3	10	4	5	7	3	4	7	5	6	2	1	3	1	-	3			5	1	8	3	1	86
Tredrea, Warren	4	7	10	8	7	14	7	5	5	16	7	6	7	6	9	6	9	5	9	12	6	4	9	10	7	195
Wakelin, Darryl	8	1	6	5	3	6	6	-	10	2	5	3	3	5	9	2	2	6	3	1					3	89
Wanganeen, Gavin	2	1	5	-	2	4	1	3	1			7	4	3	4	-				6	7	3	5	6	-	64
Totals	86	78	100	97	68	99	78	77	86	86	85	110	102	69	88	58	62	74	68	75	66	71	73	103	61	2020
Opponent	KA	ME	SK	CA	AD	WC	BL	GE	CW	HW	ES	RI	WB	FR	SY	KA	ME	SK	CA	AD	WC	BL	CW	ES	BL	
