Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Bassett, Scott										1	-						-	2	1							4
Bishop, Matthew	2	1	3	2	2	2	5	4	3	3	5	1	4	-	1	3	-	-	2	5	2	2	1	1	-	54
Brogan, Dean																						2				2
Burgoyne, Peter	-	1	2	1	1	1	2	2	1	1	1	2	-	1	-	-	2	1	-	1		-	-	1	-	21
Burgoyne, Shaun			1	1						-	3	2	4	-	1		2	2	1	2	-	3	4	2	1	29
Carr, Josh	3	-	-	1	2	1	-	1	-	3	3	-	2	3	-	2	1	1	-	-	1	-	-	1	3	28
Cassisi, Domenic														-	-			-	-	-	1					1
Cockatoo-Collins, Che	1	2	1	3	3	1	-	2	2	1	1	-	1	-	-	-	2	1	2	1	-			-	1	25
Cornes, Chad	3	4	1	2	-	3	5	1	4	-	-	1	1	1	1	2	3	5	1	-	-	5	1	2	2	48
Cornes, Kane					-		-	2	2	1	-						1	1	1	1	3	2	1	-	-	15
Crabb, Jaxon																		2	-	-	-					2
Dew, Stuart	-	2	-			1	-	2	-	1	-	-	-	2	-	-	1	3	1	1	1	1	-	2	1	19
Francou, Josh	2	1	1	1	2	3	3	-	2	2	2	2	1	2	2	1	2	1	3	3	1	1	-	2	-	40
French, Barnaby	-				3	-		3	1	-	1	2	3	1			2	3	2	4	3	3	2	1	2	36
Guerra, Brent	1	3	3	1	-	1		1	-	-	4	2	1			4	2	1	2	5	1	1	-			33
Hardwick, Damien		2	2	1	1	1	2	2	2	2	2	2	-	2	1	1					-	4	-	2	2	31
James, Roger	-	-	1	2	3	2	2	1	-	-	2	4	1	1	1	2	-		-	2	1	5	3	-	2	35
Kingsley, Adam	5	-	2	2	1	3	-	1	-	4	7	-	1	3	-	3	-						2	1	-	35
Lade, Brendon	-	-	-	-	1	2	4					2	-	-	1	1	1							-		12
Mead, Darren		-	5	5	1	1	3	1	2											2	2	2	-			24
Montgomery, Brett	4	1	2	2	2	4	7	4	2	8	1	1	2	2	6	3	4	3	3	9		5	2	-	2	79
Morgan, Adam															2	2										4
Murray, Allan																			-							
Murray, Derek	-	-																								
Paxman, Stephen																		-	7	2	1	9	1	3	3	26
Poulton, Jared	-		1	4	-	1	2	-	2	1	3	1	-	-	3	2	1	1	2	3	1	2	-	-	1	31
Primus, Matthew	2	2	4	-		2	5	1	3	2	3	3	2	2	1	2	4	1	2	1	1	-	4	2	1	50
Schofield, Jarrad	1	3	3	3	1	1	-	1	1	4	-	1	2	3	2	1						-	1	-	-	28
Stevens, Michael	-	1		-	-		1									1	-	1			2					6
Stevens, Nick	4	2	3	2	-	2	2	-	3	-	3	1	1	3	2	1	4	1			-	1	2	1	2	40
Tredrea, Warren	2	1	-	-	3	6	3	3	1	3	4	3	2	1	-	-	3	2	-	3	2	1	2	5	4	54
Wakelin, Darryl	3	4	7	5	5	5	8	-	5	4	3	3	3	2	6	12	3	1	6	1					5	91
Wanganeen, Gavin	1	-	1	-	1	1	1	-	-			2	1	1	-	-				1	2	1	-	-	-	13
Totals	34	30	43	38	32	44	55	32	36	41	48	35	32	30	30	43	38	33	36	47	25	50	26	26	32	916
Opponent	KA	ME	SK	CA	AD	WC	BL	GE	CW	HW	ES	RI	WB	FR	SY	KA	ME	SK	CA	AD	WC	BL	CW	ES	BL	
