Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Bassett, Scott										-	-						-	-	1							1
Bishop, Matthew	-	1	-	2	-	1	-	-	-	2	-	-	1	-	-	-	4	-	-	-	-	-	-	-	2	13
Brogan, Dean																						-				
Burgoyne, Peter	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2		-	-	-	-	2
Burgoyne, Shaun			-	-						-	-	1	-	2	-		1	-	-	-	-	-	-	-	-	4
Carr, Josh	-	-	-	-	1	-	-	-	1	-	1	-	-	1	-	-	-	-	-	1	-	1	-	-	-	6
Cassisi, Domenic														-	-			-	-	-	-					
Cockatoo-Collins, Che	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	
Cornes, Chad	2	1	1	-	-	-	-	2	1	3	2	-	-	1	1	-	2	3	1	-	4	2	1	-	-	27
Cornes, Kane					-		-	-	-	-	-						-	-	-	-	-	-	-	1	-	1
Crabb, Jaxon																		-	1	-	-					1
Dew, Stuart	-	-	-			-	-	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	2
Francou, Josh	-	-	-	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
French, Barnaby	5				23	6		14	8	9	11	14	3	12			9	7	4	4	9	11	20	4	6	179
Guerra, Brent	-	-	-	-	-	-		-	-	-	-	-	-			-	-	-	-	-	-	-	-			
Hardwick, Damien		-	-	-	-	-	-	-	-	-	1	-	-	-	-	-					1	-	-	-	-	2
James, Roger	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	
Kingsley, Adam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						-	-	-	
Lade, Brendon	5	7	6	32	11	15	9					9	11	3	14	16	1							-		139
Mead, Darren		4	4	3	1	2	2	-	-											-	5	1	1			23
Montgomery, Brett	1	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	1		-	-	-	-	4
Morgan, Adam															-	-										
Murray, Allan																			-							
Murray, Derek	-	-																								
Paxman, Stephen																		-	-	-	-	-	-	-	-	
Poulton, Jared	-		-	-	-	-	-	-	-	-	-	1	-	-	-	-	1	1	-	-	1	4	-	-	-	8
Primus, Matthew	21	16	16	4		15	17	19	21	18	10	19	17	15	23	25	15	34	30	34	36	17	20	17	31	490
Schofield, Jarrad	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						-	-	-	-	
Stevens, Michael	-	-		-	-		-									-	-	1			-					1
Stevens, Nick	-	-	-	-	1	-	-	2	-	-	1	2	-	-	-	-	2	1			1	1	-	-	-	11
Tredrea, Warren	1	2	-	1	2	1	-	1	1	-	-	-	-	-	-	-	1	3	-	1	-	-	1	-	-	15
Wakelin, Darryl	1	-	-	-	-	1	-	-	4	-	-	-	-	-	-	1	-	-	-	-					-	7
Wanganeen, Gavin	-	-	-	-	-	-	-	-	-			-	1	-	-	-				-	-	-	-	-	-	1
Totals	36	32	27	43	39	41	28	40	36	33	26	46	33	34	39	42	36	50	37	43	57	37	43	22	39	939
Opponent	KA	ME	SK	CA	AD	WC	BL	GE	CW	HW	ES	RI	WB	FR	SY	KA	ME	SK	CA	AD	WC	BL	CW	ES	BL	
