Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Bassett, Scott										-	-						-	-	-							
Bishop, Matthew	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1	-	-	-	3
Brogan, Dean																						-				
Burgoyne, Peter	1	-	1	1	1	-	1	-	1	-	1	1	-	-	-	1	-	-	-	-		3	2	1	-	15
Burgoyne, Shaun			-	-						-	-	1	2	2	1		2	-	-	1	1	-	-	1	-	11
Carr, Josh	1	2	1	-	-	-	-	-	-	1	-	1	-	-	-	-	-	2	-	3	-	-	-	-	-	11
Cassisi, Domenic														-	-			-	-	-	1					1
Cockatoo-Collins, Che	-	1	1	1	-	1	-	-	1	1	2	1	1	1	1	-	-	-	-	1	-			2	1	16
Cornes, Chad	-	1	2	-	-	1	-	1	-	1	-	3	1	-	-	1	1	-	1	1	1	-	1	2	1	19
Cornes, Kane					-		-	-	-	1	-						-	-	-	-	2	-	-	1	-	4
Crabb, Jaxon																		-	-	-	-					
Dew, Stuart	-	2	1			2	-	-	-	2	-	1	3	3	1	-	1	1	1	-	2	-	1	2	1	24
Francou, Josh	-	-	1	1	-	-	-	3	-	1	-	-	-	-	-	1	1	-	-	1	2	-	1	-	1	13
French, Barnaby	-				-	-		1	-	-	-	1	-	-			-	-	-	-	-	-	1	-	-	3
Guerra, Brent	1	-	-	-	-	-		1	1	2	-	1	-			-	1	-	-	-	-	3	-			10
Hardwick, Damien		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-					-	-	-	1	-	1
James, Roger	-	-	-	-	-	-	-	-	-	-	-	-	1	2	-	-	-		1	-	1	1	-	-	-	6
Kingsley, Adam	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-						-	-	-	1
Lade, Brendon	1	1	1	-	-	-	-					-	-	2	-	-	-							1		6
Mead, Darren		-	-	-	-	-	-	-	-											-	-	-	-			
Montgomery, Brett	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	1
Morgan, Adam															-	-										
Murray, Allan																			-							
Murray, Derek	-	-																								
Paxman, Stephen																		-	-	-	-	-	-	1	-	1
Poulton, Jared	-		-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-	2	-	-	-	-	1	-	5
Primus, Matthew	-	1	1	-		-	-	-	-	2	-	-	-	-	1	-	-	-	1	-	1	-	-	1	-	8
Schofield, Jarrad	-	1	1	1	-	1	-	1	-	-	1	-	1	2	1	1						-	-	-	1	12
Stevens, Michael	-	-		-	-		1									-	-	1			-					2
Stevens, Nick	-	-	1	-	1	1	-	1	-	-	1	1	-	2	-	-	-	-			2	1	-	-	1	12
Tredrea, Warren	1	2	4	3	-	2	-	1	1	2	3	-	1	-	3	2	4	1	1	1	1	2	3	2	1	41
Wakelin, Darryl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-					-	
Wanganeen, Gavin	-	-	1	1	-	1	1	-	-			-	-	-	-	1				-	-	-	1	1	-	7
Totals	5	11	17	8	2	10	3	9	5	13	8	13	10	14	8	7	10	6	7	8	14	11	10	17	7	233
Opponent	KA	ME	SK	CA	AD	WC	BL	GE	CW	HW	ES	RI	WB	FR	SY	KA	ME	SK	CA	AD	WC	BL	CW	ES	BL	
