Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Ball, Jason		-	5	2	2	1	1	2	1		3	-	1	4	2	1	-	-	3	1	1	3	1	1	35
Banfield, Drew	-	1	-	-	-	-	1	-	-	-	-	1	1	1	1	-	-	-	1	-	-	-	-		7
Blurton, Ashley													1	-			1								2
Bond, Shane	1	2	2	1		-			1	1							-	-						2	10
Brennan, Michael	-	-		-	-				-	-	1	-	-			-	-	-	-	-			-	-	1
Downsborough, Ian													-												
Dunstan, Michael			1	-					-			-	-												1
Evans, Tony	2	-	1	2	-	-	1	-	-	-	1	-									-	-	1	1	9
Gehrig, Fraser	-	-				-	-	-						-	-	-	1	-	1	-	-	2	-	-	4
Godden, Tony						-					-														
Hart, David	1		-	-	-	1	-	-			-	1	-	-	-	-	1	-	-	-	-		-		4
Heady, Brett	-	1	1	-	1	1	3	-	-	2	2										1	-	1	3	16
Heatley, Jason										-															
Hynes, David	-		-	-	1	-	-	-	-	-	-				-					1				-	2
Jakovich, Glen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1
Kemp, Dean	-	-	2	-	1	-	-	1	-	-	-	-	-	1	-	1		-	1	-	-	2	-	1	10
Langdon, Karl												-	1	-	-										1
Lewis, Chris	-	2	-	2	1	-	1	-			-	1	2	-	-	1	3	-	4	-	-	-	-		17
Lyle, Brayden						-			-			1	-	-	1	-	-	-	-	-	-	-	1	-	3
Mainwaring, Chris	-	-	3	-																1	1	-	1	-	6
Matera, Peter	2	2			-		1	-	1	1	-		-	-	-	1	1	-	2	2	1	1	-	-	15
McIntosh, Ashley	-	-	1	1										-	1	-					1	-	-		4
McKenna, Guy	1	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	2
Metropolis, Daniel				-	-	-	-	-	-	1	-			-	-	-	-		-	-	1	-		-	2
Peos, Paul																1	3	-	-						4
Pyke, Don		1	-	-	1	-	1	1	-	-	1	-	-	-	-			-	-	1	-	-	-	-	6
Schofield, Jarrad					-							-													
Spinks, Brett										1															1
Sumich, Peter	2		1		-	-						-													3
Symmons, Paul		-	-	-	-	-	2	-	-	-	-	-	-	1	-	-	1	-	3	-	-	-	-	-	7
Turley, Craig					1	-	1	2	-	-	-	-		2	3	-	2	-	1	-		1		-	13
Turnbull, Ryan	-	2	-	-	-	-	-	1	3	-	-	-	-	-	2	1	3	-	-	1	-	-	-	-	13
Waterman, Chris	-	-	-			-	-	1	2	-	1	1	1	-	1	-	-	-	-	-			-	-	7
White, Mitchell	1	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	2
Wilson, Peter	3	-	-	-	2	1	-	-		-			1			-	1	2	-		-	1			11
Worsfold, John	-	-					-	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	2
Totals	13	11	17	8	10	4	12	8	8	6	9	5	8	9	11	7	17	2	19	7	7	10	5	8	221
Opponent	SK	CW	NM	AD	ME	CA	FR	ES	FI	BB	RI	SY	GE	HW	FO	SK	CW	NM	AD	ME	CA	FR	ES	NM	
