Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Ball, Jason		-	2	-	3	-	-	-	-		-	-	-	3	-	-	-	-	-	-	-	-	-	-	8
Banfield, Drew	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		
Blurton, Ashley													-	-			-								
Bond, Shane	-	-	-	-		-			-	-							-	-						-	
Brennan, Michael	-	-		-	-				-	-	-	-	-			-	-	-	-	-			-	-	
Downsborough, Ian													-												
Dunstan, Michael			-	-					-			-	-												
Evans, Tony	-	-	-	-	-	-	-	-	-	-	-	-									-	-	-	-	
Gehrig, Fraser	-	-				-	-	-						-	-	-	-	-	-	-	-	-	-	-	
Godden, Tony						-					-														
Hart, David	-		-	-	-	-	-	-			-	-	-	-	-	3	-	-	-	2	-		-		5
Heady, Brett	1	-	-	-	-	-	3	-	-	-	-										-	-	-	-	4
Heatley, Jason										-															
Hynes, David	-		-	-	-	-	-	-	2	-	-				-					-				-	2
Jakovich, Glen	-	-	3	3	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9
Kemp, Dean	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	3	-	-	3
Langdon, Karl												-	-	-	-										
Lewis, Chris	2	-	-	-	-	-	-	-			-	-	-	2	-	-	2	-	-	-	-	-	-		6
Lyle, Brayden						-			-			-	-	-	-	1	3	-	-	-	-	-	-	-	4
Mainwaring, Chris	-	-	1	-																-	-	-	-	-	1
Matera, Peter	3	-			-		-	1	-	3	-		-	-	-	-	-	-	3	-	3	-	-	-	13
McIntosh, Ashley	-	-	-	-										-	-	-					-	-	-		
McKenna, Guy	-	-	-	-	-		-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	2	-	-	4
Metropolis, Daniel				-	-	-	-	-	-	-	-			-	-	-	-		-	-	-	-		-	
Peos, Paul																-	-	-	-						
Pyke, Don		-	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	1	-	-	-	1
Schofield, Jarrad					-							-													
Spinks, Brett										-															
Sumich, Peter	-		-		-	-						-													
Symmons, Paul		-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	2
Turley, Craig					1	-	2	-	-	-	-	-		-	-	-	-	-	2	-		-		-	5
Turnbull, Ryan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Waterman, Chris	-	-	-			-	-	-	3	-	-	3	-	1	-	-	-	-	-	3			-	-	10
White, Mitchell	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1
Wilson, Peter	-	-	-	-	-	-	-	-		-			-			-	-	-	-		-	-			
Worsfold, John	-	-					-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Totals	6	0	6	3	4	3	6	1	5	5	0	3	0	6	0	4	6	0	6	5	4	5	0	0	78
Opponent	SK	CW	NM	AD	ME	CA	FR	ES	FI	BB	RI	SY	GE	HW	FO	SK	CW	NM	AD	ME	CA	FR	ES	NM	
