Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Ball, Jason		5	3	-	1	2	-	-	1		3	1	3	1	1	2	1	2	1	2	1	1	2	-	33
Banfield, Drew	2	1	-	-	1	-	3	-	1	-	1	2	-	-	-	3	-	1	-	-	2	-	-		17
Blurton, Ashley													-	-			-								
Bond, Shane	-	-	1	3		3			4	-							-	-						1	12
Brennan, Michael	1	1		-	-				1	-	-	-	1			3	-	3	-	-			1	-	11
Downsborough, Ian													1												1
Dunstan, Michael			-	1					1			1	-												3
Evans, Tony	-	1	-	1	4	2	2	1	1	-	3	-									2	1	2	-	20
Gehrig, Fraser	1	-				1	2	-						-	-	1	1	2	-	3	-	-	-	1	12
Godden, Tony						1					3														4
Hart, David	-		-	1	-	1	3	-			1	1	3	-	1	1	-	1	-	1	1		-		15
Heady, Brett	2	-	-	-	-	-	1	-	-	-	2										1	-	2	1	9
Heatley, Jason										1															1
Hynes, David	-		1	-	1	1	1	1	2	2	2				-					1				1	13
Jakovich, Glen	1	2	2	1	2	-	1	1	1	-	3	-	1	1	2	-	1	1	-	1	2	-	-	2	25
Kemp, Dean	-	1	1	-	1	-	1	2	1	-	-	2	-	1	-	1		3	-	2	1	-	-	-	17
Langdon, Karl												1	2	3	-										6
Lewis, Chris	2	2	-	-	1	3	-	4			2	3	2	3	-	-	1	-	1	-	3	-	1		28
Lyle, Brayden						-			3			-	2	1	1	3	1	1	-	-	1	-	1	-	14
Mainwaring, Chris	-	4	3	1																3	4	1	-	1	17
Matera, Peter	-	2			-		3	3	1	1	2		2	2	2	1	2	1	2	3	2	1	-	2	32
McIntosh, Ashley	-	-	-	-										-	1	-					-	-	3		4
McKenna, Guy	-	3	1	-	-		2	1	1	-	1	-	2	3	3	-	1	1	-	-	1	-	1	-	21
Metropolis, Daniel				1	-	-	-	1	-	1	-			-	-	1	1		1	-	-	1		-	7
Peos, Paul																-	-	-	-						
Pyke, Don		1	-	1	1	-	1	-	1	1	-	-	-	1	1			2	1	2	1	1	-	1	16
Schofield, Jarrad					1							1													2
Spinks, Brett										1															1
Sumich, Peter	1		2		-	1						-													4
Symmons, Paul		-	1	-	-	-	-	2	-	-	1	-	1	1	1	-	1	-	1	2	2	-	-	1	14
Turley, Craig					2	1	1	-	1	-	-	3		1	1	1	1	-	1	-		1		-	14
Turnbull, Ryan	-	-	-	1	2	1	-	-	1	-	-	-	-	-	-	-	1	-	1	2	2	3	1	-	15
Waterman, Chris	2	1	-			2	-	-	1	1	-	-	-	-	-	-	1	-	1	1			2	-	12
White, Mitchell	1	2	1	-	-		2	1	-	2	-	-	3	2	1	2	-	-	1	-	1	1	-	1	21
Wilson, Peter	1	-	1	2	3	-	-	-		2			-			1	-	5	-		1	2			18
Worsfold, John	3	1					-	3	-	-	1	1	-	-	2	1	-	-	1	2	1	-	1	-	17
Totals	17	27	17	13	20	19	23	20	22	12	25	16	23	20	17	21	13	23	12	25	29	13	17	12	456
Opponent	SK	CW	NM	AD	ME	CA	FR	ES	FI	BB	RI	SY	GE	HW	FO	SK	CW	NM	AD	ME	CA	FR	ES	NM	
