Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	Tot
Blurton, Ashley	-	-	1	1				-	-									-					2
Bowden, Joel					2	-	-	1	-	-	1	-	-	1	1	1	-	-	1	3	-	1	12
Bower, Nathan			1	-	1	3	-			-	1							-		-			6
Broderick, Paul	1	-	2	-	3	1			-	-	-	-	1	1	1	2	1	1	1	1	1	1	18
Bulluss, Paul	-	2	1	-	-	1				-	1	-	-	1	-	-	1		-	-	3	1	11
Campbell, Wayne	-	4	1	-	2	1	1	-	2	1	1	2		1	1	1	2	2	-	2	1	2	27
Chaffey, Mark	-	-			-				-	-	-						-	1	-	1			2
Charles, Justin																	-	-					
Daffy, Nick	-	1	2	-	1	1	1	-	1	1	2	-	1	1	1	-	1	-	-	1	2	-	17
Evans, Brett							1	-	2	1	-	-	-	-	3	2	1	4	1	-		-	15
Funcke, Ross											-			1	-	1	-						2
Gale, Brendon	1	1	1	4	1	2	2	3	-	-	3		1	-	1	1	3	-	4	4	1	3	36
Gale, Michael	-	-		1				-	2	1	1	-	-	1	1	-			-	1	-	-	8
Gaspar, Darren	4	1	3	-	2	-	1	1	-	1	3	2	1	-	3	1	3	3	2		-	1	32
Harrison, Ben	1	-	2	-	1	-	1	-	-	1	-	-	3	-	1	-	-	2	-	1	2	-	15
Holland, Ben	1	2	2	-	2	-	-	2	-	1	2	-	1	1	-							-	14
James, Aaron			1	1								-	-							-	-	-	2
Kellaway, Andrew							4	-	-	1	-	-	-	1	3	2	1	-	2	2	1	2	19
Kellaway, Duncan	4	-	-	3	2	-	2	1	-	1													13
Knights, Matthew	4	3			2	2	-	-	1	4	1	1	2	1	4	1	1	3	-	1	1	3	35
Manfield, Matthew	-		-				1														-		1
McKee, Steven								-				-	-	-	-	2			-				2
Merenda, Mark	-	2	1	-	-	1	-	-													4	2	10
Moore, Ben	1	-	-	1	-													-					2
Nichols, Trent			1	1								-							-	-	-	-	2
Ottens, Brad	1	1	-	2	1	1	-					1				-	-			-	-		7
Plapp, Justin														-	2	1	1	-	-		-	-	4
Powell, Robert	3	-			-	2	-	1	1	1	-	2	-	1	1	-	-	-	-		-		12
Prescott, Ashley	1	3	-	1	-	-	2	-	-	-	2	-	1	3	1	1	2	3	-	-	-	-	20
Proctor, Lionel						-	-	-															
Richardson, Matthew		-				1	1	-	1	1	-	-	1	2	1	-	-	1	1			2	12
Rogers, Matthew	-	-	1	1	1	2	1	2	1	1	-	-	-	-	1	-	-	-	1	1			13
Rombotis, John			3	1	-	-							1										5
Ryan, Damien	1	1	1	-					2				-	-	-	-				1			6
Tivendale, Greg																				-	-	1	1
Torney, Jason	-	1	-	-	3	3	-	-	1	-	-	2	-				2	3	1	2	-	-	18
Turner, Scott					-	3	1	1	-	-	3	-	4	2	1	-	3	-	1	2	3	1	25
Totals	23	22	24	17	24	24	19	12	14	16	21	10	17	18	27	16	22	23	15	23	19	20	426
Opponent	ES	GE	HW	CW	WC	BL	ME	AD	WB	PA	SK	NM	SY	FR	CA	ES	GE	HW	CW	WC	BL	ME	
