"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2015","richmond","Arnot, Matt","1","","","","","","","","","",""
"2015","richmond","Arnot, Matt","2","","","","","","","","","",""
"2015","richmond","Arnot, Matt","3","","","","","","","","","",""
"2015","richmond","Arnot, Matt","4","7","1","3","3","3","6","1","-","-","80"
"2015","richmond","Arnot, Matt","5","","","","","","","","","",""
"2015","richmond","Arnot, Matt","6","","","","","","","","","",""
"2015","richmond","Arnot, Matt","7","","","","","","","","","",""
"2015","richmond","Arnot, Matt","8","","","","","","","","","",""
"2015","richmond","Arnot, Matt","9","","","","","","","","","",""
"2015","richmond","Arnot, Matt","10","","","","","","","","","",""
"2015","richmond","Arnot, Matt","12","","","","","","","","","",""
"2015","richmond","Arnot, Matt","13","","","","","","","","","",""
"2015","richmond","Arnot, Matt","14","","","","","","","","","",""
"2015","richmond","Arnot, Matt","15","","","","","","","","","",""
"2015","richmond","Arnot, Matt","16","","","","","","","","","",""
"2015","richmond","Arnot, Matt","17","","","","","","","","","",""
"2015","richmond","Arnot, Matt","18","","","","","","","","","",""
"2015","richmond","Arnot, Matt","19","","","","","","","","","",""
"2015","richmond","Arnot, Matt","20","","","","","","","","","",""
"2015","richmond","Arnot, Matt","21","","","","","","","","","",""
"2015","richmond","Arnot, Matt","22","","","","","","","","","",""
"2015","richmond","Arnot, Matt","23","","","","","","","","","",""
"2015","richmond","Arnot, Matt","EF","","","","","","","","","",""
"2015","richmond","Astbury, David","1","","","","","","","","","",""
"2015","richmond","Astbury, David","2","","","","","","","","","",""
"2015","richmond","Astbury, David","3","6","5","8","-","-","4","-","-","-","93"
"2015","richmond","Astbury, David","4","6","2","5","-","1","3","-","-","-","100"
"2015","richmond","Astbury, David","5","6","5","5","1","1","-","1","-","-","100"
"2015","richmond","Astbury, David","6","2","2","4","-","-","1","-","-","-","97"
"2015","richmond","Astbury, David","7","","","","","","","","","",""
"2015","richmond","Astbury, David","8","","","","","","","","","",""
"2015","richmond","Astbury, David","9","","","","","","","","","",""
"2015","richmond","Astbury, David","10","","","","","","","","","",""
"2015","richmond","Astbury, David","12","","","","","","","","","",""
"2015","richmond","Astbury, David","13","","","","","","","","","",""
"2015","richmond","Astbury, David","14","","","","","","","","","",""
"2015","richmond","Astbury, David","15","","","","","","","","","",""
"2015","richmond","Astbury, David","16","","","","","","","","","",""
"2015","richmond","Astbury, David","17","","","","","","","","","",""
"2015","richmond","Astbury, David","18","","","","","","","","","",""
"2015","richmond","Astbury, David","19","","","","","","","","","",""
"2015","richmond","Astbury, David","20","","","","","","","","","",""
