"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2014","goldcoast","Ablett, Gary","1","22","4","19","-","1","3","2","-","-","92"
"2014","goldcoast","Ablett, Gary","2","10","-","14","2","4","6","-","-","-","96"
"2014","goldcoast","Ablett, Gary","3","20","1","18","4","1","10","3","-","-","95"
"2014","goldcoast","Ablett, Gary","4","18","1","17","-","3","8","1","-","-","88"
"2014","goldcoast","Ablett, Gary","5","21","4","11","1","4","2","2","-","1","90"
"2014","goldcoast","Ablett, Gary","6","13","-","17","3","2","11","2","-","-","95"
"2014","goldcoast","Ablett, Gary","7","15","4","13","2","5","3","4","-","1","91"
"2014","goldcoast","Ablett, Gary","9","16","-","21","2","3","4","4","-","-","95"
"2014","goldcoast","Ablett, Gary","10","9","1","15","-","5","3","-","-","1","90"
"2014","goldcoast","Ablett, Gary","11","12","1","13","2","3","6","2","-","-","94"
"2014","goldcoast","Ablett, Gary","12","15","5","22","1","1","9","1","-","2","95"
"2014","goldcoast","Ablett, Gary","13","20","1","13","2","1","8","-","-","2","93"
"2014","goldcoast","Ablett, Gary","14","20","5","13","1","1","8","1","-","-","95"
"2014","goldcoast","Ablett, Gary","15","28","2","17","1","-","6","2","-","-","93"
"2014","goldcoast","Ablett, Gary","16","15","1","4","2","1","4","-","-","-","56"
"2014","goldcoast","Ablett, Gary","17","","","","","","","","","",""
"2014","goldcoast","Ablett, Gary","18","","","","","","","","","",""
"2014","goldcoast","Ablett, Gary","19","","","","","","","","","",""
"2014","goldcoast","Ablett, Gary","20","","","","","","","","","",""
"2014","goldcoast","Ablett, Gary","21","","","","","","","","","",""
"2014","goldcoast","Ablett, Gary","22","","","","","","","","","",""
"2014","goldcoast","Ablett, Gary","23","","","","","","","","","",""
"2014","goldcoast","Bennell, Harley","1","","","","","","","","","",""
"2014","goldcoast","Bennell, Harley","2","","","","","","","","","",""
"2014","goldcoast","Bennell, Harley","3","","","","","","","","","",""
"2014","goldcoast","Bennell, Harley","4","","","","","","","","","",""
"2014","goldcoast","Bennell, Harley","5","","","","","","","","","",""
"2014","goldcoast","Bennell, Harley","6","","","","","","","","","",""
"2014","goldcoast","Bennell, Harley","7","14","7","9","-","-","2","2","1","2","82"
"2014","goldcoast","Bennell, Harley","9","7","7","5","1","-","2","3","-","-","87"
"2014","goldcoast","Bennell, Harley","10","8","6","11","1","1","-","2","1","1","87"
"2014","goldcoast","Bennell, Harley","11","","","","","","","","","",""
"2014","goldcoast","Bennell, Harley","12","18","9","4","1","-","1","1","-","3","90"
"2014","goldcoast","Bennell, Harley","13","10","2","10","-","1","3","1","-","2","93"
"2014","goldcoast","Bennell, Harley","14","20","11","7","-","-","2","6","1","3","85"
"2014","goldcoast","Bennell, Harley","15","11","1","6","1","-","2","1","-","-","87"
"2014","goldcoast","Bennell, Harley","16","12","8","14","1","-","1","1","-","2","93"
"2014","goldcoast","Bennell, Harley","17","8","1","10","-","-","-","1","1","1","97"
"2014","goldcoast","Bennell, Harley","18","9","2","5","1","-","1","-","-","1","87"
"2014","goldcoast","Bennell, Harley","19","14","4","6","1","-","1","2","-","-","90"
"2014","goldcoast","Bennell, Harley","20","12","2","15","1","1","3","-","1","-","88"
"2014","goldcoast","Bennell, Harley","21","19","3","8","1","1","7","2","2","-","94"
"2014","goldcoast","Bennell, Harley","22","10","3","17","-","-","2","-","-","-","90"
"2014","goldcoast","Bennell, Harley","23","13","1","9","-","-","2","1","-","1","88"
"2014","goldcoast","Broughton, Greg","1","9","9","15","-","2","2","-","-","-","88"
"2014","goldcoast","Broughton, Greg","2","8","2","2","2","3","3","-","-","-","91"
"2014","goldcoast","Broughton, Greg","3","8","3","8","1","1","2","-","-","-","92"
"2014","goldcoast","Broughton, Greg","4","6","2","11","-","2","5","-","-","1","90"
"2014","goldcoast","Broughton, Greg","5","10","9","15","1","1","2","1","-","-","81"
"2014","goldcoast","Broughton, Greg","6","8","4","12","3","-","2","1","-","-","82"
"2014","goldcoast","Broughton, Greg","7","8","3","12","1","2","5","-","-","-","88"
"2014","goldcoast","Broughton, Greg","9","10","3","9","-","1","2","-","-","-","95"
"2014","goldcoast","Broughton, Greg","10","3","1","11","-","1","2","-","-","-","87"
"2014","goldcoast","Broughton, Greg","11","9","6","7","-","-","7","-","-","-","90"
"2014","goldcoast","Broughton, Greg","12","7","3","15","-","1","-","-","-","-","86"
"2014","goldcoast","Broughton, Greg","13","6","2","13","-","2","3","-","-","-","82"
"2014","goldcoast","Broughton, Greg","14","12","5","8","-","5","7","-","-","1","86"
"2014","goldcoast","Broughton, Greg","15","3","1","3","1","-","4","-","-","-","61"
"2014","goldcoast","Broughton, Greg","16","11","7","11","1","1","3","-","-","-","91"
"2014","goldcoast","Broughton, Greg","17","6","3","5","-","1","7","-","-","1","88"
"2014","goldcoast","Broughton, Greg","18","5","2","8","2","-","7","-","-","-","90"
"2014","goldcoast","Broughton, Greg","19","10","6","8","1","1","4","-","-","1","83"
"2014","goldcoast","Broughton, Greg","20","5","6","9","1","-","3","-","-","-","88"
"2014","goldcoast","Broughton, Greg","21","","","","","","","","","",""
"2014","goldcoast","Broughton, Greg","22","","","","","","","","","",""
"2014","goldcoast","Broughton, Greg","23","10","7","13","2","1","3","-","-","-","80"
"2014","goldcoast","Cameron, Clay","1","5","1","2","2","2","4","-","-","-","94"
"2014","goldcoast","Cameron, Clay","2","6","-","5","-","1","3","-","-","-","91"
"2014","goldcoast","Cameron, Clay","3","6","5","4","-","-","-","-","1","-","96"
"2014","goldcoast","Cameron, Clay","4","4","1","-","-","1","3","-","-","-","66"
"2014","goldcoast","Cameron, Clay","5","","","","","","","","","",""
"2014","goldcoast","Cameron, Clay","6","","","","","","","","","",""
"2014","goldcoast","Cameron, Clay","7","","","","","","","","","",""
"2014","goldcoast","Cameron, Clay","9","","","","","","","","","",""
"2014","goldcoast","Cameron, Clay","10","","","","","","","","","",""
"2014","goldcoast","Cameron, Clay","11","1","2","4","1","1","2","-","-","-","74"
"2014","goldcoast","Cameron, Clay","12","1","1","3","1","1","-","-","1","-","52"
"2014","goldcoast","Cameron, Clay","13","","","","","","","","","",""
"2014","goldcoast","Cameron, Clay","14","","","","","","","","","",""
