"year","team","player","round","KI","MK","HB","FA","FF","TK","GL","HO","BH","pctP"
"2012","goldcoast","Ablett, Gary","1","23","3","19","2","2","3","2","-","-","92"
"2012","goldcoast","Ablett, Gary","2","20","4","20","-","2","4","2","-","1","91"
"2012","goldcoast","Ablett, Gary","3","25","2","20","1","3","7","2","-","1","95"
"2012","goldcoast","Ablett, Gary","4","17","-","16","1","1","4","-","-","-","92"
"2012","goldcoast","Ablett, Gary","5","","","","","","","","","",""
"2012","goldcoast","Ablett, Gary","6","","","","","","","","","",""
"2012","goldcoast","Ablett, Gary","7","23","2","10","-","2","2","-","-","1","97"
"2012","goldcoast","Ablett, Gary","8","17","2","12","1","2","9","-","-","1","95"
"2012","goldcoast","Ablett, Gary","9","16","1","9","2","-","9","1","-","1","94"
"2012","goldcoast","Ablett, Gary","10","31","9","22","1","1","6","-","-","-","95"
"2012","goldcoast","Ablett, Gary","11","12","1","8","1","1","2","-","-","-","87"
"2012","goldcoast","Ablett, Gary","12","19","1","23","1","1","5","4","-","-","90"
"2012","goldcoast","Ablett, Gary","14","16","3","10","2","3","5","1","-","2","92"
"2012","goldcoast","Ablett, Gary","15","19","2","8","2","3","3","2","-","4","95"
"2012","goldcoast","Ablett, Gary","16","21","7","12","3","2","5","1","-","1","94"
"2012","goldcoast","Ablett, Gary","17","20","4","17","2","3","8","1","-","2","91"
"2012","goldcoast","Ablett, Gary","18","23","2","19","3","5","9","1","-","1","95"
"2012","goldcoast","Ablett, Gary","19","21","3","12","1","2","7","1","-","1","94"
"2012","goldcoast","Ablett, Gary","20","13","2","10","-","-","4","3","-","-","90"
"2012","goldcoast","Ablett, Gary","21","22","9","21","2","2","8","2","-","-","91"
"2012","goldcoast","Ablett, Gary","22","16","1","7","-","4","3","1","-","2","88"
"2012","goldcoast","Ablett, Gary","23","15","3","11","3","2","7","2","-","1","91"
"2012","goldcoast","Allen, Jackson","1","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","2","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","3","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","4","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","5","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","6","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","7","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","8","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","9","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","10","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","11","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","12","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","14","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","15","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","16","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","17","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","18","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","19","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","20","11","5","4","-","1","4","-","-","-","95"
"2012","goldcoast","Allen, Jackson","21","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","22","","","","","","","","","",""
"2012","goldcoast","Allen, Jackson","23","","","","","","","","","",""
"2012","goldcoast","Bennell, Harley","1","12","6","10","1","-","-","2","-","1","89"
"2012","goldcoast","Bennell, Harley","2","6","2","13","-","-","1","-","1","-","92"
"2012","goldcoast","Bennell, Harley","3","3","1","10","-","-","4","-","-","-","94"
"2012","goldcoast","Bennell, Harley","4","10","1","7","1","-","2","3","1","-","91"
"2012","goldcoast","Bennell, Harley","5","18","3","3","-","-","-","3","-","2","93"
"2012","goldcoast","Bennell, Harley","6","21","3","16","-","2","1","3","-","-","82"
"2012","goldcoast","Bennell, Harley","7","13","4","11","-","-","3","1","-","3","92"
"2012","goldcoast","Bennell, Harley","8","14","3","9","1","-","1","1","-","-","88"
"2012","goldcoast","Bennell, Harley","9","11","3","14","1","-","3","-","2","-","93"
"2012","goldcoast","Bennell, Harley","10","13","6","15","-","-","3","-","-","4","87"
"2012","goldcoast","Bennell, Harley","11","11","2","7","-","1","5","-","-","2","86"
"2012","goldcoast","Bennell, Harley","12","14","1","13","1","-","2","2","2","-","85"
"2012","goldcoast","Bennell, Harley","14","12","4","10","-","-","2","1","1","1","85"
"2012","goldcoast","Bennell, Harley","15","13","3","9","-","1","3","2","-","-","84"
"2012","goldcoast","Bennell, Harley","16","12","6","18","2","-","1","1","1","1","85"
"2012","goldcoast","Bennell, Harley","17","10","3","7","-","-","2","1","2","-","86"
"2012","goldcoast","Bennell, Harley","18","13","4","15","-","-","2","-","-","1","84"
"2012","goldcoast","Bennell, Harley","19","21","7","17","1","-","4","4","1","-","82"
"2012","goldcoast","Bennell, Harley","20","12","3","6","3","-","-","1","1","-","83"
"2012","goldcoast","Bennell, Harley","21","12","3","19","-","1","3","-","-","-","88"
"2012","goldcoast","Bennell, Harley","22","11","3","11","1","2","5","-","2","1","76"
"2012","goldcoast","Bennell, Harley","23","11","1","8","2","-","1","-","1","2","89"
"2012","goldcoast","Bock, Nathan","1","","","","","","","","","",""
"2012","goldcoast","Bock, Nathan","2","","","","","","","","","",""
