Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Allen, Jarryd													-	1	-									-		1
Armitage, David					1	-	-	-		1	-		1	-	1	2	-							-	-	6
Baker, Steven						-	-																			
Ball, Luke	-	-	-	-	1	-	-	1	-	-	-	-	-	1	-	2	-	1								6
Birss, Shane						1	-	-	1	-	-										1	1				4
Blake, Jason		-	-	1	-	1		1	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	4
Clarke, Raphael	-	-	-				-	-												-	1	-	1	-	-	2
Clarke, Xavier	-	-	-	-	1	1	2																1			5
Dal Santo, Nick	1	-	-	1	-	-	-	-	1	-	-	-		1	-	-	1	-	-	-	-	1	-	1	-	7
Dempster, Sean				-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	1	-	-				2
Eddy, Robert													-	-	2	-	-	1	-	-	1	1	-	-	-	5
Ferguson, Matthew										4	-															4
Fiora, Aaron	1	-	-	1					-							-	1	-	-						-	3
Fisher, Leigh	1	-	-	-	-	-		-	-		-															1
Fisher, Sam	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	2
Gardiner, Charlie	-				-	-	-	1				-	1	-						-	-	-	1			3
Gardiner, Michael	1	-					-	-	1	-	-	-					-									2
Geary, Jarryn	-	-	2						-	-	-	-	-					1	-							3
Gehrig, Fraser		1	1	-			-	1																		3
Gilbert, Sam	-	-	-	-	1							-	-	-	-	-	-	-	-	1	-	-	-	-	-	2
Goddard, Brendon			-	1	-	-	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	1	-	-	4
Gram, Jason	-	-	-	1	2	1	-	-	1	-	-	2	-	1	-	-	1	2	-	1	-	-	1	-	-	13
Gwilt, James											-	-	-	-	-			-	-	-	1	1	1	-	-	3
Harvey, Robert	1	1	-	-	-	-	-	-	-	1		-	-	-	-	1	-	-	-	-	-	-	-	-	-	4
Hayes, Lenny	-	-	-	1	-	-	-	2	-	-	1	-	1		2	-	2	-	1	-	-	-	1	-	1	12
Hudghton, Max	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	
Jones, Clinton	-			1	1				1	-	-	1	-	-	-	-	-	-	-	1	-	3	-	-	-	8
King, Steven	-	-	-	1	-			-	-	-		-	-	-	-	-	-	1	-	1	-	-	-	-	1	4
Koschitzke, Justin	3	1	1	-	2	-	-	-	1	-	1			3	-	1		1	1	-	1	2	-	1	2	21
Maguire, Matt				-	-	-	-																			
McEvoy, Ben													1													1
McQualter, Andrew												1	-	-	-	-	-	-	-	-			-	-	-	1
Milne, Stephen	3	2	2	1	1	1	3	2	-	2	2	-		2	-	-	2	-	-	-	3	2	1	1	2	32
Montagna, Leigh	2	-	-	-	-	-	-	1	1	1	1	-	-	-	2	-	-	2	1	-	-	-	-	-	-	11
Riewoldt, Nick	1	1	-	2	2	-	1		1	3	2	3	1	1	3	-	3	-	3	4	3	5	-	-	-	39
Rix, Michael						-																				
Schneider, Adam	1	3	2				-	-	-	-	-	-				-	1	3	-	1	1	3	1	1	-	17
Totals	15	9	8	11	12	5	7	9	8	12	9	9	5	10	10	7	11	12	6	10	12	19	9	4	6	235
Opponent	SY	CA	WB	GE	ES	PA	RI	CW	BL	ME	WB	SY	FR	NM	CA	HW	WC	PA	CW	FR	AD	ES	GE	CW	HW	
