Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Allen, Jarryd													-	-	-									-		
Armitage, David					2	1	1	2		-	-		-	1	2	-	1							-	-	10
Baker, Steven						-	-																			
Ball, Luke	-	-	2	-	2	-	-	-	-	1	-	-	-	-	-	-	1	1								7
Birss, Shane						-	1	2	2	2	1										-	-				8
Blake, Jason		1	-	-	-	-		-	-	-	1	-	-	-	1	3	-	-	-	-	-	-	-	-	-	6
Clarke, Raphael	-	-	-				-	-												1	-	-	1	-	-	2
Clarke, Xavier	-	3	-	-	1	1	-																1			6
Dal Santo, Nick	-	-	-	-	-	-	1	2	2	1	1	1		-	-	2	-	-	1	-	-	-	-	1	-	12
Dempster, Sean				-	1	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	-	-				3
Eddy, Robert													-	1	-	-	-	-	-	1	-	1	-	-	-	3
Ferguson, Matthew										-	-															
Fiora, Aaron	-	-	-	-					-							-	-	2	-						1	3
Fisher, Leigh	-	-	-	1	-	-		-	-		-															1
Fisher, Sam	-	-	-	-	-	-	-	-	1	-	-	-	-	1	-	-	-	-	1	-	-	-	-	-	2	5
Gardiner, Charlie	-				2	-	2	-				3	-	-						-	1	1	-			9
Gardiner, Michael	-	-					-	-	-	-	-	1					-									1
Geary, Jarryn	-	-	-						-	-	-	-	-					-	-							
Gehrig, Fraser		4	1	2			1	1																		9
Gilbert, Sam	-	-	-	2	-							-	1	-	-	-	-	-	-	1	-	-	-	-	-	4
Goddard, Brendon			-	-	-	-	-	1	1	-	-	1	2	-	-	-	1	-	1	-	2	1	1	-	-	11
Gram, Jason	-	1	1	-	-	1	-	1	-	1	2	-	2	-	1	1	1	2	-	-	1	3	-	2	-	20
Gwilt, James											-	-	-	-	-			2	-	-	-	-	-	1	-	3
Harvey, Robert	-	-	-	-	-	-	2	1	-	-		-	-	-	1	-	-	1	-	1	1	-	-	-	-	7
Hayes, Lenny	-	-	-	-	1	-	-	-	-	-	1	-	1		1	-	-	-	-	-	1	-	-	-	-	5
Hudghton, Max	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	
Jones, Clinton	-			-	-				-	1	2	-	-	-	1	1	-	-	1	-	-	-	-	-	-	6
King, Steven	-	2	-	-	1			-	-	-		-	-	1	-	-	-	-	-	-	-	1	-	-	-	5
Koschitzke, Justin	2	-	3	3	2	2	-	1	4	2	-			2	2	1		1	1	1	-	-	-	3	-	30
Maguire, Matt				-	-	-	-																			
McEvoy, Ben													-													
McQualter, Andrew												-	-	-	1	-	-	-	-	-			-	1	-	2
Milne, Stephen	1	4	2	2	2	-	7	2	2	3	1	1		4	5	1	2	1	2	3	2	7	2	3	1	60
Montagna, Leigh	-	-	1	-	1	1	-	1	1	1	-	-	1	1	-	-	1	-	-	-	-	1	1	-	1	12
Riewoldt, Nick	2	2	2	3	3	3	1		1	1	2	1	3	1	3	6	5	3	2	5	3	4	1	5	3	65
Rix, Michael						-																				
Schneider, Adam	1	2	1				1	-	-	5	-	1				2	-	1	3	4	2	2	1	1	1	28
Totals	6	19	13	13	18	9	17	14	14	19	11	9	10	12	18	18	12	14	12	17	13	21	8	17	9	343
Opponent	SY	CA	WB	GE	ES	PA	RI	CW	BL	ME	WB	SY	FR	NM	CA	HW	WC	PA	CW	FR	AD	ES	GE	CW	HW	
