Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Allen, Jarryd													1	-	-									-		1
Armitage, David					-	-	-	-		-	-		-	1	-	2	-							-	-	3
Baker, Steven						-	-																			
Ball, Luke	-	1	-	2	1	1	1	-	-	1	-	-	-	2	-	1	-	-								10
Birss, Shane						-	1	-	1	-	1										1	2				6
Blake, Jason		-	1	-	-	-		-	-	-	-	1	-	-	-	-	1	-	-	-	-	-	-	-	-	3
Clarke, Raphael	-	-	-				1	-												-	1	-	-	-	-	2
Clarke, Xavier	-	-	1	1	2	2	-																1			7
Dal Santo, Nick	1	-	-	-	-	-	2	-	2	1	1	-		-	3	2	1	-	1	1	-	-	-	1	-	16
Dempster, Sean				-	1	-	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-				3
Eddy, Robert													-	-	-	-	1	-	-	-	-	-	-	-	-	1
Ferguson, Matthew										1	-															1
Fiora, Aaron	-	2	-	-					-							-	-	-	-						-	2
Fisher, Leigh	1	-	1	-	-	-		-	1		-															3
Fisher, Sam	-	-	-	-	-	-	-	1	-	-	1	1	1	-	1	-	1	-	1	2	-	-	-	-	1	10
Gardiner, Charlie	-				1	-	-	-				1	-	-						-	-	1	1			4
Gardiner, Michael	-	-					-	1	1	1	-	-					-									3
Geary, Jarryn	-	-	-						-	-	-	-	-					-	-							
Gehrig, Fraser		-	-	-			-	2																		2
Gilbert, Sam	-	-	-	-	-							-	-	-	-	-	-	1	-	-	-	-	-	1	-	2
Goddard, Brendon			-	1	-	-	-	2	-	1	-	-	1	1	-	-	-	-	-	2	-	1	-	-	1	10
Gram, Jason	-	1	1	-	1	1	-	-	1	-	-	1	-	1	1	-	-	1	-	-	1	-	-	-	1	11
Gwilt, James											-	-	-	-	1			-	1	1	2	1	-	-	-	6
Harvey, Robert	-	2	-	1	1	-	1	-	-	-		-	2	-	2	1	-	1	3	2	1	-	-	4	-	21
Hayes, Lenny	-	-	-	1	1	-	-	1	-	-	-	2	-		1	-	2	1	1	-	-	1	-	-	-	11
Hudghton, Max	-	-	-	-	-	-		1	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	1
Jones, Clinton	1			1	-				-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	-	-	4
King, Steven	-	-	-	-	-			-	-	-		-	1	-	-	-	-	-	-	-	-	1	-	-	-	2
Koschitzke, Justin	-	1	-	-	-	-	2	3	1	-	2			-	-	1		2	-	1	-	1	-	1	-	15
Maguire, Matt				-	-	-	-																			
McEvoy, Ben													-													
McQualter, Andrew												1	-	1	-	-	-	1	-	2			-	-	-	5
Milne, Stephen	-	1	-	1	2	-	1	-	1	1	1	-		-	2	1	2	-	1	-	1	-	1	1	-	17
Montagna, Leigh	-	-	-	2	3	-	-	-	1	1	1	-	1	-	1	2	-	2	-	1	1	2	1	1	-	20
Riewoldt, Nick	-	2	-	2	3	-	1		1	5	-	-	-	2	1	-	-	-	2	2	1	1	1	2	2	28
Rix, Michael						-																				
Schneider, Adam	-	-	-				-	-	-	1	-	-				2	-	-	1	1	1	1	1	1	1	10
Totals	3	10	4	12	16	4	11	11	10	13	7	7	7	9	13	12	9	9	11	15	10	13	6	12	6	240
Opponent	SY	CA	WB	GE	ES	PA	RI	CW	BL	ME	WB	SY	FR	NM	CA	HW	WC	PA	CW	FR	AD	ES	GE	CW	HW	
