Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Allen, Jarryd													-	1	-									-		1
Armitage, David					-	-	2	1		1	-		2	-	-	-	1							-	2	9
Baker, Steven						3	1																			4
Ball, Luke	1	1	1	2	1	3	-	1	2	-	-	1	2	3	1	-	-	1								20
Birss, Shane						-	2	3	2	1	-										-	-				8
Blake, Jason		1	3	2	2	2		1	-	2	1	-	3	4	-	2	2	3	2	1	1	-	1	2	1	36
Clarke, Raphael	1	-	-				3	1												-	1	1	-	1	1	9
Clarke, Xavier	1	2	-	3	-	-	-																-			6
Dal Santo, Nick	-	1	-	-	-	-	-	-	1	-	-	5		1	1	-	-	-	1	-	-	1	2	1	1	15
Dempster, Sean				1	-	1	-	1	-	1	1	-	1	-	3	2	1	3	1	1	-	-				17
Eddy, Robert													1	2	-	1	2	4	-	-	-	1	-	-	-	11
Ferguson, Matthew										1	1															2
Fiora, Aaron	2	1	-	-					-							1	1	2	-						-	7
Fisher, Leigh	-	1	-	2	1	1		1	-		-															6
Fisher, Sam	1	1	1	1	1	3	-	1	1	-	1	-	1	1	1	2	2	-	1	-	-	2	1	1	-	23
Gardiner, Charlie	1				-	-	-	2				-	1	1						-	1	1	1			8
Gardiner, Michael	1	1					-	-	1	2	1	-					3									9
Geary, Jarryn	2	1	-						-	-	1	-	1					-	1							6
Gehrig, Fraser		1	-	-			-	-																		1
Gilbert, Sam	1	2	2	3	1							-	1	-	-	2	1	1	-	2	2	-	-	1	3	22
Goddard, Brendon			1	-	1	4	1	1	3	1	1	1	1	-	3	3	3	2	2	1	2	2	-	1	2	36
Gram, Jason	1	-	2	-	2	-	1	2	1	-	3	1	-	-	-	-	-	1	-	-	1	-	2	1	-	18
Gwilt, James											-	-	1	1	4			-	-	-	1	-	-	-	-	7
Harvey, Robert	2	-	-	1	-	-	-	-	-	1		-	1	1	1	-	-	-	-	2	-	-	1	-	-	10
Hayes, Lenny	-	1	3	1	1	-	2	-	3	2	1	3	-		-	1	3	1	2	-	1	2	1	2	3	33
Hudghton, Max	2	3	1	3	-	1		2	-	1	1	1	1	-	1	1	-		-	-	1	1	2	-	1	23
Jones, Clinton	-			-	1				-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1	3
King, Steven	-	2	3	1	2			1	1	3		-	3	1	2	1	1	3	-	2	1	-	-	2	4	33
Koschitzke, Justin	3	1	1	1	3	1	2	1	2	1	-			-	1	2		1	1	1	2	2	-	4	2	32
Maguire, Matt				1	-	1	-																			2
McEvoy, Ben													1													1
McQualter, Andrew												2	-	-	1	-	2	-	-	1			-	-	1	7
Milne, Stephen	-	1	1	2	1	1	5	-	-	1	1	2		3	1	2	1	1	2	-	-	1	2	-	-	28
Montagna, Leigh	1	2	-	-	2	3	-	-	-	1	-	1	1	2	2	-	1	1	-	2	-	4	3	3	2	31
Riewoldt, Nick	-	-	2	-	-	1	1		-	1	-	-	-	-	1	1	-	1	-	-	1	-	1	1	2	13
Rix, Michael						1																				1
Schneider, Adam	4	-	2				3	-	1	1	-	1				-	5	-	1	-	-	2	2	1	2	25
Totals	24	23	23	24	19	26	23	19	18	21	13	18	22	21	23	21	29	26	14	13	15	20	19	21	28	523
Opponent	SY	CA	WB	GE	ES	PA	RI	CW	BL	ME	WB	SY	FR	NM	CA	HW	WC	PA	CW	FR	AD	ES	GE	CW	HW	
