Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	Tot
Blee, Nathan																			-	-					
Boak, Travis	-	-	2	-	-	2	-	-	-	-	2		-	-	-	-	3	-	1	3	-	-	-	-	13
Broadbent, Matthew	-	-	-	-	-	-	-	-	-	-	-	1	2	-	-	2	-	-	-	-	-	-	-	-	5
Butcher, John									-	-	-				-	-	-	-	-						
Carlile, Alipate		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	
Cassisi, Domenic				-	-	-		-				-	-				-	-	-			-	-	-	
Colquhoun, Sam							-		-							-	-	-	-		-	-	-	-	
Cornes, Kane	1	-	1	3	-	1	-	-	-	-	1	-	-	-	-		-	-	-	-	-	1	-	-	8
Ebert, Brad	3	1	-	-	-	-	-	-	-	-	-	-	3	1	-	-	-	-	-	1	-	2	-	-	11
Gray, Robbie				-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	
Hartlett, Hamish	2	-	-	2	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-			-	-	6
Heath, Campbell	-	-	-	-	-	-	-		-	-		-								-	-				
Hitchcock, Cameron										-	-									-					
Hombsch, Jack										-	-	-	-	-								-			
Jonas, Tom	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-				-	-	-	-	-	
Lobbe, Matthew	-	-	-	-	-	-		-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Logan, Tom									-	-	-	-	-	-	-							-	-	-	
Mitchell, Kane	-	-	-			-	-	-	-	-						-	-	-	-		-				
Monfries, Angus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	2
Moore, Andrew	-						-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	
Neade, Jake	-	-	-	-	2	-	-	-		-	-	-	-	-	-	-					-				2
OShea, Cameron	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	3
Pittard, Jasper	-	-	-	-								-	-	-	-	-	-	-	-	-	-	-	-	-	
Redden, Jarrad	-	-					-	-	-	-															
Renouf, Brent			-	-	-	-																-			
Schulz, Jay	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Stevenson, Lewis	-	-	-	-	-	-	-	-														-			
Stewart, Daniel							-																		
Stewart, Paul	-	-	-		-	-		-			-			-	-	-	-	-							
Thomas, Matt									-		-	-			-										
Trengove, Jackson	-	-	-	-	-								-	-	-	-	-	-	-	-	-	-	-	-	
Westhoff, Justin	-	3	3	1	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	7
Wines, Ollie	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	1
Wingard, Chad	-	2	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	3	-	-	-	-	-	-	8
Young, Aaron																				-	-	-	-	-	
Totals	6	6	6	6	3	3	0	0	0	0	6	4	6	1	0	2	4	3	3	4	0	3	0	0	66
Opponent	ME	GW	AD	GC	WC	NM	RI	CA	GE	WB	GW	SY	CW	ES	HW	SK	BL	AD	GE	GC	FR	CA	CW	GE	
