Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	Tot
Blee, Nathan																			-	-					
Boak, Travis	-	-	4	-	-	-	-	-	-	-	2		-	-	-	-	-	-	1	1	-	-	-	1	9
Broadbent, Matthew	1	-	1	-	-	-	-	-	-	-	-	-	1	-	-	1	-	1	-	-	1	-	-	-	6
Butcher, John									1	1	1				2	-	2	-	-						7
Carlile, Alipate		-	-	1	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-		-	1	4
Cassisi, Domenic				-	-	1		-				-	-				-	1	-			-	-	-	2
Colquhoun, Sam							-		-							-	-	-	-		-	-	-	-	
Cornes, Kane	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	1
Ebert, Brad	1	-	-	-	-	1	-	-	1	-	-	-	1	-	2	-	1	-	-	-	-	-	1	1	9
Gray, Robbie				-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	1	-	1		-	-	4
Hartlett, Hamish	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-			-	-	1
Heath, Campbell	1	1	3	-	1	-	-		1	1		-								-	-				8
Hitchcock, Cameron										-	-									-					
Hombsch, Jack										-	1	1	-	-								-			2
Jonas, Tom	-	-	-	1	-	1	-	2	-	1	-	-	1	-	-	-				-	-	-	-	-	6
Lobbe, Matthew	1	3	1	-	2	-		1			-	2	-	-	-	-	1	1	2	-	1	1	1	1	18
Logan, Tom									-	-	-	-	-	-	-							-	2	-	2
Mitchell, Kane	-	-	-			-	-	-	-	-						-	-	-	-		-				
Monfries, Angus	1	1	2	-	-	-	-	1	-	-	1	-	1	-	-	-	-	1	2	-	-	-	1	-	11
Moore, Andrew	-						-	-	-			-	-	1	-	-	-	-	-	2	-	-	-	-	3
Neade, Jake	1	-	-	-	-	1	-	-		-	-	-	-	-	-	-					-				2
OShea, Cameron	-	-	1	-	-	-	1	1	-	1	-	-	1	-	-	-	1	1	-	1	-	-	-	-	8
Pittard, Jasper	-	-	1	-								-	-	-	1	-	-	-	-	-	-	-	1	-	3
Redden, Jarrad	-	1					2	2	1	1															7
Renouf, Brent			1	-	1	-																1			3
Schulz, Jay	2	-	-	1	1	-	-	-	1	-	2	-	1	2	1	1	2	2	2	-	-	2	3	1	24
Stevenson, Lewis	-	-	-	-	1	-	-	-														-			1
Stewart, Daniel							2																		2
Stewart, Paul	-	-	-		-	-		-			-			-	-	1	-	-							1
Thomas, Matt									-		-	-			3										3
Trengove, Jackson	1	1	-	-	-								1	1	-	-	-	-	1	2	-	-	2	-	9
Westhoff, Justin	-	2	3	2	1	2	1	2	3	-	1	2	2	1		3	2	-	1	2	3	1	4	1	39
Wines, Ollie	2	-	1	1	-	-	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1	-	7
Wingard, Chad	1	2	1	-	-	-	2	-	4	-	-	-	-	2	-	2	-	-	1	1	-	-	2	1	19
Young, Aaron																				1	-	-	-	-	1
Totals	12	11	19	6	7	7	10	10	12	5	8	6	10	8	9	8	10	7	11	10	6	5	18	7	222
Opponent	ME	GW	AD	GC	WC	NM	RI	CA	GE	WB	GW	SY	CW	ES	HW	SK	BL	AD	GE	GC	FR	CA	CW	GE	
