Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	Tot
Blee, Nathan																			1	-					1
Boak, Travis	3	4	1	2	-	2	3	1	1	1	-		-	1	-	1	1	-	2	1	1	1	1	1	28
Broadbent, Matthew	1	2	1	-	-	-	1	-	-	-	1	-	1	-	1	1	1	-	-	1	-	-	1	-	12
Butcher, John									1	-	1				1	1	1	-	-						5
Carlile, Alipate		-	-	1	-	-	-	-	-	-	1	2	1	1	1	-	-	-	-	-	-		-	-	7
Cassisi, Domenic				3	-	-		-				-	-				1	1	1			-	2	-	8
Colquhoun, Sam							1		1							1	-	-	-		1	-	-	-	4
Cornes, Kane	2	4	1	1	-	3	-	-	-	4	-	1	1	-	3		-	-	1	1	2	-	-	2	26
Ebert, Brad	2	3	-	-	-	-	2	2	1	1	1	1	2	1	-	1	1	3	1	1	-	1	-	-	24
Gray, Robbie				-	1	3	2	3	2	1	-	2	-	1	1	2	3	1	1	1	3		1	2	30
Hartlett, Hamish	1	1	-	-	2	-	-	1	1	-	1	-	1	1	1	1	1	1	1	2			2	-	18
Heath, Campbell	-	-	3	2	1	-	-		-	-		1								-	3				10
Hitchcock, Cameron										-	-									-					
Hombsch, Jack										1	-	3	-	1								1			6
Jonas, Tom	1	1	3	-	1	-	-	1	-	2	1	-	1	-	1	-				-	-	-	-	-	12
Lobbe, Matthew	-	-	-	-	1	1		1			-	2	-	-	3	1	-	-	2	1	2	1	4	1	20
Logan, Tom									-	2	1	1	-	-	-							-	-	-	4
Mitchell, Kane	-	-	2			-	2	-	1	-						-	5	1	-		2				13
Monfries, Angus	3	1	3	2	4	1	-	2	1	-	1	-	2	1	2	1	-	2	1	4	-	1	3	-	35
Moore, Andrew	-						-	-	-			3	-	-	-	-	-	-	3	-	1	-	2	-	9
Neade, Jake	-	2	-	1	-	2	1	1		3	-	1	2	-	-	-					1				14
OShea, Cameron	1	2	-	-	-	-	2	4	1	-	1	1	-	1	2	-	1	-	-	3	1	1	-	-	21
Pittard, Jasper	1	-	-	1								1	-	1	1	1	-	1	1	-	-	2	-	-	10
Redden, Jarrad	2	1					-	-	1	1															5
Renouf, Brent			-	-	-	-																-			
Schulz, Jay	1	-	-	1	3	1	2	2	-	1	2	1	1	1	2	1	2	2	-	1	-	-	1	2	27
Stevenson, Lewis	-	-	-	-	1	1	1	-														-			3
Stewart, Daniel							-																		
Stewart, Paul	-	-	2		2	-		-			-			-	1	-	-	-							5
Thomas, Matt									-		-	-			-										
Trengove, Jackson	-	3	4	1	-								1	1	1	1	1	-	-	1	1	1	-	3	19
Westhoff, Justin	-	2	1	3	1	-	1	3	1	-	-	1	-	1		-	2	-	-	-	1	2	-	2	21
Wines, Ollie	5	-	3	2	-	1	1	3	1	-	-	-	4	-	1	1	1	-	2	2	1	1	1	-	30
Wingard, Chad	1	2	1	-	1	-	2	-	1	-	1	1	1	1	1	1	1	1	-	-	2	1	-	1	20
Young, Aaron																				-	-	-	-	-	
Totals	24	28	25	20	18	15	21	24	14	17	12	22	18	13	23	15	22	13	17	19	22	13	18	14	447
Opponent	ME	GW	AD	GC	WC	NM	RI	CA	GE	WB	GW	SY	CW	ES	HW	SK	BL	AD	GE	GC	FR	CA	CW	GE	
