Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	Tot
Blee, Nathan																			-	-					
Boak, Travis	-	-	-	-	1	-	-	-	-	-	1		-	-	-	-	-	-	-	-	-	3	-	3	8
Broadbent, Matthew	-	3	-	1	2	-	-	3	2	-	1	1	3	1	-	1	3	1	-	4	2	4	-	1	33
Butcher, John									-	-	-				-	-	-	-	-						
Carlile, Alipate		-	1	-	-	-	-	-	1	-	1	-	-	-	1	-	-	2	-	-	-		1	-	7
Cassisi, Domenic				-	-	-		-				-	-				-	-	-			-	-	-	
Colquhoun, Sam							-		-							-	3	1	2		5	3	-	-	14
Cornes, Kane	2	-	2	-	-	-	-	3	3	-	-	-	-	-	1		-	1	1	-	-	-	-	-	13
Ebert, Brad	1	2	-	2	1	4	4	-	1	-	2	-	1	1	1	3	1	-	-	-	1	3	1	-	29
Gray, Robbie				-	-	1	-	1	-	-	-	-	1	-	-	-	-	-	-	-	-		-	-	3
Hartlett, Hamish	1	-	1	-	-	1	1	1	-	1	1	-	1	1	-	1	1	-	-	-			2	2	15
Heath, Campbell	-	1	-	-	-	-	-		-	-		3								-	-				4
Hitchcock, Cameron										-	-									-					
Hombsch, Jack										-	2	-	-	-								-			2
Jonas, Tom	-	1	-	-	-	-	3	-	-	2	-	-	-	-	-	-				-	-	-	-	-	6
Lobbe, Matthew	-	-	-	-	-	-		-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Logan, Tom									-	1	2	-	-	-	-							-	-	-	3
Mitchell, Kane	-	-	1			-	-	-	-	-						-	1	-	-		-				2
Monfries, Angus	-	-	2	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	5
Moore, Andrew	-						-	-	-			-	-	-	-	-	-	1	-	-	-	-	-	-	1
Neade, Jake	-	1	-	-	4	-	-	-		-	-	-	-	-	-	-					-				5
OShea, Cameron	-	-	-	-	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Pittard, Jasper	1	-	2	-								-	1	4	1	6	1	1	4	6	1	1	-	1	30
Redden, Jarrad	-	-					-	-	-	-															
Renouf, Brent			-	-	-	-																-			
Schulz, Jay	1	-	-	1	-	-	-	-	2	-	-	-	1	-	-	-	2	4	-	-	-	1	-	1	13
Stevenson, Lewis	-	1	1	-	-	-	1	-														-			3
Stewart, Daniel							-																		
Stewart, Paul	-	-	-		-	-		-			-			-	-	-	-	-							
Thomas, Matt									-		-	-			-										
Trengove, Jackson	-	-	-	-	-								-	1	-	-	-	-	-	-	-	2	-	-	3
Westhoff, Justin	-	1	-	-	-	-	-	2	2	-	-	-	1	1		1	-	1	-	-	-	-	-	1	10
Wines, Ollie	-	-	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	3
Wingard, Chad	-	-	-	1	2	3	-	1	2	1	2	1	1	-	1	-	3	3	-	-	-	-	-	1	22
Young, Aaron																				1	-	2	-	-	3
Totals	6	10	11	5	13	9	9	11	13	6	12	5	10	9	5	12	15	15	7	13	9	20	4	10	239
Opponent	ME	GW	AD	GC	WC	NM	RI	CA	GE	WB	GW	SY	CW	ES	HW	SK	BL	AD	GE	GC	FR	CA	CW	GE	
