Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	Tot
Blee, Nathan																			3	1					4
Boak, Travis	4	3	5	-	2	5	4	3	2	1	4		4	2	3	-	2	7	1	2	1	2	1	1	59
Broadbent, Matthew	2	-	1	2	3	3	2	2	1	2	2	2	1	2	2	5	2	3	2	-	4	2	-	2	47
Butcher, John									4	1	-				-	-	2	-	-						7
Carlile, Alipate		1	-	1	3	2	1	3	1	3	5	-	4	1	-	1	-	2	3	1	3		1	3	39
Cassisi, Domenic				2	3	1		1				3	1				1	1	1			2	4	2	22
Colquhoun, Sam							2		3							4	-	1	1		2	1	2	-	16
Cornes, Kane	2	1	2	-	3	2	3	4	1	-	2	3	1	2	3		5	3	1	1	3	2	4	6	54
Ebert, Brad	5	3	-	3	2	-	3	-	2	-	1	5	5	8	7	3	2	1	2	7	2	1	2	3	67
Gray, Robbie				1	1	4	2	-	3	2	2	5	4	2	2	1	1	4	3	2	2		3	5	49
Hartlett, Hamish	5	3	2	2	-	2	3	3	-	3	4	4	2	4	3	5	1	2	2	1			6	2	59
Heath, Campbell	2	2	1	2	3	3	1		5	1		3								-	3				26
Hitchcock, Cameron										1	1									-					2
Hombsch, Jack										3	2	1	1	1								2			10
Jonas, Tom	-	3	1	3	2	5	2	5	-	4	3	2	1	1	3	1				1	4	2	1	3	47
Lobbe, Matthew	2	3	3	2	5	2		1			2	3	-	3	2	1	2	2	2	4	5	1	4	3	52
Logan, Tom									-	2	-	2	2	-	1							5	-	3	15
Mitchell, Kane	-	1	2			1	1	-	1	3						1	1	4	-		2				17
Monfries, Angus	1	1	1	3	-	2	1	2	4	2	2	-	2	1	-	-	-	2	1	3	-	-	-	1	29
Moore, Andrew	1						2	2	2			4	1	4	3	4	5	1	-	1	2	2	2	3	39
Neade, Jake	3	1	-	2	3	3	3	-		1	4	-	-	1	-	1					1				23
OShea, Cameron	4	3	4	5	1	2	1	3	3	5	1	5	-	-	3	3	3	-	7	3	2	6	3	5	72
Pittard, Jasper	2	4	3	3								2	3	2	2	4	1	3	2	2	6	2	-	1	42
Redden, Jarrad	2	4					4	2	2	1															15
Renouf, Brent			5	1	4	2																2			14
Schulz, Jay	2	1	1	3	4	-	2	-	3	2	1	2	-	3	5	1	7	2	4	1	-	3	1	4	52
Stevenson, Lewis	1	4	3	3	4	2	2	4														2			25
Stewart, Daniel							1																		1
Stewart, Paul	2	1	1		1	1		1			2			-	1	3	-	1							14
Thomas, Matt									1		-	3			4										8
Trengove, Jackson	2	5	3	1	-								4	2	2	-	1	1	1	3	4	2	-	1	32
Westhoff, Justin	1	2	2	1	3	3	1	2	1	1	2	3	2	2		3	2	2	3	1	1	3	4	2	47
Wines, Ollie	2	5	1	3	3	4	3	4	2	2	2	5	-	2	1	2	2	3	4	2	1	1	4	2	60
Wingard, Chad	2	1	3	2	2	3	3	5	2	3	4	3	2	2	8	2	2	2	2	-	3	2	2	1	61
Young, Aaron																				2	2	-	1	1	6
Totals	47	52	44	45	52	52	47	47	43	43	46	60	40	45	55	45	42	47	45	38	53	45	45	54	1132
Opponent	ME	GW	AD	GC	WC	NM	RI	CA	GE	WB	GW	SY	CW	ES	HW	SK	BL	AD	GE	GC	FR	CA	CW	GE	
