Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	Tot
Blee, Nathan																			5	-					5
Boak, Travis	6	5	2	1	4	5	7	3	6	6	1		5	5	4	3	6	3	3	4	5	4	3	5	96
Broadbent, Matthew	2	1	3	6	3	1	3	5	-	6	2	3	1	2	1	1	1	2	1	2	3	4	-	1	54
Butcher, John									2	-	1				1	-	1	2	2						9
Carlile, Alipate		1	-	-	3	2	2	2	1	2	4	5	-	-	3	2	-	5	-	1	1		-	1	35
Cassisi, Domenic				9	3	4		2				8	1				3	3	2			3	6	4	48
Colquhoun, Sam							1		-							2	-	-	-		6	-	-	1	10
Cornes, Kane	9	6	6	3	3	7	4	8	2	5	3	3	6	8	3		5	2	5	4	2	4	5	4	107
Ebert, Brad	4	8	2	2	2	5	7	6	5	7	1	9	6	4	1	2	6	6	9	7	3	3	9	5	119
Gray, Robbie				2	1	5	3	7	4	5	1	5	1	5	3	4	7	4	1	3	5		2	4	72
Hartlett, Hamish	2	1	3	1	6	5	2	7	2	3	4	8	3	5	5	7	4	5	8	4			-	2	87
Heath, Campbell	2	2	1	4	5	7	1		1	3		3								1	4				34
Hitchcock, Cameron										3	2									-					5
Hombsch, Jack										5	-	5	2	-								1			13
Jonas, Tom	-	3	2	2	4	3	2	4	3	3	1	2	4	4	3	4				-	1	2	1	1	49
Lobbe, Matthew	2	1	4	-	1	2		2			3	11	7	5	6	7	6	2	6	3	15	5	6	9	103
Logan, Tom									4	4	1	5	2	3	2							2	3	-	26
Mitchell, Kane	1	-	1			-	1	1	2	7						1	5	9	-		5				33
Monfries, Angus	3	8	2	3	3	6	3	4	2	4	2	2	4	5	1	2	4	2	1	3	2	2	1	3	72
Moore, Andrew	3						2	5	3			5	6	1	4	2	3	5	6	6	6	2	1	7	67
Neade, Jake	4	2	8	2	3	5	2	2		6	2	5	2	2	2	3					6				56
OShea, Cameron	4	-	4	1	4	5	3	6	3	4	4	4	3	1	6	4	3	4	1	4	4	1	1	2	76
Pittard, Jasper	-	-	-	3								-	4	1	2	2	-	3	3	-	7	2	3	1	31
Redden, Jarrad	2	2					2	4	2	2															14
Renouf, Brent			2	-	3	1																2			8
Schulz, Jay	5	2	1	2	2	4	1	2	1	1	3	1	2	2	-	3	2	5	2	1	2	1	4	3	52
Stevenson, Lewis	3	-	-	2	3	2	3	4														2			19
Stewart, Daniel							-																		
Stewart, Paul	1	3	2		3	2		2			3			1	3	1	3	-							24
Thomas, Matt									3		4	5			2										14
Trengove, Jackson	2	1	2	4	3								2	1	-	4	5	2	1	4	1	1	1	1	35
Westhoff, Justin	3	3	6	3	1	-	2	1	4	10	3	4	1	1		3	4	1	6	3	2	3	4	4	72
Wines, Ollie	3	5	5	3	4	6	3	5	2	4	3	1	5	6	5	3	5	7	3	1	6	5	3	-	93
Wingard, Chad	1	1	2	2	3	1	-	-	3	7	5	4	3	1	2	2	1	-	-	2	1	4	-	2	47
Young, Aaron																				1	1	2	3	-	7
Totals	62	55	58	55	67	78	54	82	55	97	53	98	70	63	59	62	74	72	65	54	88	55	56	60	1592
Opponent	ME	GW	AD	GC	WC	NM	RI	CA	GE	WB	GW	SY	CW	ES	HW	SK	BL	AD	GE	GC	FR	CA	CW	GE	
