Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	Tot
Blee, Nathan																			-	-					
Boak, Travis	1	-	1	-	-	-	-	1	2	1	-		-	2	-	-	1	-	1	1	-	-	1	1	13
Broadbent, Matthew	-	1	1	-	-	-	1	-	-	-	-	3	2	-	-	-	-	-	-	2	-	1	1	-	12
Butcher, John									-	-	2				2	1	1	-	-						6
Carlile, Alipate		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	
Cassisi, Domenic				-	-	-		-				-	-				-	-	-			-	-	-	
Colquhoun, Sam							-		-							-	-	-	-		-	-	-	1	1
Cornes, Kane	2	-	-	-	-	1	-	-	-	-	-	-	-	-	-		1	-	-	-	-	-	-	-	4
Ebert, Brad	-	1	-	-	1	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	1	1	-	6
Gray, Robbie				-	-	3	-	-	1	1	-	-	1	1	1	4	2	1	-	-	-		-	-	15
Hartlett, Hamish	-	-	2	1	2	-	1	-	-	-	-	1	-	1	2	2	3	-	3	-			1	1	20
Heath, Campbell	-	-	-	-	-	-	-		-	-		-								1	1				2
Hitchcock, Cameron										1	-									1					2
Hombsch, Jack										-	-	-	-	-								-			
Jonas, Tom	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-				-	1	-	-	-	1
Lobbe, Matthew	-	-	-	-	-	-		-			-	-	-	-	-	-	-	-	-	-	1	1	-	-	2
Logan, Tom									-	-	-	2	-	-	-							-	-	1	3
Mitchell, Kane	1	1	1			-	1	1	-	-						-	2	-	1		-				8
Monfries, Angus	3	1	1	-	2	-	-	3	2	1	-	1	1	2	-	-	-	-	-	-	1	3	2	-	23
Moore, Andrew	-						-	-	-			-	-	-	-	-	-	-	1	3	-	-	-	1	5
Neade, Jake	-	1	-	-	2	1	1	-		-	-	1	-	-	-	-					-				6
OShea, Cameron	-	-	-	-	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	2
Pittard, Jasper	-	-	-	-								-	-	1	-	1	-	-	-	-	-	-	-	-	2
Redden, Jarrad	-	-					-	1	1	-															2
Renouf, Brent			-	-	-	-																-			
Schulz, Jay	-	2	1	1	2	-	1	-	1	3	1	2	1	1	-	1	-	1	1	2	-	1	3	1	26
Stevenson, Lewis	-	-	-	-	-	-	-	-														-			
Stewart, Daniel							1																		1
Stewart, Paul	2	2	-		-	-		1			-			1	-	1	1	-							8
Thomas, Matt									-		1	-			-										1
Trengove, Jackson	-	-	-	-	-								-	1	-	-	-	-	-	-	-	-	-	-	1
Westhoff, Justin	4	2	4	3	1	2	1	-	1	1	-	1	-	2		1	1	-	-	1	-	-	1	-	26
Wines, Ollie	1	1	-	-	-	-	-	-	1	1	2	-	-	2	-	-	-	-	-	1	-	-	-	1	10
Wingard, Chad	1	2	-	-	1	1	2	-	3	1	1	-	2	-	-	1	2	-	-	1	-	1	1	-	20
Young, Aaron																				1	-	1	-	-	2
Totals	15	14	11	5	12	8	9	7	12	10	8	11	8	14	6	12	14	2	7	14	4	9	11	7	230
Opponent	ME	GW	AD	GC	WC	NM	RI	CA	GE	WB	GW	SY	CW	ES	HW	SK	BL	AD	GE	GC	FR	CA	CW	GE	
