Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Ballantyne, Hayden	2	3	1	-	1	1	1	-	1	4	-	3	1	2	-	2	-	3				1			26
Barlow, Michael	1	1	-	-	1	-	1	1	-		1	2	1	-											9
Bollenhagen, Justin																		-	-		1				1
Bradley, Kepler							-		1	2	1	1	1	1	1	3			-	-	-				11
Broughton, Greg	-	-	-	-	-	-	-	-								-	-	-	-	-	-	-	1	-	1
Clarke, Zac												1								-	-				1
Crichton, Jesse																	1	-	-	-	-		-		1
Crowley, Ryan	-	2	-	-	1	-	2	1	-	-	-	-	1	3	1	-							-	-	11
Dodd, Steven			-								-										-				
Duffield, Paul	-	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	-	1	4
Fyfe, Nat					3	1	-	1	2	2	-	-	1	-		-	2	-	1	1		-	-	-	14
Grover, Antoni									-	-	-	-	-	-			-	-	-	-	-	-	-	-	
Hasleby, Paul	-	1	3	-	-	-	4	2	2	3		1	3	2	1	2	2	2	-	2		1			31
Hayden, Roger	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-		-	-	-	2
Headland, Des	1	1	1	-																				-	3
Hill, Stephen	1	-	-	1	1	-	-	1	-	-	-	-	-	1	1	-	-	1	-	-		1	1	1	10
Hinkley, Clayton																					-				
Ibbotson, Garrick	1	-						1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	3
Johnson, Michael	-	1	1	-	-	1	1	-						1	1	-	-	1	-	1	2	1	-	1	12
Mayne, Chris	4	1	1	-	4	2	2	1	-	1	1											3	3	1	24
McPharlin, Luke	-	-	-	-	-	-	-	-								1	-	-	2	-	-	-	-	-	3
McPhee, Adam	1	1	2	-	-	-	-	-	1	-	1	-	-	2	1	-	1	-	-	1		1	-	-	12
Morabito, Anthony	-	-	-	-	-	1	1	-	-	-	1	1	-	1	-	-	1	-	-	-		-	1	-	7
Mundy, David	-	-	1	-	-	-	-	-	-	-	-	1	1	1	-	-		-	1	-		-	1	-	6
Murphy, Ryan																					1				1
Palmer, Rhys						1	-	-	1	-	-		-	-	-	-	-		-		-				2
Pavlich, Matthew	-	4	2	3	3	6	8	-	1	3	4	1	-	-	1	1	3	3	1	1		1	1	2	49
Pearce, Clancee				-	-					-					-		-				-				
Roberton, Dylan						-	1						-	-	-	-	-		-	-	-	1	-	-	2
Ruffles, Tim															1						-				1
Sandilands, Aaron	1	3	-	1	2	1	1	1	-	1	-	-	1	-	1	1	-	-				-	1	1	16
Schammer, Byron												1								-	-				1
Silvagni, Alex	-	-	-	-	1	-		-	-			-	-	-	-	-							1	1	3
Suban, Nick	2	-	-						-	-	-	-			-		-	-	-	1	-	-	-	-	3
Tarrant, Chris	-	-		-	1	-	-	-	-	-	-	-	-					-							1
Walters, Michael																				2	-	-	1	1	4
de Boer, Matthew			-	1	3	-	-	-		3	-		-	-	-	-	1	1	2	2	-	1	1	-	15
van Berlo, Jay	-	-	-	-	1				-	-	1	-	-	1	-	-	-	-	-		-	-			3
Totals	14	19	13	6	22	14	22	9	9	19	10	13	10	15	9	10	11	12	8	12	4	11	12	9	293
Opponent	AD	ES	GE	SK	RI	WC	BL	CW	SY	NM	AD	SK	CA	PA	RI	ME	WB	WC	NM	SY	HW	CA	HW	GE	
