Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Ballantyne, Hayden	-	1	-	-	2	3	2	-	2	1	1	3	-	1	-	1	-	-				-			17
Barlow, Michael	1	-	-	-	-	-	-	1	-		-	-	1	-											3
Bollenhagen, Justin																		1	1		3				5
Bradley, Kepler							2		1	1	1	-	-	-	-	2			-	-	1				8
Broughton, Greg	-	-	-	-	-	-	-	-								-	-	-	-	-	-	-	-	-	
Clarke, Zac												1								-	-				1
Crichton, Jesse																	-	-	-	-	-		-		
Crowley, Ryan	-	-	-	-	1	-	2	1	-	1	-	-	-	1	1	-							-	1	8
Dodd, Steven			-								-										-				
Duffield, Paul	1	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Fyfe, Nat					4	-	-	-	1	1	-	-	2	-		-	-	3	1	1		1	-	-	14
Grover, Antoni									-	-	-	-	-	-			-	-	1	-	-	-	-	-	1
Hasleby, Paul	-	-	1	-	1	-	1	1	2	1		-	2	1	2	-	1	1	1	-		-			15
Hayden, Roger	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-		-	1	-	2
Headland, Des	1	-	1	-																				-	2
Hill, Stephen	2	-	1	-	1	-	2	-	-	-	1	-	1	-	3	1	-	1	-	-		1	1	-	15
Hinkley, Clayton																					-				
Ibbotson, Garrick	2	-						-	-	-	1	-	-	-	-	-	-	-	-	1	-	1	-	-	5
Johnson, Michael	-	-	-	1	-	-	2	-						1	-	-	1	1	-	-	1	-	-	1	8
Mayne, Chris	3	-	2	-	1	-	-	1	-	-	-											2	-	-	9
McPharlin, Luke	-	-	1	-	-	-	-	-								1	-	-	1	-	-	-	-	-	3
McPhee, Adam	1	3	-	1	2	-	-	-	1	-	-	-	-	3	-	1	1	-	-	1		1	2	-	17
Morabito, Anthony	-	-	-	-	-	1	4	-	-	-	-	-	1	1	1	4	-	1	-	2		-	3	-	18
Mundy, David	-	1	-	-	1	-	-	1	-	1	-	-	2	1	1	-		-	-	-		-	-	-	8
Murphy, Ryan																					2				2
Palmer, Rhys						-	1	-	2	-	-		-	-	-	-	-		-		-				3
Pavlich, Matthew	2	-	4	-	2	2	4	-	4	2	1	1	-	1	1	3	-	3	1	1		1	-	2	35
Pearce, Clancee				-	-					-					-		-				-				
Roberton, Dylan						-	-						-	-	-	-	-		-	-	-	1	-	-	1
Ruffles, Tim															1						-				1
Sandilands, Aaron	-	-	-	-	1	-	1	1	-	-	-	-	-	-	2	-	-	-				-	1	-	6
Schammer, Byron												1								-	-				1
Silvagni, Alex	-	-	-	-	-	-		-	-			-	-	-	-	-							-	-	
Suban, Nick	1	-	-						-	-	1	-			-		-	1	-	-	-	-	-	-	3
Tarrant, Chris	-	-		-	1	-	-	-	-	-	-	-	-					-							1
Walters, Michael																				-	1	-	-	-	1
de Boer, Matthew			2	1	2	-	-	-		3	-		-	-	-	-	-	-	-	2	-	-	1	1	12
van Berlo, Jay	-	-	-	-	1				-	-	-	-	-	1	-	1	-	-	-		-	-			3
Totals	14	5	12	4	20	6	21	6	13	11	6	6	9	11	12	14	3	12	7	8	8	8	9	5	230
Opponent	AD	ES	GE	SK	RI	WC	BL	CW	SY	NM	AD	SK	CA	PA	RI	ME	WB	WC	NM	SY	HW	CA	HW	GE	
