Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Ballantyne, Hayden	1	1	1	1	-	4	1	3	2	1	3	4	2	1	1	1	2	1				2			32
Barlow, Michael	4	4	2	3	3	5	4	3	4		5	3	5	3											48
Bollenhagen, Justin																		-	1		1				2
Bradley, Kepler							1		1	1	-	1	3	-	2	1			3	6	3				22
Broughton, Greg	-	2	1	1	3	-	-	-								2	1	1	3	2	5	-	3	-	24
Clarke, Zac												-								1	-				1
Crichton, Jesse																	1	-	-	-	2		-		3
Crowley, Ryan	2	1	2	1	1	2	2	5	2	-	4	-	-	-	1	-							2	-	25
Dodd, Steven			1								-										1				2
Duffield, Paul	1	1	1	-	-	2	1	2	1	1	-	1	1	-	1	2	2	-	1	-	3	3	1	1	26
Fyfe, Nat					1	1	3	1	4	2	3	-	-	1		-	2	4	-	-		4	3	2	31
Grover, Antoni									1	-	-	2	1	-			-	-	-	-	-	-	1	-	5
Hasleby, Paul	5	3	2	-	3	2	3	1	4	2		5	2	1	-	2	1	-	-	1		-			37
Hayden, Roger	1	-	1	-	2	-	-	1	-	-	-	-	1	-	-	-	1	-	1	-		-	-	-	8
Headland, Des	-	-	2	-																				-	2
Hill, Stephen	3	1	-	2	3	2	1	1	1	-	3	3	1	-	1	3	1	1	1	1		3	6	5	43
Hinkley, Clayton																					1				1
Ibbotson, Garrick	1	1						1	-	3	-	-	1	1	-	2	-	1	-	1	1	-	-	1	14
Johnson, Michael	2	4	3	2	1	3	2	-						-	-	-	1	4	2	1	1	2	2	-	30
Mayne, Chris	1	1	1	-	1	1	1	1	-	-	-											-	-	-	7
McPharlin, Luke	-	-	-	1	-	-	-	-								1	-	-	1	-	-	-	-	-	3
McPhee, Adam	1	1	2	2	3	1	1	-	1	2	-	1	-	1	-	1	1	-	-	1		3	3	-	25
Morabito, Anthony	2	3	3	-	2	4	-	1	1	4	-	3	-	1	-	6	-	6	2	2		2	3	3	48
Mundy, David	5	5	3	2	7	4	6	-	1	6	6	6	3	3	10	3		4	5	3		4	6	5	97
Murphy, Ryan																					1				1
Palmer, Rhys						1	3	1	3	4	-		5	6	2	5	-		3		4				37
Pavlich, Matthew	4	3	6	2	1	1	4	4	3	1	2	2	6	4	5	-	4	2	2	4		4	-	2	66
Pearce, Clancee				-	1					-					-		-				-				1
Roberton, Dylan						2	1						-	1	-	-	-		3	1	1	-	-	1	10
Ruffles, Tim															-						-				
Sandilands, Aaron	2	2	3	5	5	3	5	8	5	2	7	5	4	2	4	4	1	3				13	2	2	87
Schammer, Byron												3								1	-				4
Silvagni, Alex	-	2	-	-	-	2		-	1			-	1	-	1	-							-	-	7
Suban, Nick	-	-	-						1	3	1	1			2		3	5	5	2	2	2	1	-	28
Tarrant, Chris	1	2		1	-	1	1	-	-	-	-	-	-					-							6
Walters, Michael																				-	2	1	-	-	3
de Boer, Matthew			-	-	-	1	1	1		1	-		-	2	1	-	-	3	1	1	3	-	-	2	17
van Berlo, Jay	3	-	-	-	-				2	1	-	1	-	1	1	2	3	2	1		2	2			21
Totals	39	37	34	23	37	42	41	34	38	34	34	41	36	28	32	35	24	37	35	28	33	45	33	24	824
Opponent	AD	ES	GE	SK	RI	WC	BL	CW	SY	NM	AD	SK	CA	PA	RI	ME	WB	WC	NM	SY	HW	CA	HW	GE	
