Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Allison, Brett	-	-	-	-	-													-	-	-	-	-	-	-	-	
Anderson, Stuart		-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-		-	1
Archer, Glenn	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	2	-	-		-	-	-	-	5
Armstrong, Matt	-	-	-	-	-	-	-	-	-				-	-	-	-	-	-	-		-			-		
Bell, Peter	1	-	-	-	-	-	-	-	-	-	-			-	-	-	1	-	-	-	-	1	-	-	-	3
Blakey, John	-	-	-	-	-		-	-	-	-	-	-	2	2	-	-	-	-	-	-	-	-	-	-	-	4
Capuano, Matthew	-			-	-	-	-	-	-	-			-				-	-	-	-	-	-	-	-	-	
Carey, Wayne	-	2	-	-	-	1	-	-	2	-	-	-	-	-	-	2	3	3	-	-	-	2	-	-	-	15
Crocker, Darren		-	-					2	-	-	-	2	-			-	-	-				-	-	-	-	4
Daniltchenko, Jason			-	-				-	-	-	-	-	-	-	-				-	-	-					
Dwyer, Anthony												-	-	-												
Fairley, Ian	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	
Freeborn, Glenn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-				-	-	-	
Gorman, Glenn																	-			-						
Harvey, Brent																						-				
King, David	-	-	-	-	-	-	-	-	-	2	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	5
Laidley, Dean	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Lissenden, Eric														-	-											
Martyn, Mick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
McFarlane, Sam						-	-																			
McKernan, Corey	3	1	3	-	3	-		3	3	-	-	-	-	-	-	3	2	-	-	-	-	-	-	-	-	21
Nichols, Trent						-	-																			
Plain, Bradley					-																					
Reynolds, Keenan					-	-	-																			
Roberts, Mark	-	-	2	-		-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	2
Rock, Anthony	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	3
Schwass, Wayne	-									-	-	-	-	3	-	-	-	-	-	2	1	-	-	-	-	6
Scott, Robert	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	1
Sholl, Craig	2	3	-	-	-	-	-	-	-	-	-	-			-	1	-	-	-	-	-	-	-	-	-	6
Simpson, Adam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Smith, Ross	-					-									-											
Stevens, Anthony	-	-	-	-	1	-	-	-	-	-	-	-	-	1		-	-	-	-	-	-	-	-	-	-	2
Stevens, Danny																					-					
Stevens, Mark	-	-	-								-					-	-	-		-						
Welsh, Scott												-														
Totals	6	6	6	0	4	1	0	5	5	2	0	5	5	6	0	6	6	6	0	5	1	3	0	0	0	78
Opponent	SK	FO	HW	BB	AD	GE	WC	RI	FI	FO	SY	ES	FR	CA	CW	SK	ME	HW	BB	AD	GE	RI	GE	BB	SY	
