Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Allison, Brett	-	-	-	-	-													-	-	-	1	-	-	-	-	1
Anderson, Stuart		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-		-	
Archer, Glenn	-	-	-	1	-	-	-	-	1	-	-	1	-	-	-	1	-	-	-	-		-	-	-	-	4
Armstrong, Matt	-	-	-	-	-	-	-	-	-				-	-	-	-	-	-	-		-			-		
Bell, Peter	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	
Blakey, John	-	1	-	-	-		1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	3
Capuano, Matthew	5			3	2	1	13	3	9	1			5				5	3	1	11	5	2	1	9	2	81
Carey, Wayne	1	-	-	-	-	-	-	-	-	1	-	1	4	-	-	-	-	-	-	-	-	-	3	-	-	10
Crocker, Darren		-	-					-	-	-	-	-	-			-	1	-				-	-	1	-	2
Daniltchenko, Jason			2	-				-	1	-	-	-	-	-	-				-	-	1					4
Dwyer, Anthony												-	-	-												
Fairley, Ian	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	1	-	-	-		-	-	-	-	-	3
Freeborn, Glenn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-				-	-	-	
Gorman, Glenn																	-			-						
Harvey, Brent																						-				
King, David	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Laidley, Dean	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Lissenden, Eric														-	-											
Martyn, Mick	2	2	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5
McFarlane, Sam						-	-																			
McKernan, Corey	7	14	14	5	14	15		12	5	9	19	12	23	20	18	11	4	7	14	4	18	17	13	3	6	284
Nichols, Trent						-	-																			
Plain, Bradley					-																					
Reynolds, Keenan					-	-	5																			5
Roberts, Mark	1	1	1	-		3	5	5	1	3	-	-	-	1	1	-			2	-	-	-	1	-	-	25
Rock, Anthony	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Schwass, Wayne	-									-	1	-	1	-	1	-	-	-	1	-	-	-	-	-	1	5
Scott, Robert	-	1	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Sholl, Craig	-	-	1	-	-	-	-	-	1	1	1	-			-	1	-	-	-	-	-	-	-	-	-	5
Simpson, Adam	-	-	-	-	-	-	-	-	1	1	1	-	1	-	1	-	-	-	1	1	1	1	1	-	1	11
Smith, Ross	-					-									-											
Stevens, Anthony	1	-	-	-	-	-	-	-	-	-	-	-	-	-		1	-	-	-	-	-	-	-	-	-	2
Stevens, Danny																					-					
Stevens, Mark	-	-	-								-					-	-	-		-						
Welsh, Scott												-														
Totals	17	19	18	9	16	19	24	20	19	17	22	17	34	21	21	15	10	10	19	16	26	20	19	13	10	451
Opponent	SK	FO	HW	BB	AD	GE	WC	RI	FI	FO	SY	ES	FR	CA	CW	SK	ME	HW	BB	AD	GE	RI	GE	BB	SY	
