Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Ball, Jason	1	-	-	-	-	-	1	1					-	-	1	-	-			-		-	-		4
Banfield, Drew	-	-	-	-	-	1	-	-	2	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	6
Bellotti, Laurie			-	-	-	-	1	-	-	-	-	-	-	-	-	-	-								1
Braun, Michael	-	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-	1	4
Cousins, Ben	1	1	-	2	-	1	-		1	-	-	1	2	-		-	-	2	1	-	-	2	-	-	14
Crabb, Jaxon																				-	-	-	-	-	
Cummings, Scott	4	2	7	4	6	4	1	7	5	8	1	4	4	4	3	3	-	7	3	4	6	1	4	3	95
Donnelly, Andrew										-			1	-	1			-	2	1	1	-	-	-	6
Embley, Andrew	-	-	-	1		1	-			-	1								-						3
Fewster, Brendon						-		2	-		1	1	1	-	-	1	2	-	-		-				8
Fletcher, Chad															-										
Gardiner, Michael	-	-	-		-	-	1	-	-	-		1						-	-	2	-	-	-	-	4
Gehrig, Fraser	2	5		2	1													1	-	1	2	3	-	2	19
Heady, Brett	-																								
Holmes, Todd										-						-	-								
Jakovich, Glen	-	-	-	-	-		-	-	-	-	-	1	-	-	-	-	1	-	1	-	1	-	-	-	4
Jones, Rowan		1	-	-	-	2	-	1	-		1	1	-	-	1	-	-							-	7
Kemp, Dean	1	1	-	-	-	-	-			-	-	2	-	-	1	-	-	-	1	-	-	-	-	-	6
Mainwaring, Chris											-	1			-	-	-								1
Matera, Peter		-	-	-	-	-	-	-	2			1	-			2	2	-	-				1	-	8
Matera, Phillip	3	-	2	3	2	5	2	4	-	4	-	3	3	4	-	2	1	4	-	2	3	3	-	1	51
McIntosh, Ashley	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-		-	
McKenna, Guy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	
Metropolis, Daniel	-	-	-	2	-	1	-	-	-	-	-	4	-	2	-	2	-	-	-	-	1	-	-	-	12
Morrison, Chad	3	-	-	-	-	-	1	-	-	-	-	1		-	2	1	1	-	1	1	-	1	-	1	13
Read, Phillip		-	-	-	-	1	-	-	-	-	2	-	1	1	-	-	-	1	-	-	-	-	-	-	6
Rintoul, Chad	-	-	2	1	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-	-	-	1	-	6
Stone, Nicholas																	-						-		
Symmons, Paul	-							-	-	-	-		-	-				-	-						
White, Mitchell	-	-	1	-	4	1	-	3	3	-	-	-	3	2	1	-	2	-	3	-	2	1	1	2	29
Williams, Andrew	-	-	4	-	1	1	-	-	1	-	2	-	1	-	-			-	-	-	-	1	-	-	11
Wirrpanda, David	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	2	-	4
Wooden, Josh	-							1	-											-	-	-			1
Totals	15	11	16	15	14	18	7	19	14	12	9	21	16	16	11	11	9	16	15	11	16	12	9	10	323
Opponent	FR	BL	CW	ES	HW	WB	SK	AD	SY	CA	KA	PA	GE	ME	RI	FR	BL	CW	ES	HW	WB	SK	WB	CA	
