Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Ball, Jason	1	-	-	3	1	-	1	1					1	-	-	1	1			-		1	-		11
Banfield, Drew	2	2	3	1	4	1	4	-	2	1	1	2	2	2	2	-	3	-	2	-	-	2	4	3	43
Bellotti, Laurie			-	4	2	3	-	-	-	-	1	-	-	2	1	1	1								15
Braun, Michael	2	-	-	-	3	3	1	1	1	2	-	3	1	1	3	-	1	1	-	3	1	4	2	2	35
Cousins, Ben	1	2	5	3	2	-	3		4	1	2	-	2	-		5	3	2	-	1	5	2	1	3	47
Crabb, Jaxon																				-	1	7	-	2	10
Cummings, Scott	1	1	1	3	1	1	-	-	2	2	-	1	-	-	1	2	1	-	2	-	-	3	1	-	23
Donnelly, Andrew										-			1	-	2			1	1	1	-	2	2	-	10
Embley, Andrew	-	1	-	-		-	-			-	1								1						3
Fewster, Brendon						1		1	-		2	1	1	-	-	3	2	2	1		-				14
Fletcher, Chad															-										
Gardiner, Michael	-	-	2		3	1	3	-	1	-		-						-	3	-	-	-	2	2	17
Gehrig, Fraser	-	1		1	1													2	2	1	3	2	1	4	18
Heady, Brett	-																								
Holmes, Todd										-						1	-								1
Jakovich, Glen	-	1	2	2	-		5	2	3	1	1	1	2	-	5	2	2	2	-	3	-	1	1	4	40
Jones, Rowan		-	2	-	-	1	3	2	-		3	1	1	-	1	2	2							-	18
Kemp, Dean	1	1	2	1	-	-	1			1	1	-	1	-	1	-	1	1	-	1	3	2	3	2	23
Mainwaring, Chris											3	1			3	2	1								10
Matera, Peter		-	-	2	4	-	1	3	1			-	1			4	5	1	1				1	3	27
Matera, Phillip	1	-	-	2	2	1	-	-	1	1	1	-	-	3	2	2	2	4	1	-	2	2	-	1	28
McIntosh, Ashley	3	-	2	1	1	1	-	-	-	1	1	1	1	2	-	2	1	1		-	1	-		2	21
McKenna, Guy	-	1	2	1	2	1	1	1	3	1	1	-	1	2	2	1		-	2	1	-	-	1	3	27
Metropolis, Daniel	1	-	-	2	-	2	-	-	1	-	-	1	1	1	1	1	2	-	2	-	-	1	-	1	17
Morrison, Chad	-	2	-	-	3	2	1	2	-	2	1	1		-	3	1	-	2	1	4	3	4	-	-	32
Read, Phillip		1	3	1	1	1	4	-	1	2	2	1	2	-	-	2	1	-	1	1	2	3	3	3	35
Rintoul, Chad	-	1	4	2	-	1	-	6	1	1	1	1	1	4	-	-	2	2	1	1	2	3	1	2	37
Stone, Nicholas																	2						-		2
Symmons, Paul	-							-	2	1	-		-	-				-	-						3
White, Mitchell	1	1	-	-	1	-	2	1	1	-	2	1	2	1	1	2	2	-	4	1	2	4	-	3	32
Williams, Andrew	-	1	-	1	-	1	1	1	1	3	3	1	2	-	-			3	4	-	1	-	1	4	28
Wirrpanda, David	-	2	-	-	-	1	2	3	4	2	4	-	1	-	1	5	1	1	2	2	5	-	2	-	38
Wooden, Josh	1							1	1											-	-	1			4
Totals	15	18	28	30	31	22	33	25	30	22	31	17	24	18	29	39	36	25	31	20	31	44	26	44	669
Opponent	FR	BL	CW	ES	HW	WB	SK	AD	SY	CA	KA	PA	GE	ME	RI	FR	BL	CW	ES	HW	WB	SK	WB	CA	
