Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Ball, Jason	-	-	2	1	1	1	3	1					-	-	1	3	1			-		1	-		15
Banfield, Drew	-	-	1	-	-	-	-	-	1	-	-	-	2	1	1	-	-	-	-	-	-	-	-	-	6
Bellotti, Laurie			-	-	1	-	-	-	-	-	1	-	-	-	1	-	-								3
Braun, Michael	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	2
Cousins, Ben	-	1	-	-	-	-	2		-	1	-	-	-	-		-	-	-	-	-	-	-	-	1	5
Crabb, Jaxon																				-	1	-	-	1	2
Cummings, Scott	2	1	4	1	6	2	-	1	-	-	1	3	5	1	2	2	-	3	2	2	2	2	1	2	45
Donnelly, Andrew										-			2	-	1			2	2	2	1	-	1	1	12
Embley, Andrew	1	-	-	-		-	-			-	-								1						2
Fewster, Brendon						1		1	-		-	2	3	-	-	-	2	1	-		-				10
Fletcher, Chad															-										
Gardiner, Michael	-	-	-		-	-	1	-	-	-		-						-	-	2	-	-	1	-	4
Gehrig, Fraser	1	2		-	-													1	2	2	1	2	-	-	11
Heady, Brett	-																								
Holmes, Todd										-						-	-								
Jakovich, Glen	2	-	-	-	-		3	-	-	-	2	4	3	-	-	-	3	1	-	3	-	-	-	2	23
Jones, Rowan		-	-	-	1	-	-	-	-		-	-	-	-	-	-	-							-	1
Kemp, Dean	-	-	-	-	1	-	-			1	-	-	-	-	3	-	-	-	-	-	-	-	1	-	6
Mainwaring, Chris											1	-			-	-	-								1
Matera, Peter		-	-	1	-	-	-	1	1			2	-			-	-	-	1				1	-	7
Matera, Phillip	-	-	1	-	-	1	-	-	2	1	1	-	-	1	-	-	1	1	-	-	-	1	-	-	10
McIntosh, Ashley	1	1	1	1	3	1	1	1	-	-	1	1	-	1	2	-	3	1		1	1	-		1	22
McKenna, Guy	-	-	-	3	-	-	2	2	1	1	1	-	1	-	1	-		1	-	-	1	1	-	3	18
Metropolis, Daniel	-	1	1	2	-	1	-	-	-	1	-	-	1	2	-	-	1	1	-	-	-	1	-	-	12
Morrison, Chad	-	1	-	-	-	-	-	1	-	-	1	-		-	2	-	-	-	-	-	-	-	1	-	6
Read, Phillip		-	1	1	-	1	-	-	-	-	-	-	1	1	-	-	1	-	-	-	1	-	1	-	8
Rintoul, Chad	-	-	-	1	-	-	-	1	1	1	-	-	1	-	-	-	-	-	-	-	-	-	-	-	5
Stone, Nicholas																	-						-		
Symmons, Paul	-							-	-	-	-		-	-				-	-						
White, Mitchell	-	-	-	-	-	-	2	-	1	1	1	-	2	1	-	-	-	-	-	-	1	-	-	2	11
Williams, Andrew	-	-	-	1	-	1	1	-	3	1	1	1	3	-	-			-	1	-	-	-	-	-	13
Wirrpanda, David	-	1	-	1	2	-	1	1	1	-	-	1	2	2	-	1	-	-	-	2	3	1	1	-	20
Wooden, Josh	-							-	-											-	-	-			
Totals	7	8	11	13	15	9	16	10	12	8	11	14	26	10	14	6	12	12	9	14	12	9	9	13	280
Opponent	FR	BL	CW	ES	HW	WB	SK	AD	SY	CA	KA	PA	GE	ME	RI	FR	BL	CW	ES	HW	WB	SK	WB	CA	
