Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Bell, Peter	3	6	3	8	-	5	5	1	4	3	3	2	5	4	2	4	-	4	5	5	3	4	4	83
Browne, Andrew	-	1	-																					1
Carr, Matthew	2	-	1	5	1	-	3	2	1	4	2	-			3	1	1	-	-	3	2	1	1	33
Cook, Troy	2	1	7	2	2	6	1	4	2	1	3	3	2	6	4	10	-	4	4	4	1	2		71
Croad, Trent			3	-	1	-	2	-	-	1	1	1	1	-			-	5	-	-	-			15
Cunningham, Ben												-												
Farmer, Jeff	1	3	-	2	1	-	1	1	1				-	2	-	-	1	-	1	4	2	-	-	20
Grover, Antoni	-	-	-	1	1	-	-	1	1	3	1	1	-	-	-	1						-	2	12
Haddrill, Robert	-	-	1	-	-	1	-	-	-	1	-	1	-	1	-	-	3	1	-	1	-	-	-	10
Haines, Daniel	3	2	1	1	-					1	1													9
Hasleby, Paul	6	12	5	5	1	5	3	4	1	4	3	9	7	4	2	4	2	2	6	3	6	8	5	107
Hayden, Roger	-	-	3	-	-	1	-	1	1	1			1	1	1	-	-	2	2	1	-	1	1	17
Headland, Des	2	-	3	4	2	3	2	3	2	2	1		4	2	2	-	2	1	2	1	-	2	3	43
Jones, Anthony	-																							
Koops, Steven				1	-	-	-	-	-	2	1	2	1	1	-	-								8
Longmuir, Justin		-	-	1	1	-	-	-	-	1	-	-	-	2	-	-	1	1	1	-	-	2	1	11
Longmuir, Troy	-	1	1														2	-	1	-	-	2	-	7
McManus, Shaun	-	-	3	2	4	1	1	1	-	3	3	2	2	2	-	-	1	-	1	1	3	3	2	35
McPharlin, Luke												-	-	-	1	-	-	-	2	1	-	-	1	5
Medhurst, Paul	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Parker, Shane				1	-	-							-	1	-	-	-	-	-	-	-		-	2
Pavlich, Matthew	7	1	1	5	4	3	-	-	3	2	-	3	4	-	1	4	3	3	6	2	3	2	2	59
Polak, Graham	-	-		-	-	-	-	-	-	-	-	-	-	3	-	-	1	-	-	3	-	-	2	9
Sandilands, Aaron	2	1	-			-	-	1	-	3		2	-	2	1	1		3	-	2	1	3	2	24
Schammer, Byron	-	-					2	1	-	1	2	1	3	3	3	1	2	2	-	1	-			22
Siegert, Andrew			-								1	-	1											2
Simmonds, Troy	-	2	3	4	3	6	2	1	2	-	3	1	1		3	3	1	2	-	-	-	-	2	39
Thornton, Scott											-	-		1								1	-	2
Walker, James	1	-	1	1	-	-	-	2	1	-	2	-	3	1	-	-	-	-	2	-	-	1	-	15
Waterhouse, Clive				-	-	2	-	-	-	-	-													2
Webster, Luke														-			2					3	1	6
Woods, Dion	-	3	-	1	1	1	3	1	3	1	1	-			1	1	1	-	-	-	1	-	1	20
Totals	29	33	36	44	23	34	25	24	22	34	28	28	35	36	24	30	23	30	33	32	22	35	30	690
Opponent	AD	SY	RI	KA	WC	ES	WB	SK	ME	CA	PA	GE	HW	BL	CW	AD	SY	RI	KA	WB	ES	WC	ES	
