Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Bell, Peter	-	3	-	3	-	2	1	1	-	-	-	3	1	-	-	2	-	3	-	-	-	-	-	19
Browne, Andrew	-	-	-																					
Carr, Matthew	-	-	-	2	-	-	2	-	-	-	-	-			-	-	-	-	-	-	-	-	-	4
Cook, Troy	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-		2
Croad, Trent			-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-			
Cunningham, Ben												-												
Farmer, Jeff	-	-	-	-	-	-	-	-	-				-	-	-	-	-	-	-	-	-	-	-	
Grover, Antoni	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						-	-	
Haddrill, Robert	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Haines, Daniel	-	-	-	-	-					-	-													
Hasleby, Paul	-	2	-	-	-	3	-	-	-	2	-	2	-	-	-	1	-	-	-	-	-	3	-	13
Hayden, Roger	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	
Headland, Des	-	-	-	-	-	1	-	3	-	-	-		-	-	-	-	-	2	-	3	-	-	-	9
Jones, Anthony	-																							
Koops, Steven				-	-	-	-	-	-	-	-	-	-	-	-	-								
Longmuir, Justin		-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3
Longmuir, Troy	-	-	-														-	-	-	-	-	-	-	
McManus, Shaun	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	4
McPharlin, Luke												-	-	-	-	-	-	-	-	-	-	-	-	
Medhurst, Paul	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	3
Parker, Shane				-	-	-							-	-	-	-	-	-	-	-	-		-	
Pavlich, Matthew	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	-	-	-	5
Polak, Graham	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Sandilands, Aaron	-	-	-			-	-	-	-	-		-	-	1	-	-		-	-	-	-	-	-	1
Schammer, Byron	-	-					-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			
Siegert, Andrew			-								-	-	-											
Simmonds, Troy	-	1	-	1	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	2
Thornton, Scott											-	-		-								-	-	
Walker, James	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Waterhouse, Clive				-	-	-	-	-	-	-	-													
Webster, Luke														-			-					-	-	
Woods, Dion	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	1	-	1
Totals	1	6	0	6	0	6	6	4	3	5	0	5	1	3	0	3	0	5	2	6	0	4	0	66
Opponent	AD	SY	RI	KA	WC	ES	WB	SK	ME	CA	PA	GE	HW	BL	CW	AD	SY	RI	KA	WB	ES	WC	ES	
