Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Bell, Peter	2	1	3	1	2	1	5	3	4	2	2	7	3	-	3	7	2	3	4	1	3	7	3	69
Browne, Andrew	-	-	-																					
Carr, Matthew	1	3	3	1	-	1	-	2	2	-	2	-			2	-	-	1	2	4	1	-	3	28
Cook, Troy	1	2	2	3	1	-	2	1	1	1	-	2	1	4	1	2	3	-	-	-	2	-		29
Croad, Trent			1	1	-	-	-	-	-	-	2	-	-	-			-	1	-	-	-			5
Cunningham, Ben												-												
Farmer, Jeff	-	-	-	-	-	-	-	1	-				-	1	-	-	2	1	-	-	1	-	-	6
Grover, Antoni	1	2	2	2	1	-	-	1	4	2	3	2	1	3	2	1						4	4	35
Haddrill, Robert	-	1	3	1	4	3	3	3	7	1	3	6	2	1	4	2	-	1	8	1	3	1	4	62
Haines, Daniel	3	1	1	-	1					2	-													8
Hasleby, Paul	-	3	-	-	-	-	1	-	1	-	3	1	2	-	2	3	2	1	3	1	-	1	-	24
Hayden, Roger	4	4	5	2	2	1	6	5	8	1			2	3	1	1	2	2	1	1	1	7	-	59
Headland, Des	8	-	2	3	-	1	-	1	-	-	2		2	1	1	-	-	3	1	-	-	1	1	27
Jones, Anthony	-																							
Koops, Steven				-	1	-	1	-	-	-	-	1	-	-	-	-								3
Longmuir, Justin		-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Longmuir, Troy	-	1	-														-	1	-	-	2	-	-	4
McManus, Shaun	3	1	2	1	1	3	4	5	3	2	2	-	3	2	3	-	2	-	-	2	1	2	2	44
McPharlin, Luke												3	3	4	3	4	2	2	2	5	5	1	5	39
Medhurst, Paul	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	2
Parker, Shane				2	3	4							1	1	2	4	3	3	5	5	7		2	42
Pavlich, Matthew	-	1	1	-	1	1	9	2	4	2	1	-	-	4	1	1	1	1	2	1	3	1	3	40
Polak, Graham	4	3		-	-	1	4	4	4	5	2	2	1	2	-	2	1	-	-	1	-	1	2	39
Sandilands, Aaron	-	-	-			-	-	2	-	-		-	-	1	-	-		-	3	1	-	1	-	8
Schammer, Byron	2	-					-	-	-	-	3	2	3	1	-	1	2	1	2	-	3			20
Siegert, Andrew			-								-	-	-											
Simmonds, Troy	-	2	5	-	-	4	-	2	1	-	3	1	2		2	-	-	1	-	1	-	1	1	26
Thornton, Scott											2	1		1								1	1	6
Walker, James	4	2	1	-	2	1	1	-	2	2	2	-	1	2	2	6	1	4	4	1	2	1	3	44
Waterhouse, Clive				-	-	-	-	1	-	-	-													1
Webster, Luke														2			-					-	3	5
Woods, Dion	2	5	9	4	2	6	4	4	1	3	3	6			6	2	3	4	5	6	4	7	2	88
Totals	35	32	41	21	21	28	40	37	42	23	35	34	27	33	35	36	26	30	43	31	38	37	39	764
Opponent	AD	SY	RI	KA	WC	ES	WB	SK	ME	CA	PA	GE	HW	BL	CW	AD	SY	RI	KA	WB	ES	WC	ES	
