Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Bell, Peter	-	-	-	2	-	-	-	-	-	-	-	-	1	1	1	-	-	2	-	-	-	1	-	8
Browne, Andrew	1	1	-																					2
Carr, Matthew	1	1	-	-	-	-	2	-	1	1	1	-			-	1	-	-	-	1	1	-	1	11
Cook, Troy	-	1	-	2	3	1	2	-	1	1	-	-	-	1	-	-	-	1	-	1	-	-		14
Croad, Trent			-	2	1	2	1	2	1	1	-	-	-	-			1	1	-	3	1			16
Cunningham, Ben												1												1
Farmer, Jeff	-	1	-	3	1	-	1	-	1				-	-	1	3	-	1	-	1	-	1	1	15
Grover, Antoni	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-						1	-	3
Haddrill, Robert	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	1
Haines, Daniel	-	-	-	-	-					-	-													
Hasleby, Paul	2	1	1	1	1	2	1	1	-	1	1	2	1	2	-	-	1	1	-	3	1	1	-	24
Hayden, Roger	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	
Headland, Des	-	2	1	2	-	2	-	1	-	-	1		-	-	-	-	-	3	3	-	-	-	1	16
Jones, Anthony	1																							1
Koops, Steven				-	-	-	1	-	-	-	-	1	-	1	-	-								3
Longmuir, Justin		1	-	4	-	4	4	3	6	3	3	2	2	1	-	3	2	2	3	5	-	1	-	49
Longmuir, Troy	2	1	1														2	1	2	-	-	-	-	9
McManus, Shaun	-	1	-	-	-	-	1	-	-	1	1	-	-	-	-	1	-	1	-	-	-	-	-	6
McPharlin, Luke												-	-	1	1	-	-	-	-	-	-	-	-	2
Medhurst, Paul	5	2	1	6	2	2	5	1	-	5	1	4	3	2	-	1	4	5	2	4	4	3	3	65
Parker, Shane				-	-	-							-	-	-	-	-	-	-	-	-		-	
Pavlich, Matthew	1	-	-	2	1	1	2	-	-	1	-	2	3	1	2	-	3	2	1	1	1	-	2	26
Polak, Graham	-	-		-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1	-	-	-	1	3
Sandilands, Aaron	1	1	-			-	-	-	1	-		-	1	-	-	-		1	-	-	-	-	-	5
Schammer, Byron	-	1					-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			1
Siegert, Andrew			-								-	-	-											
Simmonds, Troy	1	2	-	-	-	-	1	1	1	-	1	1	-		1	1	-	2	-	-	3	1	1	17
Thornton, Scott											-	-		-								-	-	
Walker, James	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	2
Waterhouse, Clive				1	4	-	1	2	1	2	-													11
Webster, Luke														-			-					-	-	
Woods, Dion	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	
Totals	15	16	4	25	13	14	23	12	13	16	10	13	11	11	7	10	13	23	12	20	11	9	10	311
Opponent	AD	SY	RI	KA	WC	ES	WB	SK	ME	CA	PA	GE	HW	BL	CW	AD	SY	RI	KA	WB	ES	WC	ES	
