Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Bell, Peter	2	4	2	6	7	5	3	4	2	3	2	4	2	-	2	3	-	3	4	-	6	2	3	69
Browne, Andrew	3	4	2																					9
Carr, Matthew	4	5	3	3	-	1	5	4	2	6	4	3			2	4	2	4	-	7	4	-	2	65
Cook, Troy	-	7	7	8	3	9	2	3	6	2	3	4	2	7	2	1	3	1	5	4	2	-		81
Croad, Trent			4	6	4	3	3	1	4	4	4	3	2	2			7	3	3	4	3			60
Cunningham, Ben												4												4
Farmer, Jeff	1	6	-	1	1	3	7	3	1				1	2	2	-	2	3	-	4	3	-	1	41
Grover, Antoni	2	1	2	1	1	1	2	3	6	2	1	4	3	-	3	-						1	4	37
Haddrill, Robert	-	1	1	1	-	-	-	-	-	-	-	-	-	-	4	-	-	-	1	-	-	-	-	8
Haines, Daniel	4	4	2	3	-					4	1													18
Hasleby, Paul	5	2	5	8	4	6	4	4	2	8	2	4	3	6	4	3	4	5	5	6	3	8	2	103
Hayden, Roger	1	-	3	-	-	1	-	2	-	1			1	2	-	1	-	-	2	5	-	2	2	23
Headland, Des	5	1	3	3	1	6	6	4	4	2	1		4	4	4	7	3	3	6	7	-	5	-	79
Jones, Anthony	-																							
Koops, Steven				3	-	2	1	-	-	6	1	3	-	4	1	1								22
Longmuir, Justin		-	1	-	5	2	-	3	1	2	2	1	-	-	1	-	1	1	1	3	3	-	2	29
Longmuir, Troy	1	3	2														1	4	2	6	3	4	5	31
McManus, Shaun	1	3	1	1	5	3	4	3	5	2	3	2	3	7	5	7	3	5	2	2	3	5	2	77
McPharlin, Luke												-	1	1	1	-	1	3	-	-	-	-	1	8
Medhurst, Paul	1	1	1	5	2	-	6	1	1	1	2	1	4	-	1	1	3	2	3	5	1	8	2	52
Parker, Shane				-	-	-							-	2	-	1	-	-	-	-	1		-	4
Pavlich, Matthew	7	8	4	6	3	4	2	5	1	7	2	4	4	6	9	4	5	7	8	5	7	7	6	121
Polak, Graham	-	1		-	-	-	-	-	1	1	1	1	-	1	2	-	-	2	-	-	-	1	3	14
Sandilands, Aaron	-	-	2			-	1	2	1	1		1	1	2	-	-		-	1	1	1	-	2	16
Schammer, Byron	2	-					5	3	1	3	-	3	3	3	3	1	1	2	-	1	1			32
Siegert, Andrew			-								3	2	1											6
Simmonds, Troy	1	-	1	3	4	2	1	2	3	4	2	1	4		2	3	1	3	2	1	1	-	3	44
Thornton, Scott											1	1		-								-	-	2
Walker, James	-	1	3	1	-	-	3	2	1	3	-	1	1	2	-	2	1	1	1	2	1	-	-	26
Waterhouse, Clive				4	4	3	4	1	3	2	1													22
Webster, Luke														1			2					2	5	10
Woods, Dion	-	1	3	-	2	2	3	2	2	-	3	3			2	-	2	-	2	-	1	-	-	28
Totals	40	53	52	63	46	53	62	52	47	64	39	50	40	52	50	39	42	52	48	63	44	45	45	1141
Opponent	AD	SY	RI	KA	WC	ES	WB	SK	ME	CA	PA	GE	HW	BL	CW	AD	SY	RI	KA	WB	ES	WC	ES	
