Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Bell, Peter	-	-	2	-	-	1	1	2	1	-	1	2	2	2	-	1	1	-	-	-	-	-	-	16
Browne, Andrew	-	-	2																					2
Carr, Matthew	1	1	1	-	3	-	-	-	1	-	1	2			1	1	-	1	-	-	1	2	1	17
Cook, Troy	-	-	2	-	1	-	-	-	-	-	1	1	2	-	-	-	-	1	-	2	1	1		12
Croad, Trent			2	1	3	3	2	1	1	1	-	3	-	3			1	1	-	2	1			25
Cunningham, Ben												-												
Farmer, Jeff	1	-	-	-	1	1	-	-	1				1	-	-	2	-	-	1	2	-	-	-	10
Grover, Antoni	-	-	-	-	-	-	-	1	-	-	-	-	1	1	1	-						-	-	4
Haddrill, Robert	2	1	-	1	-	-	-	1	1	2	-	1	1	1	-	-	-	-	2	1	-	-	1	15
Haines, Daniel	-	1	1	-	-					-	1													3
Hasleby, Paul	2	-	-	-	-	-	1	-	4	1	-	1	-	1	-	-	1	1	1	-	-	2	2	17
Hayden, Roger	1	-	-	-	-	-	-	-	1	-			-	-	-	-	-	1	-	-	-	-	1	4
Headland, Des	2	2	-	-	-	-	-	-	-	-	-		1	-	-	-	1	-	1	1	-	1	3	12
Jones, Anthony	2																							2
Koops, Steven				2	1	-	1	1	-	1	-	-	1	2	1	-								10
Longmuir, Justin		-	1	2	1	1	-	-	-	-	2	-	-	3	-	-	-	-	2	-	1	-	3	16
Longmuir, Troy	-	-	2														-	-	-	-	-	-	-	2
McManus, Shaun	-	4	-	1	-	1	-	-	3	2	2	-	2	-	2	1	-	-	3	1	2	3	1	28
McPharlin, Luke												1	-	1	1	3	2	1	1	-	-	-	1	11
Medhurst, Paul	2	1	1	1	2	1	2	-	-	2	-	-	2	1	2	1	-	-	2	2	1	1	-	24
Parker, Shane				-	1	-							-	-	-	1	-	-	-	1	-		-	3
Pavlich, Matthew	-	-	-	-	4	1	1	1	-	1	-	2	1	1	2	-	1	2	2	1	1	3	1	25
Polak, Graham	-	-		1	-	1	-	-	-	1	1	-	-	-	1	-	-	-	-	-	-	1	1	7
Sandilands, Aaron	-	1	2			-	-	1	-	-		-	-	-	-	1		2	-	-	-	3	-	10
Schammer, Byron	2	1					-	-	-	-	-	1	1	-	-	1	-	-	-	-	-			6
Siegert, Andrew			-								-	-	1											1
Simmonds, Troy	1	-	2	1	1	1	6	3	1	1	1	1	-		1	2	1	3	1	1	-	3	2	33
Thornton, Scott											-	-		-								1	-	1
Walker, James	2	-	1	2	-	-	1	1	1	-	-	-	-	1	-	1	-	2	-	2	-	-	-	14
Waterhouse, Clive				-	-	-	-	-	1	-	-													1
Webster, Luke														-			-					1	-	1
Woods, Dion	1	-	1	2	-	1	-	-	1	-	1	1			-	1	2	-	-	1	-	1	-	13
Totals	19	12	20	14	18	12	15	12	17	12	11	16	16	17	12	16	10	15	16	17	8	23	17	345
Opponent	AD	SY	RI	KA	WC	ES	WB	SK	ME	CA	PA	GE	HW	BL	CW	AD	SY	RI	KA	WB	ES	WC	ES	
