Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Bell, Peter	17	12	7	19	9	8	10	8	10	4	11	13	8	12	9	12	7	12	9	16	12	9	8	242
Browne, Andrew	-	5	1																					6
Carr, Matthew	2	4	3	12	-	2	2	6	8	9	3	4			5	4	4	5	2	9	3	5	6	98
Cook, Troy	8	9	2	6	5	11	8	7	4	4	4	5	9	8	8	13	2	12	10	5	2	5		147
Croad, Trent			3	1	1	4	3	1	1	3	5	6	3	-			1	2	3	2	1			40
Cunningham, Ben												1												1
Farmer, Jeff	1	8	3	4	1	4	3	4	3				2	4	1	-	2	1	4	8	5	2	-	60
Grover, Antoni	4	5	6	6	4	4	3	7	6	3	2	6	4	3	1	2						5	9	80
Haddrill, Robert	5	3	5	1	2	8	4	6	8	3	2	3	5	5	7	5	7	7	11	7	8	3	3	118
Haines, Daniel	8	8	4	-	1					5	5													31
Hasleby, Paul	9	17	5	5	1	11	6	11	8	7	7	15	15	14	5	14	4	8	13	7	12	14	12	220
Hayden, Roger	8	2	10	-	4	12	6	7	6	4			3	3	3	3	4	5	11	3	6	3	7	110
Headland, Des	3	1	-	6	2	8	4	10	3	5	2		6	4	4	4	3	3	2	8	3	3	5	89
Jones, Anthony	-																							
Koops, Steven				3	2	2	4	3	5	3	3	3	4	7	5	-								44
Longmuir, Justin		3	2	4	5	2	3	1	1	1	1	4	1	-	3	1	-	4	2	3	1	3	5	50
Longmuir, Troy	4	7	-														3	2	4	5	3	2	1	31
McManus, Shaun	5	7	5	5	5	3	6	5	7	6	7	5	5	5	6	5	2	4	4	11	4	10	5	127
McPharlin, Luke												3	4	9	8	6	8	4	11	5	-	3	3	64
Medhurst, Paul	1	1	2	3	3	2	-	-	-	-	1	2	3	2	2	1	1	1	-	-	-	3	1	29
Parker, Shane				5	9	5							2	4	4	4	3	5	4	6	5		2	58
Pavlich, Matthew	7	5	2	9	9	5	4	7	8	2	4	3	6	6	3	6	3	4	6	3	7	4	6	119
Polak, Graham	1	-		3	4	2	6	3	5	-	1	8	2	7	3	5	4	3	1	4	3	1	4	70
Sandilands, Aaron	3	2	1			1	3	4	1	6		3	6	7	5	4		8	4	2	4	5	7	76
Schammer, Byron	3	2					4	1	4	5	4	5	9	6	6	1	2	3	2	5	1			63
Siegert, Andrew			5								4	3	2											14
Simmonds, Troy	1	7	8	4	4	6	6	2	5	6	3	5	2		6	5	2	5	4	7	6	1	3	98
Thornton, Scott											2	5		1								5	7	20
Walker, James	1	7	9	7	6	2	5	4	7	7	8	4	4	1	2	5	3	5	6	4	4	2	2	105
Waterhouse, Clive				3	1	5	2	1	5	2	1													20
Webster, Luke														2			4					3	3	12
Woods, Dion	4	7	2	4	3	4	4	3	4	4	3	4			4	6	4	3	4	2	4	6	4	83
Totals	95	122	85	110	81	111	96	101	109	89	83	110	105	110	100	106	73	106	117	122	94	97	103	2325
Opponent	AD	SY	RI	KA	WC	ES	WB	SK	ME	CA	PA	GE	HW	BL	CW	AD	SY	RI	KA	WB	ES	WC	ES	
